name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,group,main_address
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,CH,Postfach,,,0.0,26950.0,0.0,0.0,0.0,0.0,26950.0,hco,vifor,2015,108,
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,CH,Solothurnerstrasse 68,,,0.0,12250.0,0.0,0.0,0.0,0.0,12250.0,hco,servier,2015,108,
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,CH,Solothurnerstrass e 68,,,0.0,30780.0,0.0,0.0,0.0,0.0,30780.0,hco,eli,2015,108,
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,CH,Solothurnerstrasse 68,4002,SGIMBVRBasel,,31054.0,,,,,31054.0,hco,servier,2017,108,1.0
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,CH,Monbijoustrasse 43,,,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,hco,mundipharma,2015,108,
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Bern,CH,Monbijoustrasse 43,,,5940.0,,,,,,5940.0,hco,mundipharma,2017,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin (SGAIM),BERN,CH,Monbijoustrasse 43,,,0.0,15876.0,0.0,0.0,0.0,0.0,15876.0,hco,glaxosmithkline,2016,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin (SGAIM),Bern,CH,Monbijoustrasse 43,3011,,0.0,2940.0,0.0,0.0,0.0,0.0,2940.0,hco,boehringer,2016,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin (SGAIM),Bern,CH,Monbijoustrasse 43,,,0.0,109840.0,0.0,0.0,890.0,0.0,110730.0,hco,novartis,2017,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin (SGAIM),Bern,CH,Monbijoustrass 43,3000,,,3200.0,,,,,3200.0,hco,allergan,2017,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin (SGAIM),Basel,CH,Monbijoustrasse 43,,,,6860.0,,,,,6860.0,hco,astrazeneca,2016,108,
Schweizerische Gesellschaft für Allgemeine Innere Medizin SGAIM,Bern,CH,Monbijoustrasse 43,,,94904.0,67984.0,,,,,162888.0,hco,menarini,2017,90,
Schweizerische Gesellschaft für Allgemeine Innere Medizin SGAIM,Basel,CH,Solothurnerstrasse 68,,,116601.0,0.0,0.0,0.0,0.0,0.0,116601.0,hco,menarini,2015,108,
"Schweizerische Gesellschaft für Allgemeine Innere Medizin, SGAIM",Bern,CH,Monbijoustrasse 43,,,,15680.0,,,,,15680.0,hco,mepha,2016,90,
"Schweizerische Gesellschaft für Allgemeine Medizin, SGAM/SSMG",Courfaivre,CH,Rue de la Faverge 21,,,,6074.0,,,,,6074.0,hco,servier,2016,1165,1.0
Schweizerische Gesellschaft für AllgemeineInnere Medizin (SGAIM),Bern,CH,Monbijoustrasse 43,,,,16820.0,,,,,16820.0,hco,mepha,2017,90,
Schweizerische Gesellschaft für AllgemeineInnere Medizin (SGAIM),Bern,CH,Monbijoustrasse 43,,,0.0,15897.6,0.0,0.0,0.0,0.0,15897.6,hco,glaxosmithkline,2017,90,
Schweizerische Gesellschaft für AllgemeineInnere Medizin (SGAIM),Bern,CH,Monbijoustrasse 43,,,,12420.0,,,,,12420.0,hco,mepha,2017,90,
Schweizerische Gesellschaft für Allgemeinmedizin (SGAM),Lichtensteig,CH,Oberplattenstrasse 73,,,0.0,34300.8,0.0,0.0,0.0,0.0,34300.8,hco,glaxosmithkline,2015,761,
Schweizerische Gesellschaft für Angst & Depression (SGAD),Zürich,CH,Hermetschloostrasse 73,,,2250.0,0.0,0.0,0.0,0.0,0.0,2250.0,hco,sandoz,2015,407,
Schweizerische Gesellschaft für Angst und Depression,Zürich,CH,Hermetschloostrasse 73,8048,,0.0,2250.0,0.0,0.0,0.0,0.0,2250.0,hco,astrazeneca,2015,407,
Schweizerische Gesellschaft für Angst und Depression,Zürich,CH,Hermetschloostrasse 73,,,0.0,3867.0,0.0,0.0,0.0,0.0,3867.0,hco,eli,2015,407,
Schweizerische Gesellschaft für Anst und Depression,Zürich,CH,Hermetschloostrass 73,,,,4000.0,,,,,4000.0,hco,lundbeck,2016,407,1.0
Schweizerische Gesellschaft für Anästhesiepflege,Sursee,CH,Bahnhofstrasse 7b,6210,,0.0,2840.0,0.0,0.0,0.0,0.0,2840.0,hco,orion,2015,301,
Schweizerische Gesellschaft für Anästhesiepflege,Sursee,CH,Bahnhofstrasse 7b,6210,,2160.0,,,,,2160.0,4320.0,hco,orion,2016,301,
Schweizerische Gesellschaft für Anästhesiepflege,Sursee,CH,Bahnhofstrasse 7b,6210,,,2280.0,,,,,2280.0,hco,orion,2017,301,
Schweizerische Gesellschaft für Anästhesiologie und Reanimation,Bern,CH,Rabbentalstrasse 83,,,,5040.0,,,,,5040.0,hco,csl,2017,202,
Schweizerische Gesellschaft für Anästhesiologie und Reanimation,Bern,CH,Rabbentalstrasse 83,3013,40519842,0.0,36080.0,0.0,0.0,0.0,0.0,36080.0,hco,bayer,2017,202,
Schweizerische Gesellschaft für Arzneimittelsicher,Zürich,CH,Stadelhoferstrasse 42,,,100000.0,6800.0,0.0,0.0,0.0,0.0,106800.0,hco,takeda,2015,221,
Schweizerische Gesellschaft für Arzneimittelsicher heit in der Psychiatrie,Zürich,CH,Stadelhoferstrass e 42,,,,1000.0,,,,,1000.0,hco,eli,2016,221,
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie,Zürich,CH,Stadelhoferstrasse 42,,,,1000.0,,,,,1000.0,hco,eli,2017,221,
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMPS),Zürich,CH,Stadelhoferstrasse 42,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,otsuka,2015,221,
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMPS),Zürich,CH,Stadelhoferstrasse 42,,,,1000.0,,,,,1000.0,hco,otsuka,2017,221,1.0
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMPS),Zürich,CH,Stadelhoferstrasse 42,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,otsuka,2016,221,
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMSP),Aarburg,CH,Postfach 100,,,,5000.0,,,,,5000.0,hco,lundbeck,2017,578,1.0
Schweizerische Gesellschaft für Biologische Psychiatrie,Prilly-Lausanne,CH,"CHUV, Departement of Psychiatry,
Route de Cery",1008,SchweizerischeGesellschaftBiologischePsychiatrieBasel,,1500.0,,,,,1500.0,hco,servier,2017,1166,1.0
Schweizerische Gesellschaft für Biologische Psychiatrie,Basel,CH,,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,servier,2015,762,
Schweizerische Gesellschaft für Biologische Psychiatrie,Solothurn,CH,Weissensteinstrasse 102,,,,2500.0,,,,,2500.0,hco,lundbeck,2017,1167,1.0
Schweizerische Gesellschaft für Chirurgie - Société suisse de Chirurgie,Aarau,CH,Bahnhofstrasse 55,,,,5300.0,,,,,5300.0,hco,takeda,2016,763,
Schweizerische Gesellschaft für Cystische Fibrose,Bern,CH,Altenbergstrasse 29,,,,1000.0,,,,,1000.0,hco,csl,2016,302,
Schweizerische Gesellschaft für Cystische Fibrose,Bern,CH,,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,csl,2015,302,
Schweizerische Gesellschaft für Cystische Fibrose (CFCH),Bern,CH,Altenbergstrasse 29 Postfach 686,,,,16365.0,,,,,16365.0,hco,vifor,2016,302,
Schweizerische Gesellschaft für Cystische Fibrose (CFCH),Bern,CH,Altenbergstrasse 29,,,,4000.0,,,,,4000.0,hco,teva,2017,302,1.0
Schweizerische Gesellschaft für Dermatologie und Venerologie,Bern,CH,Dalmazirain 11,,,0.0,5400.0,0.0,0.0,0.0,0.0,5400.0,hco,glaxosmithkline,2015,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie,Bern,CH,Inselspital,3000,,,15000.0,,,,,15000.0,hco,allergan,2017,1168,1.0
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,20500.0,0.0,0.0,0.0,0.0,20500.0,hco,abbvie,2015,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,16000.0,0.0,0.0,0.0,0.0,16000.0,hco,eli,2015,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,47100.0,,,,,47100.0,hco,abbvie,2016,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,27000.0,0.0,0.0,0.0,0.0,27000.0,hco,pfizer,2015,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,90065.0,,,50000.0,,140065.0,hco,eli,2017,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,46500.0,,,,,46500.0,hco,eli,2016,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,85500.0,,,,,85500.0,hco,abbvie,2017,33,1.0
Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV) Generalsekretariat,Bern,CH,Dalmazirain 11,,,100000.0,65200.0,0.0,0.0,2510.0,0.0,167710.0,hco,novartis,2017,33,
Schweizerische Gesellschaft für Dermatologie und Venerologie SGDV Jahresversammlung SGDV,Bern,CH,Dalmazirain 11,,,0.0,3300.0,0.0,0.0,0.0,0.0,3300.0,hco,menarini,2015,33,
"Schweizerische Gesellschaft für Dermatologie und Venerologie, SGDV",Bern,CH,Dalmazirain 11,,,,3450.0,,,,,3450.0,hco,menarini,2016,33,
Schweizerische Gesellschaft für Dermatologieund Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,29528.0,0.0,0.0,0.0,0.0,29528.0,hco,glaxosmithkline,2017,33,
Schweizerische Gesellschaft für Endokrin,Baden,CH,Rütistrasse 3A,,,,1813.34,,,,,1813.34,hco,eisai,2016,1169,1.0
Schweizerische Gesellschaft für Endokrinologie and Diabetologie,Baden,CH,Rütistr. 3 a,,,,62100.0,,,,,62100.0,hco,sanofi,2016,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3a,,,100000.0,14000.0,,,,,114000.0,hco,novo,2016,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3 A,,,,64300.0,,,,,64300.0,hco,astrazeneca,2016,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3 A,,,0.0,55000.0,0.0,0.0,0.0,0.0,55000.0,hco,astrazeneca,2017,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3a,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,novo,2015,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3A,5400,40528710,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,2017,30,
Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3A,,,55000.0,,,,,,55000.0,hco,novo,2017,30,1.0
Schweizerische Gesellschaft für Endokrinologie und Diabetologie (SGED),Baden,CH,Rütistrasse 3A,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,novartis,2017,30,
Schweizerische Gesellschaft für Gastrenterologie SGG,Bern,CH,Wattenwylweg 21,,,,2500.0,,,,,2500.0,hco,vifor,2016,61,
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,3006,,0.0,8626.5,0.0,0.0,0.0,0.0,8626.5,hco,takeda,2017,61,
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,,,,75250.0,,,,,75250.0,hco,abbvie,2017,61,1.0
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,,,0.0,21124.0,0.0,0.0,0.0,0.0,21124.0,hco,takeda,2015,61,
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,,,0.0,76750.0,0.0,0.0,0.0,0.0,76750.0,hco,abbvie,2015,61,
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,,,,66250.0,,,,,66250.0,hco,abbvie,2016,61,
Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,,,,20481.8,,,,,20481.8,hco,takeda,2016,61,
Schweizerische Gesellschaft für Gastroenterologie SGG,Bern,CH,Laupenstrasse 7,3000,,,3100.0,,,,,3100.0,hco,allergan,2017,61,
Schweizerische Gesellschaft für Gastroenterologie SGG,Bern,CH,,,,0.0,6156.0,0.0,0.0,0.0,0.0,6156.0,hco,bgp,2015,61,
Schweizerische Gesellschaft für Gastroenterologie SGG (Jahreskongress SGG - SGVC - SASL),Bern,CH,c/o Gkaufmann - Verbandmanagement & Kongressorganisation - Wattenwylweg 21,,,0.0,4104.0,0.0,0.0,0.0,0.0,4104.0,hco,zambon,2017,61,
"Schweizerische Gesellschaft für Gastroenterologie SGG, vertreten durch gkaufmann",Bern,CH,Wattenwylweg 21,,,,6156.0,,,,,6156.0,hco,bgp,2016,61,
Schweizerische Gesellschaft für Gerontologie,Bern,CH,Schwanengasse 14,,,170.0,,,,,,170.0,hco,servier,2016,764,1.0
Schweizerische Gesellschaft für Gerontologie,Bern,CH,Schwanengasse 14,,,170.0,0.0,0.0,0.0,0.0,0.0,170.0,hco,servier,2015,764,
Schweizerische Gesellschaft für Geschichte der Pharmazie SGGP,Basel,CH,Totengässlein 3,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,pfizer,2015,1170,1.0
Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe,Kreuzlingen,CH,Bernrainstrasse 19,8280,,,3500.0,,,,,3500.0,hco,allergan,2017,1171,1.0
Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe,Bern,CH,Altenbergstrasse 29,,,,6350.0,,,,,6350.0,hco,astrazeneca,2016,81,
Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (Jahreskongress),Gossau,CH,c/o BV Congress Creating GmbH,,,0.0,4233.6,0.0,0.0,0.0,0.0,4233.6,hco,zambon,2017,1172,1.0
Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe SGGG,Bern,CH,Altenbergstrasse 29 / Postfach 686,,,0.0,32358.0,0.0,0.0,0.0,0.0,32358.0,hco,vifor,2015,81,
Schweizerische Gesellschaft für Gynäkologieund Geburtshilfe,Bern,CH,,,,,19500.0,,,,,19500.0,hco,teva,2017,81,1.0
Schweizerische Gesellschaft für Herz- und thorakale Gefässchirurgie,Zürich,CH,Birmensdorferstrasse 497,,,,5000.0,,,,,5000.0,hco,astrazeneca,2016,1173,1.0
Schweizerische Gesellschaft für Herz- und thorakale Gefässchirurgie SGHC,Bern,CH,Münstergasse 72,,,0.0,5373.0,0.0,0.0,0.0,0.0,5373.0,hco,menarini,2015,303,
Schweizerische Gesellschaft für Herz- und thorakale Gefässchirurgie SGHC,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,3175.0,,,,,3175.0,hco,menarini,2017,1174,1.0
Schweizerische Gesellschaft für Herz- und thorakele Gefässchirurgie,Bern,CH,Münstergasse 72,,,,1530.0,,,,,1530.0,hco,csl,2016,303,
Schweizerische Gesellschaft für Hämatologie,Münsingen,CH,Innerer Giessenweg 37,3110,40531250,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0,hco,bayer,2017,82,
Schweizerische Gesellschaft für Hämatologie,Zürich,CH,Bahnhofplatz 4,,,1500.0,,,,,,1500.0,hco,mundipharma,2017,479,
Schweizerische Gesellschaft für Hämatologie,Zürich,CH,Bahnhofplatz 4,,,,1500.0,,,,,1500.0,hco,abbvie,2017,479,1.0
Schweizerische Gesellschaft für Hämatologie,Münsingen,CH,Innerer Geissenweg,,,,500.0,,,,,500.0,hco,csl,2016,82,
Schweizerische Gesellschaft für Hämatologie,Münsingen,CH,Innerer Giessenweg 37,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novo,2015,82,
Schweizerische Gesellschaft für Hämatologie,Zürich,CH,Bahnhofplatz 4,,,,3500.0,,,,,3500.0,hco,csl,2017,479,
Schweizerische Gesellschaft für Hämatologie,Münsingen,CH,Innerer Giessenweg 37,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,baxalta,2015,82,
Schweizerische Gesellschaft für Hämatologie,Münsingen,CH,Innerer Giessenweg 37,,,,1000.0,,,,,1000.0,hco,novo,2016,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,,,0.0,13000.0,0.0,0.0,0.0,0.0,13000.0,hco,roche,2016,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,3110,,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0,hco,roche,2015,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,,,2000.0,11240.0,0.0,0.0,3320.0,0.0,16560.0,hco,novartis,2017,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,,,,52662.7,,,4000.0,,56662.7,hco,novartis,2016,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,3110,,0.0,14000.0,0.0,0.0,0.0,0.0,14000.0,hco,roche,2017,82,
Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,,,2000.0,20000.0,0.0,0.0,0.0,0.0,22000.0,hco,novartis,2015,82,
Schweizerische Gesellschaft für Infektiologie,Bern,CH,Friedbühlstrasse 51,,,0.0,18342.0,0.0,0.0,0.0,0.0,18342.0,hco,glaxosmithkline,2017,408,
Schweizerische Gesellschaft für Infektiologie,Bern,CH,SGInf Schw.Gesel. Infektiologie Freiburgstrasse 18,,,,19500.0,,,,,19500.0,hco,astellas,2016,347,
Schweizerische Gesellschaft für Infektiologie,BERN,CH,Friedbühlstrasse 51,,,0.0,18328.0,0.0,0.0,0.0,0.0,18328.0,hco,glaxosmithkline,2016,408,
Schweizerische Gesellschaft für intensive dynamische Kurzpsychiatrie,Bern,CH,Sulgeneckstrasse 38,,,2500.0,0.0,0.0,0.0,0.0,0.0,2500.0,hco,mundipharma,2016,480,
Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,Sulgeneckstrasse 38,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,janssen,2017,480,1.0
Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,Sulgeneckstrasse 38,,,0.0,4750.0,0.0,0.0,0.0,0.0,4750.0,hco,janssen,2016,480,
Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Zürich,CH,Fläscherstrasse 37,,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,hco,mundipharma,2015,1175,1.0
Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,"Sulgeneckstrasse 38, Bern",,,0.0,4750.0,0.0,0.0,0.0,0.0,4750.0,hco,janssen,2015,480,
Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie (GIK),Bad Ragaz,CH,Fläscherstrasse 37,,,,3250.0,,,,,3250.0,hco,otsuka,2017,409,1.0
Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherpie (GIK) atelier Psy&Psy,Bad Ragaz,CH,Fläscherstrasse 37,,,0.0,1250.0,0.0,0.0,0.0,0.0,1250.0,hco,mepha,2015,409,
Schweizerische Gesellschaft für intensive dynamische Kurztpsychotherapie (GIK) atelierPsy&Psy,Bad Ragaz,CH,Fläscherstrasse 37,,,,1250.0,,,,,1250.0,hco,lundbeck,2016,409,
Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,Münsterberg 1,,,,4350.0,,,,,4350.0,hco,csl,2017,242,
Schweizerische Gesellschaft für Intensivmedizin - SGI,Basel,CH,Münsterberg 1,,,,2488.3,,,,,2488.3,hco,vifor,2017,242,
Schweizerische Gesellschaft für Intensivmedizin SGI Basel,Basel,CH,Münsterberg 1,,,,5310.0,,,,,5310.0,hco,csl,2016,242,
Schweizerische Gesellschaft für ISTDP - GIK,Bern,CH,Sulgeneckstrass e 38,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,eli,2015,765,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,1000.0,6000.0,,,,,7000.0,hco,menarini,2016,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,3007,,3000.0,6000.0,0.0,0.0,0.0,0.0,9000.0,hco,astrazeneca,2015,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,sanofi,2015,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,0.0,91260.0,0.0,0.0,0.0,0.0,91260.0,hco,novartis,2017,269,1.0
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,,33360.0,,,,,33360.0,hco,astrazeneca,2016,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,1530.0,,,,,1530.0,hco,csl,2016,269,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,9900.0,,,,,9900.0,hco,msd,2017,269,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,3007,,,6000.0,,,,,6000.0,hco,sanofi,2017,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,3005,,,,8900.0,,,,8900.0,hco,daiichi,2017,269,
Schweizerische Gesellschaft für Kardiologie,Zürich,CH,Schwarztorstrasse 18,,,0.0,1530.0,0.0,0.0,0.0,0.0,1530.0,hco,roche,2016,1176,1.0
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse  18,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,genzyme,2015,94,
Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,16500.0,0.0,0.0,0.0,0.0,16500.0,hco,astrazeneca,2017,94,
Schweizerische Gesellschaft für Kardiologie,Glattbrugg,CH,Flughofstrasse 54,,,0.0,26000.0,0.0,0.0,0.0,0.0,26000.0,hco,takeda,2015,1177,1.0
Schweizerische Gesellschaft für Kardiologie (SGK - SSC),Bern,CH,Schwarztorstrasse 18,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,daiichi,2015,94,
Schweizerische Gesellschaft für Kardiologie (SGK),Bern,CH,Schwarztorstrasse 18,,,,3304.8,,,,,3304.8,hco,vifor,2016,94,
Schweizerische Gesellschaft für Kardiologie - Société suisse de Cardiologie,Bern,CH,Dufourstrasse 30,3005,40674468,0.0,37605.0,0.0,0.0,0.0,0.0,37605.0,hco,bayer,2017,269,
"Schweizerische Gesellschaft für Kardiologie, SGK",Bern,CH,Dufourstrasse 30,,,,8930.0,,,,,8930.0,hco,menarini,2017,269,
Schweizerische Gesellschaft für Klinische Neurophysiologie,Oberentfelden,CH,Blumenweg 13,,,,5000.0,,,,,5000.0,hco,csl,2017,141,
Schweizerische Gesellschaft für Klinische Nurophysiologie,Oberentfelden,CH,Blumenweg,,,,1800.0,,,,,1800.0,hco,eisai,2016,141,
Schweizerische Gesellschaft für Konsiliar- und Liaisonpsychiatrie SSCLP,Bern,CH,"Altenbergstrasse 29, Postfach 686",,,,2214.0,,,,,2214.0,hco,vifor,2017,766,1.0
Schweizerische Gesellschaft für Manuelle Medizin,St. Gallen,CH,Postfach 148,,,,6375.0,,,,,6375.0,hco,daiichi,2016,767,1.0
Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,2017,579,1.0
Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,,3000.0,,,,,3000.0,hco,pfizer,2016,579,
Schweizerische Gesellschaft für Medizincontrolling SwissDRG,Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,2015,579,
