internalid,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,parent,group,main_address
10413,Schweizerische Gesellschaft für Gastroenterologie SGG,Bern,CH,Wattenwylweg 21,,,,50619.0,,,,,50619.0,hco,vifor,8455,-1,
3920,Schweizerische Gesellschaft für Gastroenterologie SGG,Bern,CH,c/o Gabriela Kaufmann,,,,5000.0,,,,,5000.0,hco,ferring,8455,-1,
9308,Schweizerische Gesellschaft für Gerontologie,Bern,CH,Laupenstrasse 7,3001.0,SchweizerischeGesellschaftGerontologieBern,170.0,,,,,,170.0,hco,servier,8456,-1,
10414,"Schweizerische Gesellschaft für Gerontologie SGG SSG, Haus der Akademien",Liebefeld,CH,Kirchstrasse 24,,,,2620.0,,,,,2620.0,hco,vifor,-1,-1,
10581,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (Jahreskongress),Gossau,CH,c/o BV Congress Creating GmbH - Industriestrasse 37,,,0.0,4092.0,0.0,0.0,0.0,0.0,4092.0,hco,zambon,12395,-1,
2377,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (SGGG),Bern,CH,Altenbergstrasse 29,3013.0,40526413,0.0,41485.0,0.0,0.0,0.0,0.0,41485.0,hco,bayer,8514,11,
7178,Schweizerische Gesellschaft für Hämatologie (SGH/SSH),Münsingen,CH,Innerer Giessenweg 37,,,,3000.0,,,120.0,,3120.0,hco,novartis,8461,-1,
2378,Schweizerische Gesellschaft für Hämatologie (SSH-SGH-SSE),Basel,CH,Reinacherstrasse 131,4053.0,40531250,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bayer,-1,64,
6235,Schweizerische Gesellschaft für Infektiologie,Zürich,CH,c/o Universitätsspital,,,,3000.0,,,,,3000.0,hco,msd,12396,-1,
6236,Schweizerische Gesellschaft für Infektiologie,Bern,CH,c/o Institut für Infektionskrankh eiten,,,,18060.0,,,,,18060.0,hco,msd,9999,-1,
4312,Schweizerische Gesellschaft für Infektiologie,Bern,CH,Friedbühlstrasse 51,,,0.0,15547.55,0.0,0.0,0.0,0.0,15547.55,hco,glaxosmithkline,8462,-1,
4742,Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,Sulgeneckstrasse 38,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,8463,-1,
4313,Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,Münsterberg 1,,,0.0,24257.1,0.0,0.0,0.0,0.0,24257.1,hco,glaxosmithkline,8464,-1,
6237,Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,c/o Institut für Medizin und Kommunikation AG,,,,33600.0,,,,,33600.0,hco,msd,8464,-1,
5921,Schweizerische Gesellschaft für Intensivmedizin (SGI),Basel,CH,Münsterberg 1,4001.0,,,5120.0,,,,,5120.0,hco,mitsubishi,8464,-1,
1543,Schweizerische Gesellschaft für Intensivmedizin SGI,Basel,CH,Münsterberg 1,,,20129.99,0.0,0.0,0.0,0.0,0.0,20129.99,hco,baxter,8464,-1,
10411,Schweizerische Gesellschaft für IST-DP Intenisve Dynamische Kurzpsychotherapie,Thun,CH,Bahnhofstrasse 6,,,,,,,1000.0,,1000.0,hco,vifor,10006,-1,
10415,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,37333.4,,,,,37333.4,hco,vifor,8466,-1,
1462,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,26600.0,0.0,0.0,0.0,0.0,26600.0,hco,astrazeneca,8466,-1,
7179,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,3210.0,,,,,3210.0,hco,novartis,8466,-1,
2379,Schweizerische Gesellschaft für Kardiologie (SGK),Bern,CH,Dufourstrasse 30,3005.0,1080897192,0.0,65700.0,0.0,0.0,0.0,0.0,65700.0,hco,bayer,8466,-1,
5389,"Schweizerische Gesellschaft für Kardiologie, SSC/SSCS",Bern,CH,Dufourstrasse 30,,,,23700.0,,,,,23700.0,hco,menarini,8466,-1,
8110,Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,8470,-1,
10416,Schweizerische Gesellschaft für Neonatologie,Cheseaux-sur- Lausanne,CH,Postfach 100,,,,6000.0,,,,,6000.0,hco,vifor,-1,-1,
10417,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfac 567,,,,64232.28,,,,,64232.28,hco,vifor,8476,-1,
1542,Schweizerische Gesellschaft für Nephrologie,Cheseaux-Sur- Lausanne,CH,Rue Des Paquis 1,,,17160.0,0.0,0.0,0.0,0.0,0.0,17160.0,hco,baxter,8475,-1,
7763,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfach 567,,,5000.0,,,,,,5000.0,hco,otsuka,8476,-1,
4322,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfach 754,,,0.0,3446.4,0.0,0.0,0.0,0.0,3446.4,hco,glaxosmithkline,8476,-1,
8850,Schweizerische Gesellschaft für Nephrologie,Cheseaux-sur-Lau sanne,CH,Rue des Pâquis 1,,,,2497.5,,,,,2497.5,hco,sandoz,8475,-1,
7174,Schweizerische Gesellschaft für Nephrologie Frau Maya Weder - Administration,Worb,CH,Postfach 567,,,,2497.5,,,,,2497.5,hco,novartis,8476,-1,
7175,Schweizerische Gesellschaft für Neuropädiatrie Geschäftsstelle SGNP Herr Prof. P. Weber,Oberentfelden,CH,Blumenweg 13,,,,2400.0,,,,,2400.0,hco,novartis,12769,-1,
2380,Schweizerische Gesellschaft für Neuroradiologie,Basel,CH,Münsterberg 1,4001.0,1060083151,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,bayer,8477,-1,
1463,Schweizerische Gesellschaft für Pathologie,Oberkirch,CH,Burghöhe 1,,,0.0,18000.0,0.0,0.0,0.0,0.0,18000.0,hco,astrazeneca,8481,-1,
8671,Schweizerische Gesellschaft für Pathologie c/o FMH Consulting Services,Oberkirch LU,CH,Burghöhe 1,6208.0,,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0,hco,roche,8481,-1,
3410,Schweizerische Gesellschaft für Pneumologgie (SGP),Basel,CH,Peter Merian-Strasse 80,,,,,,,20000.0,,20000.0,hco,csl,-1,65,1.0
10419,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,,33171.6,,,,,33171.6,hco,vifor,8487,-1,
5501,Schweizerische Gesellschaft für Pneumologie,Bern,CH,Chutzenstrasse 10,,,,8250.0,,,,,8250.0,hco,mepha,8486,-1,
4315,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Reinacherstrasse 131,,,8077.5,66504.76,0.0,0.0,0.0,0.0,74582.26,hco,glaxosmithkline,8487,-1,
2856,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,4002.0,,,5000.0,,2983.9,,,7983.9,hco,boehringer,8487,-1,
6483,Schweizerische Gesellschaft für Pneumologie,Basel,CH,"Sekretariat, Peter Merian-Strasse 80",,,3300.0,,,,,,3300.0,hco,mundipharma,8487,-1,
1471,Schweizerische Gesellschaft für Pneumologie (SGP),Basel,CH,Reinacherstrasse 131,,,0.0,41500.0,0.0,0.0,0.0,0.0,41500.0,hco,astrazeneca,8487,65,
5557,Schweizerische Gesellschaft für Psychiatrie und Psychotherapie,Bern,CH,Altenbergstrasse 29,,,,16064.0,,,,,16064.0,hco,mepha,8489,-1,
3857,Schweizerische Gesellschaft für Psychoonkologie,Bern,CH,"c/o Krebsliga Schweiz, Effingerstrasse 40",,,,2000.0,,,,,2000.0,hco,eli,8490,-1,
6238,Schweizerische Gesellschaft für Pulmonale Hypertonie (SGPH),Basel,CH,Münsterberg 1,,,,5000.0,,,,,5000.0,hco,msd,8491,108,1.0
4314,Schweizerische Gesellschaft für Pädiatrie,Fribourg,CH,Rue de l'Hôpital 15,,,0.0,21970.8,0.0,0.0,0.0,0.0,21970.8,hco,glaxosmithkline,8492,-1,
10418,Schweizerische Gesellschaft für Pädiatrie SGP,Fribourg,CH,Rue de l'Hôpital 15,,,,21647.7,,,,,21647.7,hco,vifor,8492,-1,
7613,Schweizerische Gesellschaft für Pädiatrie SGP,Fribourg,CH,Rue de l'Hôpital 15,,,,26688.0,,,,,26688.0,hco,novo,8492,-1,
5390,"Schweizerische Gesellschaft für Pädiatrie, SGP",Fribourg,CH,Rue de l'Hôpital 15,,,,22650.0,,,,,22650.0,hco,menarini,8492,-1,
2381,Schweizerische Gesellschaft für Radiologie - Société Suisse de Radiologie (SGR-SSR),Zürich,CH,Bellerivestrasse 11,8008.0,40519970,0.0,61600.0,0.0,0.0,12000.0,0.0,73600.0,hco,bayer,10128,-1,
3916,Schweizerische Gesellschaft für Reproduktionsmedizin,Worb,CH,Postfach 754,,,3700.0,1580.0,,,,,5280.0,hco,ferring,8495,-1,
9642,Schweizerische Gesellschaft für Reproduktionsmedizin (SGRM),Worb,CH,Postfach 754,3076.0,,,,0.0,0.0,10000.0,,10000.0,hco,theramex,8495,-1,
5878,Schweizerische Gesellschaft für Reproduktionsmedizin SGRM,Worb,CH,Postfach 754,,,,15736.0,,,,,15736.0,hco,merck,8495,-1,
8670,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,8005.0,,0.0,7833.35,0.0,0.0,0.0,0.0,7833.35,hco,roche,8496,-1,
8111,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,73511.0,0.0,0.0,0.0,0.0,73511.0,hco,pfizer,8496,-1,
7180,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,,46411.75,,,,,46411.75,hco,novartis,8496,-1,
4316,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,3618.72,0.0,0.0,0.0,0.0,3618.72,hco,glaxosmithkline,8496,-1,
5392,"Schweizerische Gesellschaft für Rheumatologie, SGR",Zürich,CH,"c/o Rheumaliga Schweiz, Josefstr. 92",,,,11040.0,,,,,11040.0,hco,menarini,8496,-1,
1464,Schweizerische Gesellschaft für Senologie,Nunningen,CH,Riseten 4,,,0.0,3900.0,0.0,0.0,0.0,0.0,3900.0,hco,astrazeneca,8497,-1,
1544,Schweizerische Gesellschaft für spinale Chirurgie,Dübendorf,CH,Auenstrasse 10,,,3500.0,0.0,0.0,0.0,0.0,0.0,3500.0,hco,baxter,-1,-1,
4317,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,5182.5,0.0,0.0,0.0,0.0,5182.5,hco,glaxosmithkline,8499,-1,
6239,Schweizerische Gesellschaft für Transplantation,Cheseaux-sur-Lau sanne,CH,c/o meeting.com Sàrl,,,,19200.0,,,,,19200.0,hco,msd,10356,-1,
4318,Schweizerische Gesellschaft für Tropen- undReisemedizin FMH,Basel,CH,Socinstrasse 57,,,0.0,2591.25,0.0,0.0,0.0,0.0,2591.25,hco,glaxosmithkline,-1,-1,
6240,Schweizerische Gesellschaft für Tropenmedizin und Parasitologie,Basel,CH,Socinstrasse 57,,,,6020.0,,,,,6020.0,hco,msd,8500,-1,
7181,Schweizerische Gesellschaft für Ultraschall in der Medizin (SGUM),Fällanden,CH,,,,,1920.0,,,,,1920.0,hco,novartis,8501,-1,
5393,"Schweizerische Gesellschaft für Ultraschall in der Medizin, SGUM",Diepoldsau,CH,Vordere Kirchgasse 8,,,,640.0,,,,,640.0,hco,menarini,10132,-1,
2382,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie (SGU-SSU),Montreux,CH,Avenue des Planches 15,1820.0,1051535312,0.0,8600.0,0.0,0.0,0.0,0.0,8600.0,hco,bayer,8502,-1,
3919,Schweizerische Gesellschaft für Urologie SGU,Montreux,CH,"15, avenue des Planches",,,,4800.0,,,,,4800.0,hco,ferring,8502,-1,
9614,Schweizerische Gesellschaft für Viszeralchirurgie,Aarau,CH,Bahnhofstrasse 55,5001.0,,,2848.0,,,,,2848.0,hco,takeda,8504,-1,
6241,Schweizerische Gesellschaft für Viszeralchirurgie (SGVC-SSCV),Aarau,CH,Bahnhofstrasse 55,,,,17000.0,,,,,17000.0,hco,msd,8504,-1,
394,Schweizerische Gesellschaft für Viszeralchirurgie SGVC  - SSCV,Aarau,CH,Bahnhofstrasse 55,,,,8800.0,,,,,8800.0,hco,abbvie,8504,-1,
10593,22. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagementSwiss - Postfach,2756.0,,0.0,4045.0,0.0,0.0,0.0,0.0,4045.0,hco,zambon,8514,-1,
10591,22. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagementSwiss - Postfach,2756.0,,0.0,4045.0,0.0,0.0,0.0,0.0,4045.0,hco,zambon,8514,-1,
5805,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,,,181.65,626.85,,,808.5,hco,merck,8516,-1,
3566,"4Th Sfcns Congress 23.10.-25.10.2019 Organisator (Zahlungsempfänger) Imk Gegenleistung: Logopräsenz, Teilnahme Kongress",Basel,CH,Münsterberg 1,4001.0,,,4717.26,,,,,4717.26,hco,eisai,9400,-1,
6408,AAA 2019 Organisation,Baden,CH,,,,1000.0,,,,,,1000.0,hco,mundipharma,-1,-1,
5573,Aargauischer Apothekerverband,Lengnau,CH,Weststrasse 7,5426.0,,,2500.0,,,,,2500.0,hco,mepha,12773,-1,
5608,Aargauischer Apothekerverband,Lengnau,CH,Weststrasse 7,,,,2000.0,,,,,2000.0,hco,mepha,12773,-1,
8745,aarReha,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,sandoz,8520,-1,
852,Aarreha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,700.0,,,,,700.0,hco,amgen,8520,-1,
8590,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,,0.0,0.0,0.0,0.0,500.0,0.0,500.0,hco,roche,8520,-1,
6983,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,,,,,500.0,hco,novartis,8520,-1,
2217,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,40529319,0.0,4285.5,0.0,0.0,0.0,0.0,4285.5,hco,bayer,8520,-1,
7945,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,8520,-1,
2947,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,bristol,8520,-1,
3323,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,WCHH00453110,,1000.0,,,,,1000.0,hco,celgene,8520,-1,
9538,Abdomed,Pfäffikon SZ,CH,Churerstrasse 54,8808.0,,,,313.23,364.07,,,677.3,hco,takeda,-1,-1,
10223,act-Academy GmbH,Kloten,CH,Industriestrasse 30,,,,7431.3,,,,,7431.3,hco,vifor,-1,-1,
9319,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Rue Verdaine 8a,1095.0,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,8648,-1,
5618,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,,2000.0,,,,,2000.0,hco,mepha,8648,-1,
6984,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,,3350.0,,,,,3350.0,hco,novartis,8648,-1,
5300,"ADEL, Association D'Esculape En Lavaux",Lutry,CH,Grand-Rue 22,,,,2000.0,,,,,2000.0,hco,menarini,8648,-1,
5029,"ADEL, Hôpital de Lavaux, Cully",Chexbres,CH,Chemin du Chauderon 1,,,,2000.0,,,,,2000.0,hco,meda,-1,-1,
4669,Adhärenz Orale Tumortherapie,Kleinandelfingen,CH,Hirstigstrasse 13,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,12398,45,
7946,Adhärenz Orale Tumortherapie,Kleinandelfingen,CH,Hirstigstrasse 13,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,12398,45,1.0
5301,ADR-AC,Bern,CH,Holligenstrasse 91,,,,4000.0,,,,,4000.0,hco,menarini,8526,-1,
4224,ADR-AC GmbH,Bern,CH,Holligenstrasse 91,,,0.0,4308.0,0.0,0.0,1475.67,0.0,5783.67,hco,glaxosmithkline,8526,-1,
1290,ADR-AC GmbH - and Consulting,Bern,CH,Holligenstrasse 91,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,astrazeneca,8526,-1,
6985,ADR-AC GmbH Adverse Drug Reactions - Analysis and Consulting,Bern,CH,Holligenstrasse 91,,,,4000.0,,,,,4000.0,hco,novartis,8526,-1,
7542,Advisis AG,Bern,CH,Effingerstrasse 55,,,,44000.0,,,,,44000.0,hco,novo,8527,-1,
6986,Advisis AG,Bern,CH,Effingerstrasse 55,,,,9000.0,,,,,9000.0,hco,novartis,8527,-1,
3777,Advisis AG,Bern,CH,Effingerstrasse 55,,,,69500.0,,,,,69500.0,hco,eli,8527,-1,
5302,Advisis AG,Bern,CH,Effingerstrasse 55,,,,53000.0,,,,,53000.0,hco,menarini,8527,-1,
2597,ADVISIS AG,Bern,CH,Effingerstrasse 55,3008.0,,,9400.0,,,,,9400.0,hco,biotest,8527,-1,
10224,ADVISIS AG,Bern,CH,Effingerstrasse 55,,,,50942.1,,,,,50942.1,hco,vifor,8527,-1,
4225,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,96176.1,0.0,0.0,0.0,0.0,96176.1,hco,glaxosmithkline,8527,-1,
2218,Advisis AG,Bern,CH,Effingerstrasse 55,3008.0,1051547182,0.0,48000.0,0.0,0.0,0.0,0.0,48000.0,hco,bayer,8527,-1,
648,Advisis AG,Bern,CH,Effingerstrasse 55,,,,5000.0,,,,,5000.0,hco,almirall,8527,-1,
286,Advisis AG,Bern,CH,Effingerstrasse 55,,,,5000.0,,,,,5000.0,hco,abbvie,8527,-1,
287,Aerzte Thalwil,Thalwil,CH,Rudishaldenstrasse 1,,,,5000.0,,,,,5000.0,hco,abbvie,8530,-1,
853,Aerztekongress Arosa,Arosa,CH,Wätterlüggaweg 9,,,,2340.0,,,,,2340.0,hco,amgen,8536,-1,
3495,Aerztenetz Bantiger,Ittigen,CH,Talgut Zentrum 5,3063.0,,,700.0,,,,,700.0,hco,daiichi,8538,-1,
8746,Aerztenetzwerk Bern,Hinterkappelen,CH,Praxiszentrum im Ring,,,,2000.0,,,,,2000.0,hco,sandoz,8540,-1,
3324,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,,2800.0,,,,,2800.0,hco,celgene,8543,-1,
9223,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,3063.0,Aerztenetzwerk Grauholz-Ittigen,,2000.0,,,,,2000.0,hco,servier,8543,-1,
7543,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,,2800.0,,,,,2800.0,hco,novo,8543,-1,
10554,AerzteNetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,0.0,2800.0,0.0,0.0,0.0,0.0,2800.0,hco,zambon,8543,-1,
4226,Aerztezentrum Adligenswil AG,Adligenswil,CH,Dorfstrasse 4,,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,glaxosmithkline,-1,-1,
10225,AeVel Ärzteverein Leimental,Binningen,CH,Hauptstrasse 35,,,,500.0,,,,,500.0,hco,vifor,10571,-1,
9416,AfA/ Helbling,Bern,CH,Freiburgstrasse 18,,,,3000.0,,,,,3000.0,hco,stallergenes,-1,-1,
2219,affidea Cimed,Fribourg,CH,Rue Georges-Jordil 4,1700.0,1066345153,0.0,65500.0,0.0,0.0,0.0,0.0,65500.0,hco,bayer,8550,-1,
5806,AGAIA,Genève,CH,"11, rue Emile Young",,,,1000.0,,,,,1000.0,hco,merck,8554,-1,
9418,AGAIA/ Dominique Jaques,Genève,CH,"11, rue de Emile-Yung",,,,500.0,,,,,500.0,hco,stallergenes,8554,-1,
7544,AGAM Association Genevoise des Assistantes et Assistants Médicaux,Genève,CH,,,,,400.0,,,,,400.0,hco,novo,8555,-1,
3325,AGEMIG,Genève,CH,Rue Du Conseil-General 11,,,,2000.0,,,,,2000.0,hco,celgene,8634,-1,
8350,AGeMIG (Association genevoise des médecins de famille internists généralistes,Genève,CH,Chemin de Beau-Soleil 22,1206.0,,,1250.0,,,,,1250.0,hco,recordati,8634,-1,
3778,AGeMIG - Association genevoise des médecins de famille,Genève,CH,Rue du Conseil- Général 11,,,,2000.0,,,,,2000.0,hco,eli,8634,-1,
2220,AGeMIG - Association genevoise médecins de famille,Genève,CH,Rue du Conseil-Général 11,1205.0,1051545544,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,8634,-1,
6987,AGeMIG - Association genevoise médecins de famille internistes généralistes Président : Dr Didier Châtelain,Genève,CH,Rue du Conseil-Général 11,,,,4000.0,,,,,4000.0,hco,novartis,8634,22,
10226,"AGeMIG, Association genevoise des médecins de famille internistes généralistes",Genève,CH,Ch. de Beau-Soleil 12,,,,2000.0,,,,,2000.0,hco,vifor,8634,-1,
2469,Agfam,Urdorf,CH,Schwarzwaldstrasse 9,,,,5000.0,,,,,5000.0,hco,bgp,8605,-1,
