internalid,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,address_expand,location_expand,name_expand,parent
401,Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,Münsterberg 1,,,,7500.0,,,,,7500.0,hco,abbvie,muensterberg 1,basel, intensivmedizin,8464
3743,Schweizerische Gesellschaft für Intensivmedizin (SGI),Basel,CH,Münsterberg 1,,,,17850.0,,,,,17850.0,hco,csl,muensterberg 1,basel, intensivmedizin (sgi),8464
6581,Schweizerische Gesellschaft für Intensivmedizin SGI c/o IMK AG,Basel,CH,Schweizerische Gesellschaft für Intensivmedizin SGI - c/o IMK AG Münsterberg 1,,,,23225.0,,,,,23225.0,hco,msd,schweizerische gesellschaft fuer intensivmedizin sgi  cob imk ag muensterberg 1,basel, intensivmedizin sgi ,8464
6582,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schweizerische Gesellschaft für Kardiologie Dufourstrasse 30,,,,30200.0,,,,,30200.0,hco,msd,schweizerische gesellschaft fuer kardiologie dufourstrasse 30,bern, kardiologie,8466
7600,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,novartis,dufourstrasse 30,bern, kardiologie,8466
10834,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,37264.2,,,,,37264.2,hco,vifor,dufourstrasse 30,bern, kardiologie,8466
1682,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,16500.0,0.0,0.0,0.0,0.0,16500.0,hco,astrazeneca,schwarztorstrasse 18,bern, kardiologie,8466
2010,Schweizerische Gesellschaft für Kardiologie - Société suisse de Cardiologie (SGK-SSC),Bern,CH,Dufourstrasse 30,3005.0,40674468,0.0,64600.0,0.0,0.0,0.0,0.0,64600.0,hco,bayer,dufourstrasse 30,bern, kardiologie - société suisse de cardiologie (sgk-ssc),8466
5849,"Schweizerische Gesellschaft für Kardiologie, SGK",Bern,CH,Dufourstrasse 30,,,,9500.0,,,,,9500.0,hco,menarini,dufourstrasse 30,bern," kardiologie, sgk",8466
4804,Schweizerische Gesellschaft für Kinder- undJugendpsychiatrie und - Psychotherapie(SGKJPP),Bern,CH,Altenbergstrasse 29,,,0.0,980.0,0.0,0.0,0.0,0.0,980.0,hco,glaxosmithkline,altenbergstrasse 29,bern, kinder- undjugendpsychiatrie und - psychotherapie(sgkjpp),-1
4803,Schweizerische Gesellschaft für Kinderchirurgie(SGKC),Zürich,CH,Birmensdorferstrasse 497,,,0.0,753.9,0.0,0.0,0.0,0.0,753.9,hco,glaxosmithkline,birmensdorferstrasse 497,zuerich, kinderchirurgie(sgkc),-1
8607,Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,haslerstrasse 21,bern, medizincontrolling (sgfm),8470
10835,Schweizerische Gesellschaft für Neonatologie,Cheseaux-sur-Lausanne,CH,Postfach 100,,,,6462.0,,,,,6462.0,hco,vifor,postfach 100,cheseaux-sur-lausanne, neonatologie,-1
10836,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfac 567,,,,41386.96,,,,,41386.96,hco,vifor,postfac 567,worb, nephrologie,8476
9282,Schweizerische Gesellschaft für Neurologie SNG,Basel,CH,c/o IMK Institut für Medizin und Kommunikation AG Münsterberg 1,,CHSZ002 (Dummie),,19000.0,,,,,19000.0,hco,sandoz,cob imk institut fuer medizin und kommunikation ag muensterberg 1,basel, neurologie sng,-1
9490,Schweizerische Gesellschaft für Neuropädiatrie,Oberentfelden,CH,Blumenweg 13,5036.0,,,8000.0,,,,,8000.0,hco,sanofi,blumenweg 13,oberentfelden, neuropädiatrie,-1
1683,Schweizerische Gesellschaft für Pathologie,Oberkirch,CH,Burghöhe 1,,,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0,hco,astrazeneca,burghoehe 1,oberkirch, pathologie,8481
6870,Schweizerische Gesellschaft für Pneumologie,Basel,CH,"Basel, Sekretariat, Peter Merian-Strasse 80",,,15750.0,,,,,,15750.0,hco,mundipharma,basel sekretariat peter merianstrasse 80,basel, pneumologie,8487
3126,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,4002.0,,,26500.0,,,,,26500.0,hco,boehringer,peter merianstrasse 80,basel, pneumologie,8487
500,Schweizerische Gesellschaft für Pneumologie,Bern,CH,Südbahnhofstrasse 14,,,7180.0,,,,,,7180.0,hco,actelion,suedbahnhofstrasse 14,bern, pneumologie,8486
4806,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,7500.0,39709.85,0.0,0.0,0.0,0.0,47209.85,hco,glaxosmithkline,peter merianstrasse 80,basel, pneumologie,8487
10837,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,,4738.8,,,,,4738.8,hco,vifor,peter merianstrasse 80,basel, pneumologie,8487
3745,Schweizerische Gesellschaft für Pneumologie (SGP),Basel,CH,Peter Merian-Strasse 80,,,,3300.0,,,20000.0,,23300.0,hco,csl,peter merianstrasse 80,basel, pneumologie (sgp),8487
1688,Schweizerische Gesellschaft für Pneumologie (SGP),Bern,CH,Chutzenstrasse 10,,,0.0,97000.0,0.0,0.0,0.0,0.0,97000.0,hco,astrazeneca,chutzenstrasse 10,bern, pneumologie (sgp),8486
6012,Schweizerische Gesellschaft für Psychiatrie und Psychotherapie,Bern,CH,Altenbergstrasse 29,,,,13390.0,,,,,13390.0,hco,mepha,altenbergstrasse 29,bern, psychiatrie und psychotherapie,8489
4229,Schweizerische Gesellschaft für Psychoonkologie,Bern,CH,"c/o Krebsliga Schweiz, Effingerstrasse",,,,2000.0,,,,,2000.0,hco,eli,cob krebsliga schweiz effingerstrasse,bern, psychoonkologie,8490
4805,Schweizerische Gesellschaft für Pädiatrie,Fribourg,CH,Rue de l'Hôpital 15,,,0.0,6882.0,0.0,0.0,0.0,0.0,6882.0,hco,glaxosmithkline,rue de l'hopital 15,fribourg, pädiatrie,8492
6583,Schweizerische Gesellschaft für Pädiatrie (SGP),Fribourg,CH,Schweizerische Gesellschaft - für Pädiatrie (SGP) Rue de l'Hôpital 15,,,,3600.0,,,,,3600.0,hco,msd,schweizerische gesellschaft  fur padiatrie  sgp rue de l'hopital 15,fribourg, pädiatrie (sgp),8492
5850,Schweizerische Gesellschaft für Pädiatrie SGP,Fribourg,CH,Rue de l'Hôpital 15,,,,1200.0,,,,,1200.0,hco,menarini,rue de l'hopital 15,fribourg, pädiatrie sgp,8492
8009,Schweizerische Gesellschaft für pädiatrische Endokrinologie und Diabetologie SGPED /SSEDP,Baden,CH,Rütistrasse 3a,,,,4000.0,,,,,4000.0,hco,novo,ruetistrasse 3a,baden, pädiatrische endokrinologie und diabetologie sgped /ssedp,8454
2011,Schweizerische Gesellschaft für Radiologie - Société Suisse de Radiologie (SGR-SSR),Zürich,CH,Bellerivestrasse 11,8008.0,40519970,0.0,50600.0,0.0,0.0,0.0,0.0,50600.0,hco,bayer,bellerivestrasse 11,zuerich, radiologie - société suisse de radiologie (sgr-ssr),10128
2012,Schweizerische Gesellschaft für Reproduktionsmedizin,Worb,CH,,3076.0,40519974,0.0,1650.0,0.0,0.0,0.0,0.0,1650.0,hco,bayer,,worb, reproduktionsmedizin,8495
8608,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,62121.0,0.0,0.0,0.0,0.0,62121.0,hco,pfizer,josefstrasse 92,zuerich, rheumatologie,8496
7601,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,24018.5,0.0,0.0,0.0,0.0,24018.5,hco,novartis,josefstrasse 92,zuerich, rheumatologie,8496
4807,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,1357.03,0.0,0.0,0.0,0.0,1357.03,hco,glaxosmithkline,josefstrasse 92,zuerich, rheumatologie,8496
9140,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,8005.0,,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,hco,roche,josefstrasse 92,zuerich, rheumatologie,8496
3775,Schweizerische Gesellschaft für Rheumatologie (SGR),Zürich,CH,Josefstrasse 92,,,,2772.0,,,,,2772.0,hco,csl,josefstrasse 92,zuerich, rheumatologie (sgr),8496
6871,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,"St. Gallen, Rorschacher-Strasse 95",,,200.0,,,,,,200.0,hco,mundipharma,sankt gallen rorschacherstrasse 95,saint gallen, spitalhygiene,8499
4808,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,19773.72,0.0,0.0,0.0,0.0,19773.72,hco,glaxosmithkline,rorschacher strasse 95,saint gallen, spitalhygiene,8499
5851,Schweizerische Gesellschaft für Urologie,Montreux,CH,"15, Avenue des Planches",,,,12000.0,,,,,12000.0,hco,menarini,15 avenue des planches,montreux, urologie,8502
4809,Schweizerische Gesellschaft für Urologie (SGU),Montreux,CH,Av. des Planches 5,,,0.0,3877.2,0.0,0.0,0.0,0.0,3877.2,hco,glaxosmithkline,avenue des planches 5,montreux, urologie (sgu),8502
4230,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie,Montreux,CH,Avenue des Planches 15,,,,3600.0,,,,,3600.0,hco,eli,avenue des planches 15,montreux, urologie - société suisse d'urologie,8502
2013,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie (SGU-SSU),Montreux,CH,Avenue des Planches 15,1820.0,1051535312,0.0,8600.0,0.0,0.0,0.0,0.0,8600.0,hco,bayer,avenue des planches 15,montreux, urologie - société suisse d'urologie (sgu-ssu),8502
9937,Schweizerische Gesellschaft für Viszeralchirurgie,Aarau,CH,Bahnhofstrasse 55,5001.0,,0.0,2497.56,0.0,0.0,0.0,0.0,2497.56,hco,takeda,bahnhofstrasse 55,aarau, viszeralchirurgie,8504
402,Schweizerische Gesellschaft für Viszeralchirurgie SGVC  - SSCV,Aarau,CH,Bahnhofstrasse 55,,,,9371.0,,,,,9371.0,hco,abbvie,bahnhofstrasse 55,aarau, viszeralchirurgie sgvc  - sscv,8504
5380,Schweizerische Gesellschaft für Zwangsstörungen (SGZ),Zürich,CH,Zürich,,,,2000.0,,,,,2000.0,hco,lundbeck,zuerich,zuerich, zwangsstörungen (sgz),8505
3917,"12. Tumortage Winterthur 15.02. – 16.02.2019 Organisator (Zahlungsempfänger) Congrex Schweiz Ag Gegenleistung: Erwähnung Als Sponsor Auf Leerdias, Dokumentationen, Workshops",Basel,CH,Peter Merian-Strasse 80,4002.0,,,1615.5,,,,,1615.5,hco,eisai,peter merianstrasse 80,basel,"12. tumortage winterthur 15.02. – 16.02.2019 organisator (zahlungsempfänger) congrex schweiz ag gegenleistung: erwähnung als sponsor auf leerdias, dokumentationen, workshops",8910
3916,2. Zürcher Brustkrebs Symposium 1. 11.2018 Organisator (Zahlungsempfänger) Bv Congress Gmbh Gegenleistung: Ausstellerstand,Gossau,CH,Industriestrasse 37,8625.0,,,753.9,,,,,753.9,hco,eisai,industriestrasse 37,gossau,2. zürcher brustkrebs symposium 1. 11.2018 organisator (zahlungsempfänger) bv congress gmbh gegenleistung: ausstellerstand,-1
10993,21. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagem entSwiss - Postfach,2756.0,,0.0,4270.0,0.0,0.0,0.0,0.0,4270.0,hco,zambon,centreoeste kms kongressmanagem entswiss postfach,bern,21. ostschweizer symposium für praktische gynäkologie und geburtshilfe,8514
10996,4th Congress of the European Academy of Neurology (Lisbon/Portugal),Basel,CH,c/o Congrex Switzerland Ltd. - Peter Merian- Strasse 80 - PO Box,,,0.0,158285.0,0.0,0.0,0.0,0.0,158285.0,hco,zambon,cob congrex switzerland ltd peter merian strasse 80 po box,basel,4th congress of the european academy of neurology (lisbon/portugal),-1
6053,Aargauischer Apothekerverband,Lengnau,CH,Weststrasse 7,5426.0,,,2000.0,,,,,2000.0,hco,mepha,weststrasse 7,lengnau,aargauischer apothekerverband,-1
8457,Aargauischer Apothekerverband,Lengnau AG,CH,Weststrasse 7,,,0.0,3770.0,0.0,0.0,0.0,0.0,3770.0,hco,pfizer,weststrasse 7,lengnau ag,aargauischer apothekerverband,-1
6785,AarReha,Schinznach,CH,"Schinznach, Badstrasse 55",,,500.0,,,,,,500.0,hco,mundipharma,schinznach badstrasse 55,schinznach,aarreha,8520
9203,aarReha,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,sandoz,badstrasse 55,schinznach-bad,aarreha,8520
4137,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,2000.0,,,,,2000.0,hco,eli,badstrasse 55,schinznach-bad,aarreha schinznach,8520
9074,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,badstrasse 55,schinznach-bad,aarreha schinznach,8520
8458,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,pfizer,badstrasse 55,schinznach-bad,aarreha schinznach,8520
1852,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,40529319,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,badstrasse 55,schinznach-bad,aarreha schinznach,8520
7416,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,novartis,badstrasse 55,schinznach-bad,aarreha schinznach,8520
3341,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1500.0,,,,,1500.0,hco,bristol,badstrasse 55,schinznach-bad,aarreha schinznach,8520
3646,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,WCHH00453110,,,1000.0,,,,1000.0,hco,celgene,badstrasse 55,schinznach-bad,aarreha schinznach,8520
4915,ADAEL - Association D'Esculape,Lutry,CH,Grand-Rue 22,,,0.0,2351.59,0.0,0.0,0.0,0.0,2351.59,hco,gruenenthal,grand-rue 22,lutry,adael - association d'esculape,8648
9647,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,1095.0,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,grand-rue 22,lutry,adael - association d'esculape en lavaux,8648
5368,ADEL Association D'Aesculape En Lavaux,Lutry,CH,Lutry,,,,1500.0,,,,,1500.0,hco,lundbeck,lutry,lutry,adel association d'aesculape en lavaux,8648
7417,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novartis,grand-rue 22,lutry,adel association d'esculape en lavaux,8648
5744,"ADEL, Association D'Esculape En Lavaux",Lutry,CH,Grand-Rue 22,,,,2000.0,,,,,2000.0,hco,menarini,grand-rue 22,lutry,"adel, association d'esculape en lavaux",8648
3918,Adhärenz Bei Oraler Tumortherapie,Kleinandelfingen,CH,Hirstigstrasse,8451.0,,,500.0,,,,,500.0,hco,eisai,hirstigstrasse,kleinandelfingen,adhärenz bei oraler tumortherapie,-1
7932,Advanced technologies treamtents for diabetes,Genève,CH,Rue François-Versonnex 7,,,,,588.0,,,,588.0,hco,novo,rue francois-versonnex 7,geneve,advanced technologies treamtents for diabetes,-1
4138,Advisis AG,Bern,CH,Effingerstrasse 55,,,,88600.0,,,,,88600.0,hco,eli,effingerstrasse 55,bern,advisis ag,8527
1853,Advisis AG,Bern,CH,Effingerstrasse 55,3008.0,1051547182,0.0,86000.0,0.0,0.0,0.0,0.0,86000.0,hco,bayer,effingerstrasse 55,bern,advisis ag,8527
4711,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,117744.7,0.0,0.0,0.0,0.0,117744.7,hco,glaxosmithkline,effingerstrasse 55,bern,advisis ag,8527
10674,ADVISIS AG,Bern,CH,Effingerstrasse 55,,,,89175.6,,,,,89175.6,hco,vifor,effingerstrasse 55,bern,advisis ag,8527
5745,Advisis AG,Bern,CH,Effingerstrasse 55,,,,51000.0,,,,,51000.0,hco,menarini,effingerstrasse 55,bern,advisis ag,8527
4462,Advisis Ag (Hug Consulting),Bern,CH,Effingerstrasse 55,,Advisis_AG_(HUG_Co nsulting),,,,,8600.0,,8600.0,hco,galderma,effingerstrasse 55,bern,advisis ag (hug consulting),8527
2873,ADVISIS AG / HUG Consulting,Bern,CH,Effingerstrasse 5,3008.0,,,9600.0,,,,,9600.0,hco,biotest,effingerstrasse 5,bern,advisis ag / hug consulting,8527
