internalid,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,address_expand,location_expand,name_expand,parent
5370,Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMSP),Aarburg,CH,Aarburg,,,,5000.0,,,,,5000.0,hco,lundbeck,aarburg,aarburg, arzneimittelsicherheit in der psychiatrie (sgamsp),-1
5563,Schweizerische Gesellschaft für Bipolare Störungen,Bern,CH,UniversitärePsychiatrische Dienste Bern,,,,2000.0,,,,,2000.0,hco,mepha,universitaerepsychiatrische dienste bern,bern, bipolare störungen,-1
7009,Schweizerische Gesellschaft für bipolare Störungen,Bern,CH,Bolligenstrasse 111,,,,3000.0,,,,,3000.0,hco,otsuka,bolligenstrasse 111,bern, bipolare störungen,-1
1821,Schweizerische Gesellschaft für Chirurgie c/o Meister Concept GmbH,Aarau,CH,Bahnhofstrasse 55,,,13300.0,0.0,0.0,0.0,0.0,0.0,13300.0,hco,baxter,bahnhofstrasse 55,aarau, chirurgie ,8451
7779,Schweizerische Gesellschaft für Dermatologie und Venerologie,Bern,CH,Dalmazirain 11,3005,,,25241.95,,,,,25241.95,hco,sanofi,dalmazirain 11,bern, dermatologie und venerologie,8453
4193,Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,84970.0,,,25000.0,,109970.0,hco,eli,dalmazirain 11,bern, dermatologie und venerologie (sgdv),8453
4766,Schweizerische Gesellschaft für Dermatologieund Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,24926.9,0.0,0.0,0.0,0.0,24926.9,hco,glaxosmithkline,dalmazirain 11,bern, dermatologieund venerologie (sgdv),8453
7780,Schweizerische Gesellschaft für Endokrinologie and Diabetologie,Baden,CH,Rütistr. 3 a,5400,,,99623.0,,,,,99623.0,hco,sanofi,ruetistrasse 3 allee,baden, endokrinologie and diabetologie,8454
6845,Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3a,,,57500.0,,,,,,57500.0,hco,novo,ruetistrasse 3a,baden, endokrinologie und diabetologie,8454
1662,Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3 A,,,0.0,50000.0,0.0,0.0,0.0,0.0,50000.0,hco,astrazeneca,ruetistrasse 3 allee,baden, endokrinologie und diabetologie,8454
1987,Schweizerische Gesellschaft für Endokrinologie und Diabetologie (SGED-SSED),Baden,CH,Rütistrasse 3 A,5400,40528710,0.0,50000.0,0.0,0.0,0.0,0.0,50000.0,hco,bayer,ruetistrasse 3 allee,baden, endokrinologie und diabetologie (sged-ssed),8454
1988,Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,3006,40525029,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,wattenwylweg 21,bern, gastroenterologie,8455
9150,Schweizerische Gesellschaft für Gastroenterologie SGG(Jahreskongress SGG - SGVC - SASL),Bern,CH,c/o Gkaufmann - Verbandmanageme nt & Kongressorganisatio n - Wattenwylweg 21,,,0.0,4320.0,0.0,0.0,0.0,0.0,4320.0,hco,zambon,c/o gkaufmann - verbandmanageme nt & kongressorganisatio n - wattenwylweg 21,bern, gastroenterologie sgg(jahreskongress sgg - sgvc - sasl),8455
5356,Schweizerische Gesellschaft für Geriatrie SGG SSG,Bern,CH,Bern,,,,3231.0,,,,,3231.0,hco,lundbeck,bern,bern, geriatrie sgg ssg,-1
8992,Schweizerische Gesellschaft für Gerontologie SGG SSG,Bern,CH,Laupenstrasse 7,,,,20323.0,,,,,20323.0,hco,vifor,laupenstrasse 7,bern, gerontologie sgg ssg,8456
9145,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (Jahreskongress),Gossau,CH,c/o BV Congress Creating GmbH - Industriestrasse 37,,,0.0,4308.0,0.0,0.0,0.0,0.0,4308.0,hco,zambon,cob bv congress creating gmbh industriestrasse 37,gossau, gynäkologie und geburtshilfe (jahreskongress),-1
1989,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (SGGG),Bern,CH,Altenbergstrasse 29,3013,40526413,0.0,61540.0,0.0,0.0,0.0,0.0,61540.0,hco,bayer,altenbergstrasse 29,bern, gynäkologie und geburtshilfe (sggg),8514
7430,Schweizerische Gesellschaft für Hämatologie,Zürich,CH,Bahnhofplatz 4,8001,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,roche,bahnhofplatz 4,zuerich, hämatologie,8496
1990,Schweizerische Gesellschaft für Hämatologie (SSH-SGH-SSE),Zürich,CH,Bahnhofplatz 4,8001,40531250,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bayer,bahnhofplatz 4,zuerich, hämatologie (ssh-sgh-sse),10235
4767,Schweizerische Gesellschaft für Infektiologie,Bern,CH,Friedbühlstrasse 51,,,0.0,19773.72,0.0,0.0,0.0,0.0,19773.72,hco,glaxosmithkline,friedbuehlstrasse 51,bern, infektiologie,8462
5121,Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,Sulgeneckstrasse 38,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,janssen,sulgeneckstrasse 38,bern, intensive dynamische kurzpsychotherapie,8463
7010,Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie (GIK),Bad Ragaz,CH,Fläscherstrasse 37,,,,1250.0,,,,,1250.0,hco,otsuka,flaescherstrasse 37,bad ragaz, intensive dynamische kurzpsychotherapie (gik),-1
5342,Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie (GIK) Atelier Psy&Psy,Bad Ragaz,CH,Bad Ragaz,,,,1500.0,,,,,1500.0,hco,lundbeck,bad ragaz,bad ragaz, intensive dynamische kurzpsychotherapie (gik) atelier psy&psy,-1
401,Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,Münsterberg 1,,,,7500.0,,,,,7500.0,hco,abbvie,muensterberg 1,basel, intensivmedizin,8464
3723,Schweizerische Gesellschaft für Intensivmedizin (SGI),Basel,CH,Münsterberg 1,,,,17850.0,,,,,17850.0,hco,csl,muensterberg 1,basel, intensivmedizin (sgi),8464
6164,Schweizerische Gesellschaft für Intensivmedizin SGI c/o IMK AG,Basel,CH,Schweizerische Gesellschaft - für Intensivmedizin SGI - c/o IMK AG Münsterberg 1,,,,23225.0,,,,,23225.0,hco,msd,schweizerische gesellschaft  fuer intensivmedizin sgi  cob imk ag muensterberg 1,basel, intensivmedizin sgi ,8464
8993,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,37264.2,,,,,37264.2,hco,vifor,dufourstrasse 30,bern, kardiologie,8466
1663,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,16500.0,0.0,0.0,0.0,0.0,16500.0,hco,astrazeneca,schwarztorstrasse 18,bern, kardiologie,8466
6165,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schweizerische Gesellschaft für - Kardiologie Dufourstrasse 30,,,,30200.0,,,,,30200.0,hco,msd,schweizerische gesellschaft fuer kardiologie dufourstrasse 30,bern, kardiologie,8466
1991,Schweizerische Gesellschaft für Kardiologie - Société suisse de Cardiologie (SGK-SSC),Bern,CH,Dufourstrasse 30,3005,40674468,0.0,64600.0,0.0,0.0,0.0,0.0,64600.0,hco,bayer,dufourstrasse 30,bern, kardiologie - société suisse de cardiologie (sgk-ssc),8466
4769,Schweizerische Gesellschaft für Kinder- undJugendpsychiatrie und - Psychotherapie(SGKJPP),Bern,CH,Altenbergstrasse 29,,,0.0,980.0,0.0,0.0,0.0,0.0,980.0,hco,glaxosmithkline,altenbergstrasse 29,bern, kinder- undjugendpsychiatrie und - psychotherapie(sgkjpp),-1
4768,Schweizerische Gesellschaft für Kinderchirurgie(SGKC),Zürich,CH,Birmensdorferstrasse 497,,,0.0,753.9,0.0,0.0,0.0,0.0,753.9,hco,glaxosmithkline,birmensdorferstrasse 497,zuerich, kinderchirurgie(sgkc),-1
8994,Schweizerische Gesellschaft für Neonatologie,Cheseaux-sur-Lausanne,CH,Postfach 100,,,,6462.0,,,,,6462.0,hco,vifor,postfach 100,cheseaux-sur-lausanne, neonatologie,-1
8995,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfac 567,,,,41386.96,,,,,41386.96,hco,vifor,postfac 567,worb, nephrologie,8476
7573,Schweizerische Gesellschaft für Neurologie SNG,Basel,CH,c/o IMK Institut für Medizin und Kommunikation AG Münsterberg 1,,CHSZ002 (Dummie),,19000.0,,,,,19000.0,hco,sandoz,cob imk institut fuer medizin und kommunikation ag muensterberg 1,basel, neurologie sng,-1
7781,Schweizerische Gesellschaft für Neuropädiatrie,Oberentfelden,CH,Blumenweg 13,5036,,,8000.0,,,,,8000.0,hco,sanofi,blumenweg 13,oberentfelden, neuropädiatrie,-1
1664,Schweizerische Gesellschaft für Pathologie,Oberkirch,CH,Burghöhe 1,,,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0,hco,astrazeneca,burghoehe 1,oberkirch, pathologie,8481
6452,Schweizerische Gesellschaft für Pneumologie,Basel,CH,"Basel, Sekretariat, Peter Merian-Strasse 80",,,15750.0,,,,,,15750.0,hco,mundipharma,basel sekretariat peter merianstrasse 80,basel, pneumologie,8487
3107,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,4002,,,26500.0,,,,,26500.0,hco,boehringer,peter merianstrasse 80,basel, pneumologie,8487
8996,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,,4738.8,,,,,4738.8,hco,vifor,peter merianstrasse 80,basel, pneumologie,8487
4771,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,7500.0,39709.85,0.0,0.0,0.0,0.0,47209.85,hco,glaxosmithkline,peter merianstrasse 80,basel, pneumologie,8487
1669,Schweizerische Gesellschaft für Pneumologie (SGP),Bern,CH,Chutzenstrasse 10,,,0.0,97000.0,0.0,0.0,0.0,0.0,97000.0,hco,astrazeneca,chutzenstrasse 10,bern, pneumologie (sgp),8486
3725,Schweizerische Gesellschaft für Pneumologie (SGP),Basel,CH,Peter Merian-Strasse 80,,,,3300.0,,,20000.0,,23300.0,hco,csl,peter merianstrasse 80,basel, pneumologie (sgp),8487
5594,Schweizerische Gesellschaft für Psychiatrieund Psychotherapie,Bern,CH,Altenbergstrasse 29,,,,13390.0,,,,,13390.0,hco,mepha,altenbergstrasse 29,bern, psychiatrieund psychotherapie,8489
4194,Schweizerische Gesellschaft für Psychoonkologie,Bern,CH,"c/o Krebsliga Schweiz, Effingerstrasse",,,,2000.0,,,,,2000.0,hco,eli,cob krebsliga schweiz effingerstrasse,bern, psychoonkologie,8490
4770,Schweizerische Gesellschaft für Pädiatrie,Fribourg,CH,Rue de l'Hôpital 15,,,0.0,6882.0,0.0,0.0,0.0,0.0,6882.0,hco,glaxosmithkline,rue de l'hopital 15,fribourg, pädiatrie,8492
6166,Schweizerische Gesellschaft für Pädiatrie (SGP),Fribourg,CH,Schweizerische Gesellschaft - für Pädiatrie (SGP) Rue de l'Hôpital 15,,,,3600.0,,,,,3600.0,hco,msd,schweizerische gesellschaft  fur padiatrie  sgp rue de l'hopital 15,fribourg, pädiatrie (sgp),8492
6846,Schweizerische Gesellschaft für pädiatrische Endokrinologie und Diabetologie SGPED /SSEDP,Baden,CH,Rütistrasse 3a,,,,4000.0,,,,,4000.0,hco,novo,ruetistrasse 3a,baden, pädiatrische endokrinologie und diabetologie sgped /ssedp,8454
1992,Schweizerische Gesellschaft für Radiologie - Société Suisse de Radiologie (SGR-SSR),Zürich,CH,Bellerivestrasse 11,8008,40519970,0.0,50600.0,0.0,0.0,0.0,0.0,50600.0,hco,bayer,bellerivestrasse 11,zuerich, radiologie - société suisse de radiologie (sgr-ssr),10128
1993,Schweizerische Gesellschaft für Reproduktionsmedizin,Worb,CH,,3076,40519974,0.0,1650.0,0.0,0.0,0.0,0.0,1650.0,hco,bayer,nan,worb, reproduktionsmedizin,8495
7431,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,8005,,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,hco,roche,josefstrasse 92,zuerich, rheumatologie,8496
4772,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,1357.03,0.0,0.0,0.0,0.0,1357.03,hco,glaxosmithkline,josefstrasse 92,zuerich, rheumatologie,8496
3755,Schweizerische Gesellschaft für Rheumatologie (SGR),Zürich,CH,Josefstrasse 92,,,,2772.0,,,,,2772.0,hco,csl,josefstrasse 92,zuerich, rheumatologie (sgr),8496
4773,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,19773.72,0.0,0.0,0.0,0.0,19773.72,hco,glaxosmithkline,rorschacher strasse 95,saint gallen, spitalhygiene,8499
6453,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,"St. Gallen, Rorschacher-Strasse 95",,,200.0,,,,,,200.0,hco,mundipharma,sankt gallen rorschacherstrasse 95,saint gallen, spitalhygiene,8499
4774,Schweizerische Gesellschaft für Urologie (SGU),Montreux,CH,Av. des Planches 5,,,0.0,3877.2,0.0,0.0,0.0,0.0,3877.2,hco,glaxosmithkline,avenue des planches 5,montreux, urologie (sgu),8502
4195,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie,Montreux,CH,Avenue des Planches 15,,,,3600.0,,,,,3600.0,hco,eli,avenue des planches 15,montreux, urologie - société suisse d'urologie,8502
1994,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie (SGU-SSU),Montreux,CH,Avenue des Planches 15,1820,1051535312,0.0,8600.0,0.0,0.0,0.0,0.0,8600.0,hco,bayer,avenue des planches 15,montreux, urologie - société suisse d'urologie (sgu-ssu),8502
402,Schweizerische Gesellschaft für Viszeralchirurgie SGVC  - SSCV,Aarau,CH,Bahnhofstrasse 55,,,,9371.0,,,,,9371.0,hco,abbvie,bahnhofstrasse 55,aarau, viszeralchirurgie sgvc  - sscv,8504
5331,Schweizerische Gesellschaft für Zwangsstörungen (SGZ),Zürich,CH,Zürich,,,,2000.0,,,,,2000.0,hco,lundbeck,zuerich,zuerich, zwangsstörungen (sgz),8505
8069,(EIPI),Morges,CH,Rue des Vignerons 1B,,,23200.4,,,,,,23200.4,hco,shire,rue des vignerons 1b,morges,(eipi),-1
3882,"12. Tumortage Winterthur 15.02. – 16.02.2019 Organisator (Zahlungsempfänger) Congrex Schweiz Ag Gegenleistung: Erwähnung Als Sponsor Auf Leerdias, Dokumentationen, Workshops",Basel,CH,Peter Merian-Strasse 80,4002,,,1615.5,,,,,1615.5,hco,eisai,peter merianstrasse 80,basel,"12. tumortage winterthur 15.02. – 16.02.2019 organisator (zahlungsempfänger) congrex schweiz ag gegenleistung: erwähnung als sponsor auf leerdias, dokumentationen, workshops",8910
3881,2. Zürcher Brustkrebs Symposium 1. 11.2018 Organisator (Zahlungsempfänger) Bv Congress Gmbh Gegenleistung: Ausstellerstand,Gossau,CH,Industriestrasse 37,8625,,,753.9,,,,,753.9,hco,eisai,industriestrasse 37,gossau,2. zürcher brustkrebs symposium 1. 11.2018 organisator (zahlungsempfänger) bv congress gmbh gegenleistung: ausstellerstand,-1
9152,21. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagem entSwiss - Postfach,2756,,0.0,4270.0,0.0,0.0,0.0,0.0,4270.0,hco,zambon,centreoeste kms kongressmanagem entswiss postfach,bern,21. ostschweizer symposium für praktische gynäkologie und geburtshilfe,8514
9155,4th Congress of the European Academy of Neurology (Lisbon/Portugal),Basel,CH,c/o Congrex Switzerland Ltd. - Peter Merian- Strasse 80 - PO Box,,,0.0,158285.0,0.0,0.0,0.0,0.0,158285.0,hco,zambon,cob congrex switzerland ltd peter merian strasse 80 po box,basel,4th congress of the european academy of neurology (lisbon/portugal),-1
5635,Aargauischer Apothekerverband,Lengnau,CH,Weststrasse 7,5426,,,2000.0,,,,,2000.0,hco,mepha,weststrasse 7,lengnau,aargauischer apothekerverband,-1
7494,aarReha,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,sandoz,badstrasse 55,schinznach-bad,aarreha,8520
6368,AarReha,Schinznach,CH,"Schinznach, Badstrasse 55",,,500.0,,,,,,500.0,hco,mundipharma,schinznach badstrasse 55,schinznach,aarreha,8520
4102,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,2000.0,,,,,2000.0,hco,eli,badstrasse 55,schinznach-bad,aarreha schinznach,8520
7365,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,badstrasse 55,schinznach-bad,aarreha schinznach,8520
1833,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116,40529319,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,badstrasse 55,schinznach-bad,aarreha schinznach,8520
3627,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,WCHH00453110,,,1000.0,,,,1000.0,hco,celgene,badstrasse 55,schinznach-bad,aarreha schinznach,8520
3322,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1500.0,,,,,1500.0,hco,bristol,badstrasse 55,schinznach-bad,aarreha schinznach,8520
4880,ADAEL - Association,DLu'Etrsyculape En Lavaux,CH,Grand-Rue 22,,,0.0,235159.0,0.0,0.0,0.0,0.0,235159.0,hco,gruenenthal,grand-rue 22,dluetrsyculape enceinte lavaux,adael - association,-1
7938,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,1095,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,grand-rue 22,lutry,adael - association d'esculape en lavaux,8648
5395,ADEL Association D'Aesculape En Lavaux,Lutry,CH,Lutry,,,,1500.0,,,,,1500.0,hco,lundbeck,lutry,lutry,adel association d'aesculape en lavaux,8648
3883,Adhärenz Bei Oraler Tumortherapie,Kleinandelfingen,CH,Hirstigstrasse,8451,,,500.0,,,,,500.0,hco,eisai,hirstigstrasse,kleinandelfingen,adhärenz bei oraler tumortherapie,-1
6769,Advanced technologies treamtents for diabetes,Genève,CH,Rue François-Versonnex 7,,,,,588.0,,,,588.0,hco,novo,rue francois-versonnex 7,geneve,advanced technologies treamtents for diabetes,-1
4103,Advisis AG,Bern,CH,Effingerstrasse 55,,,,88600.0,,,,,88600.0,hco,eli,effingerstrasse 55,bern,advisis ag,8527
8833,ADVISIS AG,Bern,CH,Effingerstrasse 55,,,,89175.6,,,,,89175.6,hco,vifor,effingerstrasse 55,bern,advisis ag,8527
1834,Advisis AG,Bern,CH,Effingerstrasse 55,3008,1051547182,0.0,86000.0,0.0,0.0,0.0,0.0,86000.0,hco,bayer,effingerstrasse 55,bern,advisis ag,8527
4676,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,117744.7,0.0,0.0,0.0,0.0,117744.7,hco,glaxosmithkline,effingerstrasse 55,bern,advisis ag,8527
4427,Advisis Ag (Hug Consulting),Bern,CH,Effingerstrasse 55,,Advisis_AG_(HUG_Co nsulting),,,,,8600.0,,8600.0,hco,galderma,effingerstrasse 55,bern,advisis ag (hug consulting),8527
2854,ADVISIS AG / HUG Consulting,Bern,CH,Effingerstrasse 5,3008,,,9600.0,,,,,9600.0,hco,biotest,effingerstrasse 5,bern,advisis ag / hug consulting,8527
6012,Aerztegesellscha ft Thurgau Sekretariat,Frauenfeld,CH,Aerztegesellscha ft Thurgau - Sekretariat Zeughausstrasse 16,,,,4000.0,,,,,4000.0,hco,msd,aerztegesellscha ft thurgau sekretariat zeughausstrasse 16,frauenfeld,aerztegesellscha ft thurgau sekretariat,8532
1041,Aerztekongress Arosa,Arosa,CH,Wätterlüggaweg 9,,,,2340.0,,,,,2340.0,hco,amgen,waetterlueggaweg 9,arosa,aerztekongress arosa,8536
7939,Aerztenetz Bantiger,Ittigen,CH,Talgut-Zentrum 5,3063,AerztenetzBantigerIttigen,,1000.0,,,,,1000.0,hco,servier,talgut-zentrum 5,ittigen,aerztenetz bantiger,8538
7495,Aerztenetzwerk Bern,Hinterkappelen,CH,Praxiszentrum im Ring,,,,5000.0,,,,,5000.0,hco,sandoz,praxiszentrum im ring,hinterkappelen,aerztenetzwerk bern,8540
6770,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,,2800.0,,,,,2800.0,hco,novo,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz,8543
7940,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,3063,AerztenetzwerkGrauholzIttigen,,2000.0,,,,,2000.0,hco,servier,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz,8543
9125,AerzteNetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,0.0,2160.0,0.0,0.0,0.0,0.0,2160.0,hco,zambon,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz,8543
303,Aesculap Akademie,Sempach,CH,Seesatz 17,,,,2000.0,,,,,2000.0,hco,abbvie,seesatz 17,sempach,aesculap akademie,8549
1835,affidea Cimed,Fribourg,CH,Rue Georges-Jordil 4,1700,1066345153,0.0,59899.2,0.0,0.0,0.0,0.0,59899.2,hco,bayer,rue georges-jordil 4,fribourg,affidea cimed,8550
4104,AFOP - Verein für onkologische Pharmazie,Suhr,CH,"Spitalapotheke St. Claraspital, Kirschenweg 11",,,,5000.0,,,,,5000.0,hco,eli,spitalapotheke sankt claraspital kirschenweg 11,suhr,afop - verein für onkologische pharmazie,-1
7714,AFOP Verein für Onkologische Pharma,Suhr,CH,Kirschenweg 11,5034,,,3000.0,,,,,3000.0,hco,sanofi,kirschenweg 11,suhr,afop verein für onkologische pharma,-1
8202,AG,Basel,CH,Münsterberg 1,,,,21450.0,,,,,21450.0,hco,teva,muensterberg 1,basel,ag,8910
5723,AGAIA,Genève,CH,"11, rue Emile Young",,,,1000.0,,,,,1000.0,hco,merck,11 rue emile young,geneve,agaia,8554
4105,AGeMIG - Association genevoise des médecins de famille,Genève,CH,Rue du Conseil- Général 11,,,,2000.0,,,,,2000.0,hco,eli,rue du conseil general 11,geneve,agemig - association genevoise des médecins de famille,8634
6013,AGeMIG - Association genevoise médecins de famille internistes généralistes Président : Dr Didier Ch,Genève,CH,AGeMIG - Association genevoise médecins - de famille internistes généralistes - Président : Dr Didier Châtelain Rue du Conseil-Général 11,,,,13600.0,,,,,13600.0,hco,msd,agemig association genevoise medecins de famille internistes generalistes  president docteur didier chatelain rue du conseil-general 11,geneve,agemig - association genevoise médecins de famille internistes généralistes président : dr didier ch,8634
6014,AGFAM Frau Manuela Hess,Schöfflisdorf,CH,AGFAM - Frau Manuela Hess Im Chüchelacher 2,,,,11000.0,,,,,11000.0,hco,msd,agfam frau manuela hess im chuechelacher 2,schoefflisdorf,agfam frau manuela hess,-1
5392,"Agg, Medico G15",Lugaggia,CH,Lugaggia,,,,1200.0,,,,,1200.0,hco,lundbeck,lugaggia,lugaggia,"agg, medico g15",-1
7941,AGLA,Steinhausen,CH,c/o Medworld AG - Sennweidstrasse 46,6312,AGLAMedworldSteinhausen,,6000.0,,,,,6000.0,hco,servier,cob medworld ag sennweidstrasse 46,steinhausen,agla,8553
1042,Agla Arbeitsgruppe Lipide Und Atherosklerose,Steinhausen,CH,Sennweidstrasse 46,,,,36200.0,,,,,36200.0,hco,amgen,sennweidstrasse 46,steinhausen,agla arbeitsgruppe lipide und atherosklerose,8553
