internalid,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,parent,group,main_address
3753,Schweizerische Gesellschaft für Anästhesiologie und Reanimation (SGAR),Bern,CH,Rabbenstrasse 83,,,,4830.0,,,,,4830.0,hco,csl,8447,-1,
4227,Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie,Zürich,CH,Stadelhoferstrass e 42,,,,1000.0,,,,,1000.0,hco,eli,8448,-1,
8171,Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMPS),Zürich,CH,Stadelhoferstrasse 42,,,,1000.0,,,,,1000.0,hco,otsuka,8448,-1,
5419,Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMSP),Aarburg,CH,Aarburg,,,,5000.0,,,,,5000.0,hco,lundbeck,-1,-1,
5981,Schweizerische Gesellschaft für Bipolare Störungen,Bern,CH,UniversitärePsychiatrische Dienste Bern,,,,2000.0,,,,,2000.0,hco,mepha,-1,62,1.0
8172,Schweizerische Gesellschaft für bipolare Störungen,Bern,CH,Bolligenstrasse 111,,,,3000.0,,,,,3000.0,hco,otsuka,-1,62,
1840,Schweizerische Gesellschaft für Chirurgie c/o Meister Concept GmbH,Aarau,CH,Bahnhofstrasse 55,,,13300.0,0.0,0.0,0.0,0.0,0.0,13300.0,hco,baxter,8451,-1,
9488,Schweizerische Gesellschaft für Dermatologie und Venerologie,Bern,CH,Dalmazirain 11,3005.0,,,25241.95,,,,,25241.95,hco,sanofi,8453,-1,
4228,Schweizerische Gesellschaft für Dermatologie und Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,,84970.0,,,25000.0,,109970.0,hco,eli,8453,-1,
4801,Schweizerische Gesellschaft für Dermatologieund Venerologie (SGDV),Bern,CH,Dalmazirain 11,,,0.0,24926.9,0.0,0.0,0.0,0.0,24926.9,hco,glaxosmithkline,8453,-1,
9489,Schweizerische Gesellschaft für Endokrinologie and Diabetologie,Baden,CH,Rütistr. 3 a,5400.0,,,99623.0,,,,,99623.0,hco,sanofi,8454,-1,
1681,Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3 A,,,0.0,50000.0,0.0,0.0,0.0,0.0,50000.0,hco,astrazeneca,8454,-1,
8008,Schweizerische Gesellschaft für Endokrinologie und Diabetologie,Baden,CH,Rütistrasse 3a,,,57500.0,,,,,,57500.0,hco,novo,8454,-1,
2006,Schweizerische Gesellschaft für Endokrinologie und Diabetologie (SGED-SSED),Baden,CH,Rütistrasse 3 A,5400.0,40528710,0.0,50000.0,0.0,0.0,0.0,0.0,50000.0,hco,bayer,8454,18,
9936,Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wettenwytweg 21,3006.0,,0.0,13273.88,0.0,0.0,0.0,0.0,13273.88,hco,takeda,8455,-1,
2007,Schweizerische Gesellschaft für Gastroenterologie,Bern,CH,Wattenwylweg 21,3006.0,40525029,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,8455,-1,
10991,Schweizerische Gesellschaft für Gastroenterologie SGG(Jahreskongress SGG - SGVC - SASL),Bern,CH,c/o Gkaufmann - Verbandmanageme nt & Kongressorganisatio n - Wattenwylweg 21,,,0.0,4320.0,0.0,0.0,0.0,0.0,4320.0,hco,zambon,8455,-1,
5405,Schweizerische Gesellschaft für Geriatrie SGG SSG,Bern,CH,Bern,,,,3231.0,,,,,3231.0,hco,lundbeck,-1,12,
10833,Schweizerische Gesellschaft für Gerontologie SGG SSG,Bern,CH,Laupenstrasse 7,,,,20323.0,,,,,20323.0,hco,vifor,8456,12,
10986,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (Jahreskongress),Gossau,CH,c/o BV Congress Creating GmbH - Industriestrasse 37,,,0.0,4308.0,0.0,0.0,0.0,0.0,4308.0,hco,zambon,-1,-1,
2008,Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe (SGGG),Bern,CH,Altenbergstrasse 29,3013.0,40526413,0.0,61540.0,0.0,0.0,0.0,0.0,61540.0,hco,bayer,8514,27,
5848,"Schweizerische Gesellschaft für Herz- und thorakale Gefässchirurgie, SGHC",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,9500.0,,,,,9500.0,hco,menarini,-1,-1,
9139,Schweizerische Gesellschaft für Hämatologie,Zürich,CH,Bahnhofplatz 4,8001.0,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,roche,8496,-1,
2009,Schweizerische Gesellschaft für Hämatologie (SSH-SGH-SSE),Zürich,CH,Bahnhofplatz 4,8001.0,40531250,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bayer,10235,-1,
4802,Schweizerische Gesellschaft für Infektiologie,Bern,CH,Friedbühlstrasse 51,,,0.0,19773.72,0.0,0.0,0.0,0.0,19773.72,hco,glaxosmithkline,8462,-1,
5157,Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,CH,Sulgeneckstrasse 38,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,janssen,8463,-1,
8173,Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie (GIK),Bad Ragaz,CH,Fläscherstrasse 37,,,,1250.0,,,,,1250.0,hco,otsuka,-1,63,1.0
5393,Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie (GIK) Atelier Psy&Psy,Bad Ragaz,CH,Bad Ragaz,,,,1500.0,,,,,1500.0,hco,lundbeck,-1,63,
401,Schweizerische Gesellschaft für Intensivmedizin,Basel,CH,Münsterberg 1,,,,7500.0,,,,,7500.0,hco,abbvie,8464,-1,
3743,Schweizerische Gesellschaft für Intensivmedizin (SGI),Basel,CH,Münsterberg 1,,,,17850.0,,,,,17850.0,hco,csl,8464,-1,
6581,Schweizerische Gesellschaft für Intensivmedizin SGI c/o IMK AG,Basel,CH,Schweizerische Gesellschaft für Intensivmedizin SGI - c/o IMK AG Münsterberg 1,,,,23225.0,,,,,23225.0,hco,msd,8464,-1,
6582,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schweizerische Gesellschaft für Kardiologie Dufourstrasse 30,,,,30200.0,,,,,30200.0,hco,msd,8466,-1,
7600,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,novartis,8466,-1,
10834,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Dufourstrasse 30,,,,37264.2,,,,,37264.2,hco,vifor,8466,-1,
1682,Schweizerische Gesellschaft für Kardiologie,Bern,CH,Schwarztorstrasse 18,,,0.0,16500.0,0.0,0.0,0.0,0.0,16500.0,hco,astrazeneca,8466,-1,
2010,Schweizerische Gesellschaft für Kardiologie - Société suisse de Cardiologie (SGK-SSC),Bern,CH,Dufourstrasse 30,3005.0,40674468,0.0,64600.0,0.0,0.0,0.0,0.0,64600.0,hco,bayer,8466,-1,
5849,"Schweizerische Gesellschaft für Kardiologie, SGK",Bern,CH,Dufourstrasse 30,,,,9500.0,,,,,9500.0,hco,menarini,8466,-1,
4804,Schweizerische Gesellschaft für Kinder- undJugendpsychiatrie und - Psychotherapie(SGKJPP),Bern,CH,Altenbergstrasse 29,,,0.0,980.0,0.0,0.0,0.0,0.0,980.0,hco,glaxosmithkline,-1,-1,
4803,Schweizerische Gesellschaft für Kinderchirurgie(SGKC),Zürich,CH,Birmensdorferstrasse 497,,,0.0,753.9,0.0,0.0,0.0,0.0,753.9,hco,glaxosmithkline,-1,89,1.0
8607,Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,8470,-1,
10835,Schweizerische Gesellschaft für Neonatologie,Cheseaux-sur-Lausanne,CH,Postfach 100,,,,6462.0,,,,,6462.0,hco,vifor,-1,-1,
10836,Schweizerische Gesellschaft für Nephrologie,Worb,CH,Postfac 567,,,,41386.96,,,,,41386.96,hco,vifor,8476,-1,
9282,Schweizerische Gesellschaft für Neurologie SNG,Basel,CH,c/o IMK Institut für Medizin und Kommunikation AG Münsterberg 1,,CHSZ002 (Dummie),,19000.0,,,,,19000.0,hco,sandoz,-1,90,
9490,Schweizerische Gesellschaft für Neuropädiatrie,Oberentfelden,CH,Blumenweg 13,5036.0,,,8000.0,,,,,8000.0,hco,sanofi,-1,41,1.0
1683,Schweizerische Gesellschaft für Pathologie,Oberkirch,CH,Burghöhe 1,,,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0,hco,astrazeneca,8481,-1,
6870,Schweizerische Gesellschaft für Pneumologie,Basel,CH,"Basel, Sekretariat, Peter Merian-Strasse 80",,,15750.0,,,,,,15750.0,hco,mundipharma,8487,-1,
3126,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,4002.0,,,26500.0,,,,,26500.0,hco,boehringer,8487,-1,
500,Schweizerische Gesellschaft für Pneumologie,Bern,CH,Südbahnhofstrasse 14,,,7180.0,,,,,,7180.0,hco,actelion,8486,-1,
4806,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,7500.0,39709.85,0.0,0.0,0.0,0.0,47209.85,hco,glaxosmithkline,8487,-1,
10837,Schweizerische Gesellschaft für Pneumologie,Basel,CH,Peter Merian-Strasse 80,,,,4738.8,,,,,4738.8,hco,vifor,8487,-1,
3745,Schweizerische Gesellschaft für Pneumologie (SGP),Basel,CH,Peter Merian-Strasse 80,,,,3300.0,,,20000.0,,23300.0,hco,csl,8487,-1,
1688,Schweizerische Gesellschaft für Pneumologie (SGP),Bern,CH,Chutzenstrasse 10,,,0.0,97000.0,0.0,0.0,0.0,0.0,97000.0,hco,astrazeneca,8486,147,
6012,Schweizerische Gesellschaft für Psychiatrie und Psychotherapie,Bern,CH,Altenbergstrasse 29,,,,13390.0,,,,,13390.0,hco,mepha,8489,-1,
4229,Schweizerische Gesellschaft für Psychoonkologie,Bern,CH,"c/o Krebsliga Schweiz, Effingerstrasse",,,,2000.0,,,,,2000.0,hco,eli,8490,-1,
4805,Schweizerische Gesellschaft für Pädiatrie,Fribourg,CH,Rue de l'Hôpital 15,,,0.0,6882.0,0.0,0.0,0.0,0.0,6882.0,hco,glaxosmithkline,8492,-1,
6583,Schweizerische Gesellschaft für Pädiatrie (SGP),Fribourg,CH,Schweizerische Gesellschaft - für Pädiatrie (SGP) Rue de l'Hôpital 15,,,,3600.0,,,,,3600.0,hco,msd,8492,-1,
5850,Schweizerische Gesellschaft für Pädiatrie SGP,Fribourg,CH,Rue de l'Hôpital 15,,,,1200.0,,,,,1200.0,hco,menarini,8492,-1,
8009,Schweizerische Gesellschaft für pädiatrische Endokrinologie und Diabetologie SGPED /SSEDP,Baden,CH,Rütistrasse 3a,,,,4000.0,,,,,4000.0,hco,novo,8454,18,1.0
2011,Schweizerische Gesellschaft für Radiologie - Société Suisse de Radiologie (SGR-SSR),Zürich,CH,Bellerivestrasse 11,8008.0,40519970,0.0,50600.0,0.0,0.0,0.0,0.0,50600.0,hco,bayer,10128,-1,
2012,Schweizerische Gesellschaft für Reproduktionsmedizin,Worb,CH,,3076.0,40519974,0.0,1650.0,0.0,0.0,0.0,0.0,1650.0,hco,bayer,8495,-1,
8608,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,62121.0,0.0,0.0,0.0,0.0,62121.0,hco,pfizer,8496,-1,
7601,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,24018.5,0.0,0.0,0.0,0.0,24018.5,hco,novartis,8496,-1,
4807,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,,,0.0,1357.03,0.0,0.0,0.0,0.0,1357.03,hco,glaxosmithkline,8496,-1,
9140,Schweizerische Gesellschaft für Rheumatologie,Zürich,CH,Josefstrasse 92,8005.0,,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,hco,roche,8496,-1,
3775,Schweizerische Gesellschaft für Rheumatologie (SGR),Zürich,CH,Josefstrasse 92,,,,2772.0,,,,,2772.0,hco,csl,8496,-1,
6871,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,"St. Gallen, Rorschacher-Strasse 95",,,200.0,,,,,,200.0,hco,mundipharma,8499,-1,
4808,Schweizerische Gesellschaft für Spitalhygiene,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,19773.72,0.0,0.0,0.0,0.0,19773.72,hco,glaxosmithkline,8499,-1,
5851,Schweizerische Gesellschaft für Urologie,Montreux,CH,"15, Avenue des Planches",,,,12000.0,,,,,12000.0,hco,menarini,8502,-1,
4809,Schweizerische Gesellschaft für Urologie (SGU),Montreux,CH,Av. des Planches 5,,,0.0,3877.2,0.0,0.0,0.0,0.0,3877.2,hco,glaxosmithkline,8502,-1,
4230,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie,Montreux,CH,Avenue des Planches 15,,,,3600.0,,,,,3600.0,hco,eli,8502,-1,
2013,Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie (SGU-SSU),Montreux,CH,Avenue des Planches 15,1820.0,1051535312,0.0,8600.0,0.0,0.0,0.0,0.0,8600.0,hco,bayer,8502,150,1.0
9937,Schweizerische Gesellschaft für Viszeralchirurgie,Aarau,CH,Bahnhofstrasse 55,5001.0,,0.0,2497.56,0.0,0.0,0.0,0.0,2497.56,hco,takeda,8504,-1,
402,Schweizerische Gesellschaft für Viszeralchirurgie SGVC  - SSCV,Aarau,CH,Bahnhofstrasse 55,,,,9371.0,,,,,9371.0,hco,abbvie,8504,-1,
5380,Schweizerische Gesellschaft für Zwangsstörungen (SGZ),Zürich,CH,Zürich,,,,2000.0,,,,,2000.0,hco,lundbeck,8505,-1,
3917,"12. Tumortage Winterthur 15.02. – 16.02.2019 Organisator (Zahlungsempfänger) Congrex Schweiz Ag Gegenleistung: Erwähnung Als Sponsor Auf Leerdias, Dokumentationen, Workshops",Basel,CH,Peter Merian-Strasse 80,4002.0,,,1615.5,,,,,1615.5,hco,eisai,8910,-1,
3916,2. Zürcher Brustkrebs Symposium 1. 11.2018 Organisator (Zahlungsempfänger) Bv Congress Gmbh Gegenleistung: Ausstellerstand,Gossau,CH,Industriestrasse 37,8625.0,,,753.9,,,,,753.9,hco,eisai,-1,91,1.0
10993,21. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagem entSwiss - Postfach,2756.0,,0.0,4270.0,0.0,0.0,0.0,0.0,4270.0,hco,zambon,8514,-1,
10996,4th Congress of the European Academy of Neurology (Lisbon/Portugal),Basel,CH,c/o Congrex Switzerland Ltd. - Peter Merian- Strasse 80 - PO Box,,,0.0,158285.0,0.0,0.0,0.0,0.0,158285.0,hco,zambon,-1,-1,
6053,Aargauischer Apothekerverband,Lengnau,CH,Weststrasse 7,5426.0,,,2000.0,,,,,2000.0,hco,mepha,-1,92,
8457,Aargauischer Apothekerverband,Lengnau AG,CH,Weststrasse 7,,,0.0,3770.0,0.0,0.0,0.0,0.0,3770.0,hco,pfizer,-1,92,1.0
6785,AarReha,Schinznach,CH,"Schinznach, Badstrasse 55",,,500.0,,,,,,500.0,hco,mundipharma,8520,-1,
9203,aarReha,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,sandoz,8520,-1,
4137,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,2000.0,,,,,2000.0,hco,eli,8520,-1,
9074,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,8520,-1,
8458,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,pfizer,8520,-1,
1852,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116.0,40529319,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,8520,-1,
7416,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,novartis,8520,-1,
3341,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1500.0,,,,,1500.0,hco,bristol,8520,-1,
3646,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,WCHH00453110,,,1000.0,,,,1000.0,hco,celgene,8520,-1,
4915,ADAEL - Association D'Esculape,Lutry,CH,Grand-Rue 22,,,0.0,2351.59,0.0,0.0,0.0,0.0,2351.59,hco,gruenenthal,8648,-1,
9647,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,1095.0,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,8648,-1,
5368,ADEL Association D'Aesculape En Lavaux,Lutry,CH,Lutry,,,,1500.0,,,,,1500.0,hco,lundbeck,8648,-1,
7417,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novartis,8648,-1,
5744,"ADEL, Association D'Esculape En Lavaux",Lutry,CH,Grand-Rue 22,,,,2000.0,,,,,2000.0,hco,menarini,8648,-1,
3918,Adhärenz Bei Oraler Tumortherapie,Kleinandelfingen,CH,Hirstigstrasse,8451.0,,,500.0,,,,,500.0,hco,eisai,-1,-1,
7932,Advanced technologies treamtents for diabetes,Genève,CH,Rue François-Versonnex 7,,,,,588.0,,,,588.0,hco,novo,-1,-1,
4138,Advisis AG,Bern,CH,Effingerstrasse 55,,,,88600.0,,,,,88600.0,hco,eli,8527,-1,
1853,Advisis AG,Bern,CH,Effingerstrasse 55,3008.0,1051547182,0.0,86000.0,0.0,0.0,0.0,0.0,86000.0,hco,bayer,8527,-1,
4711,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,117744.7,0.0,0.0,0.0,0.0,117744.7,hco,glaxosmithkline,8527,-1,
10674,ADVISIS AG,Bern,CH,Effingerstrasse 55,,,,89175.6,,,,,89175.6,hco,vifor,8527,-1,
5745,Advisis AG,Bern,CH,Effingerstrasse 55,,,,51000.0,,,,,51000.0,hco,menarini,8527,-1,
4462,Advisis Ag (Hug Consulting),Bern,CH,Effingerstrasse 55,,Advisis_AG_(HUG_Co nsulting),,,,,8600.0,,8600.0,hco,galderma,8527,-1,
2873,ADVISIS AG / HUG Consulting,Bern,CH,Effingerstrasse 5,3008.0,,,9600.0,,,,,9600.0,hco,biotest,8527,-1,
6429,Aerztegesellschaft Thurgau Sekretariat,Frauenfeld,CH,Aerztegesellschaft Thurgau - Sekretariat Zeughausstrasse 16,,,,4000.0,,,,,4000.0,hco,msd,8532,-1,
1060,Aerztekongress Arosa,Arosa,CH,Wätterlüggaweg 9,,,,2340.0,,,,,2340.0,hco,amgen,8536,-1,
9648,Aerztenetz Bantiger,Ittigen,CH,Talgut-Zentrum 5,3063.0,AerztenetzBantigerIttigen,,1000.0,,,,,1000.0,hco,servier,8538,-1,
9204,Aerztenetzwerk Bern,Hinterkappelen,CH,Praxiszentrum im Ring,,,,5000.0,,,,,5000.0,hco,sandoz,8540,-1,
9649,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,3063.0,AerztenetzwerkGrauholzIttigen,,2000.0,,,,,2000.0,hco,servier,8543,-1,
10966,AerzteNetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,0.0,2160.0,0.0,0.0,0.0,0.0,2160.0,hco,zambon,8543,-1,
7933,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,,2800.0,,,,,2800.0,hco,novo,8543,-1,
5746,Aerzteverein Hinterthurgau,Aadorf,CH,"c/o Sonja Tacconi, Untermoosstrasse 11",,,,1200.0,,,,,1200.0,hco,menarini,10570,-1,
303,Aesculap Akademie,Sempach,CH,Seesatz 17,,,,2000.0,,,,,2000.0,hco,abbvie,8549,-1,
1854,affidea Cimed,Fribourg,CH,Rue Georges-Jordil 4,1700.0,1066345153,0.0,59899.2,0.0,0.0,0.0,0.0,59899.2,hco,bayer,8550,-1,
4139,AFOP - Verein für onkologische Pharmazie,Suhr,CH,"Spitalapotheke St. Claraspital, Kirschenweg 11",,,,5000.0,,,,,5000.0,hco,eli,-1,93,
9423,AFOP Verein für Onkologische Pharma,Suhr,CH,Kirschenweg 11,5034.0,,,3000.0,,,,,3000.0,hco,sanofi,-1,93,1.0
6141,AGAIA,Genève,CH,"11, rue Emile Young",,,,1000.0,,,,,1000.0,hco,merck,8554,-1,
4140,AGeMIG - Association genevoise des médecins de famille,Genève,CH,Rue du Conseil- Général 11,,,,2000.0,,,,,2000.0,hco,eli,8634,-1,
6430,AGeMIG - Association genevoise médecins de famille internistes généralistes,Genève,CH,AGeMIG - Association genevoise médecins - de famille internistes généralistes - Président : Dr Didier Châtelain Rue du Conseil-Général 11,,,,13600.0,,,,,13600.0,hco,msd,8634,-1,
7418,AGeMIG - Association genevoise médecins de famille internistes généralistes Président: Dr Didier Châtelain,Genève,CH,Rue du Conseil-Général 11,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,novartis,8634,-1,
6431,AGFAM Frau Manuela Hess,Schöfflisdorf,CH,AGFAM - Frau Manuela Hess Im Chüchelacher 2,,,,11000.0,,,,,11000.0,hco,msd,-1,-1,
5365,"Agg, Medico G15",Lugaggia,CH,Lugaggia,,,,1200.0,,,,,1200.0,hco,lundbeck,-1,-1,
9650,AGLA,Steinhausen,CH,c/o Medworld AG - Sennweidstrasse 46,6312.0,AGLAMedworldSteinhausen,,6000.0,,,,,6000.0,hco,servier,8553,142,1.0
1061,Agla Arbeitsgruppe Lipide Und Atherosklerose,Steinhausen,CH,Sennweidstrasse 46,,,,36200.0,,,,,36200.0,hco,amgen,8553,-1,
9205,Aglaea,Buchrain,CH,Hauptstrasse 12,,,,8460.0,,,,,8460.0,hco,sandoz,8558,-1,
6046,"AGZO ""Gesellschaft der Aerzte des Zürcher Oberlandes""",Dübendorf,CH,Tödiweg 1,8600.0,,,1500.0,,,,,1500.0,hco,mepha,9194,-1,
5747,AGZO Aerztegesellschaft Zürcher Oberland,Uster,CH,Quellenstrasse 4,,,,6000.0,,,,,6000.0,hco,menarini,8535,-1,
2874,aha! Allergiezentrum Schweiz,Bern,CH,Scheibenstrasse 20,3000.0,,,1700.0,,,,,1700.0,hco,biotest,8562,-1,
6432,Air-Glaciers SA Maison FXB du sauvetage,Sion,CH,Air-Glaciers SA - Maison FXB du sauvetage Route de l'Aéroport 25,,,,1000.0,,,,,1000.0,hco,msd,9601,-1,
3060,Air-Glaciers SA Maison FXB du sauvetage,Sion,CH,Route de l'Aéroport 25,1950.0,,,1000.0,,,,,1000.0,hco,boehringer,9601,-1,
6142,akj Fachverband Adipositas im Kindes- und Jugendalter,Aarau,CH,Herzogstrasse 1,,,,538.5,,,,,538.5,hco,merck,8564,-1,
7419,"Albert Bruppacher Stiftung c/o Universitâtsspital Zürich, Augenklinik",Zürich,CH,Frauenklinikstrasse 24,,,0.0,0.0,0.0,0.0,-250.0,0.0,-250.0,hco,novartis,8565,-1,
10675,Alliance Rouge,Bern,CH,Aarbergergasse 56,,,,108400.0,,,,,108400.0,hco,vifor,-1,-1,
5449,Alternative Communication,Lausanne,CH,Avenue Cecil 2,,,,3900.0,,,,,3900.0,hco,meda,8568,-1,
7420,"Alzheimer Forum Schweiz c/o Memory Clinic,Univers. Altersmedizin Felix Platter-Spital",Basel,CH,Burgfelderstrasse 101,,,300.0,0.0,0.0,0.0,0.0,0.0,300.0,hco,novartis,8570,-1,
6786,AMACTI,Lugano,CH,"Lugano, Via Tesserete 48",,,1700.0,,,,,,1700.0,hco,mundipharma,8571,-1,
8097,AMACTI,Lugano,CH,"c/o Cardiocentro Ticino, Via Tesserete 48",6900.0,,,3500.0,,,,,3500.0,hco,orion,8571,-1,
3763,AMACTI - Associazione Medici Anestesisti Canton Ticino,Lugano,CH,Via Tesserete 48,,,,2000.0,,,,,2000.0,hco,csl,8571,69,
304,AMACTI Associazione Medici Anestesisti del Canton Ticino,Lugano,CH,Via Tesserete 48,,,,2500.0,,,,,2500.0,hco,abbvie,8571,69,1.0
1855,AMBIMED Basel AG,Basel,CH,Klingentalstrasse 9,4057.0,40520860,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,bayer,-1,94,1.0
7421,AMBIMED Basel AG Augenchirurgische Tagesklinik,Basel,CH,Klingentalstrasse 9,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,novartis,10382,94,
