Hôpital Neuchâtelois,Neuchâtel,Switzerland,Neuchâtel,,8000,,,,,
Médecins de Famille,Fribourg,Switzerland,Fribourg,,2000,,,,,
Fondation Centre de Chimiothérapie Anti-Cancereuse,Lausanne,Switzerland,Lausanne,,1000,,,,,
Solothurner Spitäler - Kantonsspital,Olten,Switzerland,Olten,,1864,,,,,
Hôpital du Valais,Sion,Switzerland,Sion,,4200,,,,,
Claraspital,Basel,Switzerland,Basel,,4000,,,,,
Klinik im Hasel,Gontenschwil,Switzerland,Gontenschwil,,800,,,,,
Fosumos,St. Gallen,Switzerland,St. Gallen,,4500,,,,,
Spital Thurgau,Frauenfeld,Switzerland,Frauenfeld,,1000,,,,,
Spitalregion Rheintal Werdenberg Sarganserland,Grabs,Switzerland,Grabs,,4500,,,,,
Ordine dei Medici del Cantone Ticino,Mezzovico,Switzerland,Mezzovico,,1600,,,,,
Mednet - Ärztenetzwerk,Bern,Switzerland,Bern,,6000,,,,,
PizolCare,Mels,Switzerland,Mels,,5800,,,,,
Ospedale San Giovanni,Bellinzona,Switzerland,Bellinzona,,832,,,,,
Fosumis,Zug,Switzerland,Zug,,3000,,,,,
Zentralschweizer Ärzte-Forum,Luzern,Switzerland,Luzern,,2000,,,,,
Schweizerische Gesellschaft für intensive dynamische Kurzpsychiatrie,Bern,Switzerland,Bern,,2500,,,,,
Medinform GmbH,Zürich,Switzerland,Zürich,,6000,,,,,
SGC - Die Schweizer Chirurginnen und Chirurgen,Aarau,Switzerland,Aarau,,1000,,,,,
Associazione Mendrisio Medical Meeting,Mendrisio,Switzerland,Mendrisio,,3000,,,,,
SAKK,Bern,Switzerland,Bern,,5000,,,,,
Stiftung SONK,St. Gallen,Switzerland,St. Gallen,,1440,,,,,
Palliative.be,Bern,Switzerland,Bern,,1000,,,,,
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"",See-Spital,Horgen,Switzerland,Horgen,,500,,,,,,,
"",Réseau fribourgeois de santé mentale,Marsens,Switzerland,Marsens,,3000,,,,,,,
"",Spitalregion Fürstenland Toggenburg,Will,Switzerland,Will,,3600,,,,,,,
"",Associazione Medici Anestesisti Canton Ticino,Lugano,Switzerland,Lugano,,2200,,,,,,,
"",Solothurner Spitäler - Bürgerspital,Solothurn,Switzerland,Solothurn,,2000,,,,,,,
"",Instiut für Forschung und Fortbildung in der Medizin,Burgdorf,Switzerland,Burgdorf,,1600,,,,,,,
"",Kantonsspital,Baden,Switzerland,Baden,,3700,,,,,,,
"",Lindenhofgruppe,Bern,Switzerland,Bern,,332.1,,,,,,,
"",Schweizerische Arbeitsgruppe für Cannabinoide in der Medizin (SACM),Bern,Switzerland,Bern,,6000,,,,,,,
"",Circolo Medico del Bellinzonese,Arbedo,Switzerland,Arbedo,,1500,,,,,,,
"",Ostschweizer Ärzte-Symposium,St. Gallen,Switzerland,St. Gallen,,2000,,,,,,,
"",Verein der Pneumologen des Kantons Bern,Bern,Switzerland,Bern,,1000,,,,,,,
"",Vereinigung Bernischer Anästhesiologen,Bern,Switzerland,Bern,,1500,,,,,,,
"",Instiut für Hausarztmedizin & Community Care,Luzern,Switzerland,Luzern,,1500,,,,,,,
"",Société Vaudoise de Médecine,Lausanne,Switzerland,Lausanne,,12000,,,,,,,
"",Réseau Santé Balcon Jura,Sainte-Croix,Switzerland,Sainte-Croix,,400,,,,,,,
"",Psychiatrische Dienste Aargau AG,Brugg,Switzerland,Brugg,,1000,,,,,,,
"",Kantonsspital,Nidwalden,Switzerland,Nidwalden,,2000,,,,,,,
"",Palliatve.bl-bs,Laufen,Switzerland,Laufen,,1200,,,,,,,
"",PharmActuel,Basel,Switzerland,Basel,,1000,,,,,,,
"",Ordre Neuchâtelois des Pharmaciens,Neuchâtel,Switzerland,Neuchâtel,,1107.2,,,,,,,
"",Spital Limmattal,Schlieren,Switzerland,Schlieren,,1278.3,,,,,,,
"",Kantonsspital Baselland,Liestal,Switzerland,Liestal,,3400,,,,,,,
"",Spital Thurgau - Externer Psychiatrischer Dienst,Münsterlingen,Switzerland,Münsterlingen,,500,,,,,,,
"",Verband Ostschweizer Rettungssanitäter (VOR),Sursee,Switzerland,Sursee,,1500,,,,,,,
"",Pneumologikum,Winterthur,Switzerland,Winterthur,,700,,,,,,,
"",Swiss Medical Students Convention,Genf,Switzerland,Genf,,2000,,,,,,,
"",Privatklinik,Meiringen,Switzerland,Meiringen,,3600,,,,,,,
"",Privatklinik Obach,Solothurn,Switzerland,Solothurn,,2000,,,,,,,
"",Hirslanden Medical Center,Aarau,Switzerland,Aarau,,1000,,,,,,,
"",Gruppo Medicina Manuale della Svizzera Italiana,Balerna,Switzerland,Balerna,,1000,,,,,,,
"",Ospedale Regionale,Mendrisio,Switzerland,Mendrisio,,600,,,,,,,
"",Clinique Bois-Cerf,Lausanne,Switzerland,Lausanne,,3000,,,,,,,
"",Psychiatrie & Psychotherapie Pizol,Buchs,Switzerland,Buchs,,1000,,,,,,,
"",Infodrog Radix,Bern,Switzerland,Bern,,2000,,,,,,,
"",Societa Ticinese Degli Allergologi ed Immunologi,Lugano,Switzerland,Lugano,,350,,,,,,,
"",Pochi Ma Buoni,Riva San Vitale,Switzerland,Riva San Vitale,,700,,,,,,,
"",Circolo Medico 3 Valli,Airolo,Switzerland,Airolo,,500,,,,,,,
"",SSHO,Küssnacht a.R.,Switzerland,Küssnacht a. R.,,27000,,,,,,,
"",Oberwalliser Ärztegesellschaft,Brig,Switzerland,Brig,,2000,,,,,,,
"",,,,,,,,,,,,,
"",,,,,,,,,,,,,
"",,,,,,,,,,,,,
"",,,,,,,,,,,,,
"","OTHER, NOT INCLUDED ABOVE - where information cannot be disclosed on an individual basis for legal reasons",,,,,,,,,,,,
"",Aggregate amount attributable to transfers of value to such Recipients - Art. 3.02,Aggregate HCOs,Aggregate HCOs,Aggregate HCOs,Aggregate HCOs,Aggregate HCOs,Aggregate HCOs,,Optional,,,,
"",Number of Recipients in aggregate disclosure - Art. 3.02,number,number,number,number,number,number,Optional,,,,,
"",% of the number of Recipients included in the aggreate disclosure in the total number of Recipients disclosed  - Art. 3.02,%,%,%,%,%,%,N/A,,,,,
"",,,,,,,,,,,,,
"",AGGREGATE DISCLOSURE,,,,,,,,,,,,
"",Transfers of Value re Research & Development as defined - Article 3.04 and Schedule 1,,149'847,,,,,,,,,,
