Dr. Angela Hähnsen,Zürich,Switzerland,Stadtspital Triemli,"",N/A,N/A,236,386,"","","",622
Dr. Sascha Mandic,Olten,Switzerland,Kantonsspital,"",N/A,N/A,537,655,"","","",1192
Dr. Isabelle Hirt,Chur,Switzerland,Kantonsspital Graubünden,"",N/A,N/A,537,653,"","","",1190
Dr. Vanessa Ross,Viganello,Switzerland,Ospedale Italiano,"",N/A,N/A,516,554,"","","",1070
Dr. Norbert Schmitter,Aarau,Switzerland,Hirslanden Klinik,"",N/A,N/A,472,528,"","","",1000
Dr. Lorena Witzig,Zürich,Switzerland,Spital Waid,"",N/A,N/A,583,497,"","","",1080
Dr. André Zemp,Aarau,Switzerland,Kantonsspital,"",N/A,N/A,583,501,"","","",1084
Dr. Chantal Berna Renella,Lausanne,Switzerland,CHUV,"",N/A,N/A,428,658,"","","",1086
Dr. Silvia Bieri,Zürich,Switzerland,Privatspital Bethanien,"",N/A,N/A,664,406,"","","",1070
Dr. Paolo Maino,Viganello,Switzerland,Ospedale Italiano,"",N/A,N/A,428,1000,"","","",1428
Dr. Etienne Perrin,Petit-Lancy,Switzerland,Petit-Lancy,"",N/A,N/A,460,1222,"","","",1682
Prof. Marco Pons,Lugano,Switzerland,Ospedale Regionale di Lugano,"",N/A,N/A,460,936,"","","",1396
Dr. Nicolas Henzi,Zürich,Switzerland,Universitätsspital,"",N/A,N/A,170,1348,"","","",1518
Prof. Lutz Freitag,Zürich,Switzerland,Universitätsspital,"",N/A,N/A,0,637,"","","",637
Mr. Petrut Vremaroiu,Sion,Switzerland,Hôpital du Valais,"",N/A,N/A,260,1264,"","","",1524
Dr. Alexander Buchholt,Basel,Switzerland,Universitätsspital,"",N/A,N/A,325,1107,"","","",1432
Dr. Kurosch Purkabiri,Basel,Switzerland,Universitätsspital,"",N/A,N/A,325,1106,"","","",1431
Dr. Antonio Valenti,Lugano,Switzerland,Ospedale Regionale di Lugano,"",N/A,N/A,388,1084,"","","",1472
Dr. Bruno Naccini,Lugano,Switzerland,Clinica Luganese SA,"",N/A,N/A,560,1422,"","","",1982
Dr. Susanne Guglielmi,St. Gallen,Switzerland,St. Gallen,"",N/A,N/A,291,309,"","","",600
Dr. Bernhard Frühauf,Walenstadt,Switzerland,Walenstadt,"",N/A,N/A,291,319,"","","",610
Dr. Daniel Güntert,Wattwil,Switzerland,Wattwil,"",N/A,N/A,291,417,"","","",708
Dr. Karl Michael Essig,Baden,Switzerland,Baden,"",N/A,N/A,254,304,"","","",558
Dr. Michael Witschi,Münsingen,Switzerland,Münsingen,"",N/A,N/A,291,305,"","","",596
Dr. Sylvia Montalvan,Thun,Switzerland,Thun,"",N/A,N/A,272,448,"","","",720
Dr. Ueli Keller,Belp,Switzerland,Belp,"",N/A,N/A,433,341,"","","",774
Dr. Maurus Pfister,St. Gallen,Switzerland,Kantonsspital,"",N/A,N/A,291,319,"","","",610
Dr. Lilian Junker,Thun,Switzerland,Spital STS AG,"",N/A,N/A,291,311,"","","",602
Dr. Thomas Sigrist,Barmelweid,Switzerland,Klinik Barmelweid AG,"",N/A,N/A,291,421,"","","",712
Dr. Martin Frey,Barmelweid,Switzerland,Klinik Barmelweid AG,"",N/A,N/A,291,281,"","","",572
Dr. Carlos Cardoso Vigueros,Bern,Switzerland,Inselspital,"",N/A,N/A,272,308,"","","",580
Dr. Anita Gander,Bern,Switzerland,Inselspital,"",N/A,N/A,254,300,"","","",554
Dr. Peter Ludwig,Chur,Switzerland,Kantonsspital Graubünden,"",N/A,N/A,291,271,"","","",562
PD Dr. Bernhard Hess,Zürich,Switzerland,Klinik im Park,"",N/A,N/A,"","",3720,"","",3720
Dr. Patricia Demont,Bern,Switzerland,Tiefenauspital,"",N/A,N/A,254,300,"","","",554
med. pract. Stefan Wyden,Bern,Switzerland,Tiefenauspital,"",N/A,N/A,254,296,"","","",550
Dr. Michael Huber,Wetzikon,Switzerland,GZO AG Spital Wetzikon,"",N/A,N/A,272,320,"","","",592
Dr. Anna-Maria Balestra,Basel,Switzerland,St. Claraspital,"",N/A,N/A,291,259,"","","",550
Dr. Tamás Major,Uznach,Switzerland,Spital Linth,"",N/A,N/A,291,337,"","","",628
Dr. Werner Strobel,Basel,Switzerland,Universitätsspital,"",N/A,N/A,291,217,"","","",508
Dr. Anne Cairoli,Lausanne,Switzerland,CHUV,"",N/A,N/A,660,3150,"","","",3810
Prof. Christoph Driessen,St. Gallen,Switzerland,St. Gallen,"",N/A,N/A,660,2132,"","","",2792
etc.,"","","","",N/A,N/A,"","","","","",""
Aggregate amount attributable to transfers of value to such Recipients - Art. 3.02,N/A,N/A,Aggregate HCPs,Aggregate HCPs,Aggregate HCPs,Aggregate HCPs,""
Number of Recipients in aggregate disclosure - Art. 3.02,N/A,N/A,number,number,number,number,""
% of the number of Recipients included in the aggreate disclosure in the total number of Recipients disclosed - Art. 3.02,N/A,N/A,%,%,%,%,""
Universitätsspital,Basel,Switzerland,Basel,"",16700,"","","","","",""
Kantonsspital,Luzern,Switzerland,Luzern,"",12200,"","","","","",""
Kantonsspital,Fribourg,Switzerland,Fribourg,"",6000,"","","","","",""
Stiftung Oncology Conferences,St. Gallen,Switzerland,St. Gallen,"",1500,"","","","","",""
Kantonsspital,Winterthur,Switzerland,Winterthur,"",6300,"","","","","",""
Stadtspital Triemli,Zürich,Switzerland,Zürich,"",26368,"","","","","",""
Kantonsspital,Luzern,Switzerland,Sursee-Wolhusen,"",1000,"","","","","",""
Institut für Hausarztmedizin,Bern,Switzerland,Bern,"",3000,"","","","","",""
Forum Suchtmedizin Innerschweiz,Zug,Switzerland,Zug,"",3000,"","","","","",""
Forum Suchtmedizin Innerschweiz,St. Gallen,Switzerland,St. Gallen,"",3000,"","","","","",""
Bürgerspital,Solothurn,Switzerland,Solothurn,"",800,"","","","","",""
Centre neuchâtelois de psychiatrie,Neuchâtel,Switzerland,Neuchâtel,"",1500,"","","","","",""
Swiss Tumor Institute,Zürich,Switzerland,Zürich,"",5900,"","","","","",""
St. Claraspital,Basel,Switzerland,Basel,"",4000,"","","","","",""
Spital,Schwyz,Switzerland,Schwyz,"",3000,"","","","","",""
Spital,Dornach,Switzerland,Dornach,"",1500,"","","","","",""
Spitalverbund Appenzell Ausserrhoden,Herisau,Switzerland,Herisau,"",500,"","","","","",""
Inselspital,Bern,Switzerland,Bern,"",36543,"","","","","",""
Centre de Soins et de Santé communautaire,Sainte-Croix,Switzerland,Sainte-Croix,"",1500,"","","","","",""
Universitätsklinik Balgrist,Zürich,Switzerland,Zürich,"",3000,"","","","","",""
Integrierte Psychiatrie,Winterthur,Switzerland,Winterthur,"",2000,"","","","","",""
Reha Klinik,Rheinfelden,Switzerland,Rheinfelden,"",1500,"","","","","",""
Staatsverein,Zürich,Switzerland,Zürich,"",5000,"","","","","",""
Ospedale Regionale,Lugano,Switzerland,Lugano,"",1500,"","","","","",""
Fondation centre de Chimiothérapie Anti-Cancereuse,Lausanne,Switzerland,Lausanne,"",1000,"","","","","",""
DoXNet,Bern,Switzerland,Bern,"",3000,"","","","","",""
CHUV,Lausanne,Switzerland,Lausanne,"",13324,"","","","","",""
PizolCare,Mels,Switzerland,Mels,"",5000,"","","","","",""
Kantonsspital,St. Gallen,Switzerland,St. Gallen,"",16988.8,"","","","","",""
Regionalspital Surselva,Ilanz,Switzerland,Ilanz,"",500,"","","","","",""
Schweizerische Gesellschaft für Psychoonkologie,Bern,Switzerland,Bern,"",2000,"","","","","",""
Kant. Ärztegesellschaft,Schaffhausen,Switzerland,Schaffhausen,"",2500,"","","","","",""
Klinik im Park,Zürich,Switzerland,Zürich,"",2500,"","","","","",""
Suchtberatung AGS,Döttingen,Switzerland,Döttingen,"",1000,"","","","","",""
Zentralschweizer Ärzte-Forum,Luzern,Switzerland,Luzern,"",2000,"","","","","",""
Kantonsspital,Nidwalden,Switzerland,Nidwalden,"",2000,"","","","","",""
Palliative.co,Solothurn,Switzerland,Solothurn,"",1000,"","","","","",""
Hôpitaux de l'Est Lémanique,Vevey,Switzerland,Vevey,"",500,"","","","","",""
Ärzteverein Werdenberg/Sargans,Sargans,Switzerland,Sargans,"",1296,"","","","","",""
Kantonsspital,Aarau,Switzerland,Aarau,"",12388.5,"","","","","",""
Klinik Valens,Valens,Switzerland,Valens,"",2000,"","","","","",""
Universität,Zürich,Switzerland,Zürich,"",44000,"","","","","",""
Igomed,Thun,Switzerland,Thun,"",6401,"","","","","","",""
Privatklinik Obach,Solothurn,Switzerland,Solothurn,"",2000,"","","","","","",""
Oberwalliser Ärztegesellschaft,Brig,Switzerland,Brig,"",2000,"","","","","","",""
Groupe Francophone Suisse des Médecine Manuelle,Genf,Switzerland,Genf,"",1000,"","","","","","",""
Spital Sonnenhof,Bern,Switzerland,Bern,"",2000,"","","","","","",""
Schweizerische Gesellschaft für intensive dynamische Kurzpsychotherapie,Zürich,Switzerland,Zürich,"",3000,"","","","","","",""
Societa Ticinese degli allergologia ed immunologia,Lugano,Switzerland,Lugano,"",350,"","","","","","",""
Ordine dei medici del Canton Ticino,Mezzovico,Switzerland,Mezzovico,"",1600,"","","","","","",""
Associazione Triangolo,Locarno,Switzerland,Locarno,"",1300,"","","","","","",""
Kantonsspital Baselland,Liestal,Switzerland,Liestal,"",2000,"","","","","","",""
Kantonsspital Graubünden,Chur,Switzerland,Chur,"",3000,"","","","","","",""
See-Spital,Horgen,Switzerland,Horgen,"",1000,"","","","","","",""
Aesculap Akademie,Sempach,Switzerland,Sempach,"",2000,"","","","","","",""
Medinform Hautapotheken,Zürich,Switzerland,Zürich,"",6000,"","","","","","",""
HUG,Genf,Switzerland,Genf,"",35969.2,"","","","","","",""
Réseau fribourgeoise de santé mentale,Marsens,Switzerland,Marsens,"",2000,"","","","","","",""
Fondation fribourgeoise pour la recherche et la formation sur le cancer,Fribourg,Switzerland,Fribourg,"",2000,"","","","","","",""
Ärztenetzwerk Oberes Emmental,Langnau,Switzerland,Langnau,"",1500,"","","","","","",""
Praxisgemeinschaft Tulpenstrasse AG,Kirchberg,Switzerland,Kirchberg,"",600,"","","","","","",""
Spital,Wetzikon,Switzerland,Wetzikon,"",2000,"","","","","","",""
Hôpital du Jura,Delémont,Switzerland,Delémont,"",2400,"","","","","","",""
Hôpital du Valais,Sion,Switzerland,Sion,"",3500,"","","","","","",""
Schweizerische Arbeitsgemeinschaft für Klinische Krebsforschung,Bern,Switzerland,Bern,"",5000,"","","","","","",""
Die Schweizer Chirurginnen und Chirurgen,Aarau,Switzerland,Aarau,"",925.95,"","","","","","",""
Ligue fribourgeoise contre le rhumatisme,Fribourg,Switzerland,Fribourg,"",1000,"","","","","","",""
Fosumos,St. Gallen,Switzerland,St. Gallen,"",2000,"","","","","","",""
Schweiz. Akademie der Pharmazeutischen Wissenschaften,Bern,Switzerland,Bern,"",2000,"","","","","","",""
Associazione medici anestesisti canton Ticino,Lugano,Switzerland,Lugano,"",700,"","","","","","",""
Associazione medici anestesisti canton Ticino,Lugano,Switzerland,Lugano,"",1500,"","","","","","",""
Ospedale Regionale,Lugano,Switzerland,Lugano,"",2000,"","","","","","",""
Universitäre Psychiatrische Dienste,Bern,Switzerland,Bern,"",5800,"","","","","","",""
Hôpital neuchâtelois,Neuchâtel,Switzerland,Neuchâtel,"",12000,"","","","","","",""
Remed,Genf,Switzerland,Genf,"",4000,"","","","","","",""
Association d'Aesculap en Lavaux,"",Switzerland,"","",2000,"","","","","","",""
Lichtblick Hospiz,Basel,Switzerland,Basel,"",2000,"","","","","","",""
Tox Info Suissse,Zürich,Switzerland,Zürich,"",1000,"","","","","","",""
Association romande pour la formation continue en oncologie médicale,Lausanne,Switzerland,Lausanne,"",1500,"","","","","","",""
Schweizer Paraplegiker Zentrum,Nottwil,Switzerland,Nottwil,"",1500,"","","","","","",""
Vereinigung Luzerner Hausärzte,Luzern,Switzerland,Luzern,"",1500,"","","","","","",""
Groupement des Pneumologues genevois,Genf,Switzerland,Genf,"",2000,"","","","","","",""
Ärzzteverein Werdenberg/Sarganserland,Sargans,Switzerland,Sargans,"",500,"","","","","","",""
Spitalregion Fürstenland Toggenburg SRFT,Wil/SG,Switzerland,Wil/SG,"",3623.5,"","","","","","",""
Groupement Vaudois des Spécialistes en Allergologie et Immunologie Clinique,Lausanne,Switzerland,Lausanne,"",1000,"","","","","","",""
Spital Thurgau AG,Münsterlingen,Switzerland,Münsterlingen,"",3440,"","","","","","",""
Association Médecins familles neuchâtelois,Neuchâtel,Switzerland,Neuchâtel,"",1000,"","","","","","",""
Hôpital neuchâtelois,Neuchâtel,Switzerland,Neuchâtel,"",2500,"","","","","","",""
Schweizer Paraplegiker Zentrum,Nottwil,Switzerland,Nottwil,"",1000,"","","","","","",""
Solothurner Spitäler,Dornach,Switzerland,Dornach,"",1000,"","","","","","",""
St. Claraspital,Basel,Switzerland,Basel,"",831.6,"","","","","","",""
Vereinigung Bernischer Anästhesiologen,Bern,Switzerland,Bern,"",2000,"","","","","","",""
Operationszentrum Burgdorf AG,Burgdorf,Switzerland,Burgdorf,"",800,"","","","","","",""
Solothurner Spitäler,Olten,Switzerland,Olten,"",2000,"","","","","","",""
Staatsverein,Basel,Switzerland,Basel,"",2000,"","","","","","",""
Université de Genève - Groupe de Médicometrie,Genf,Switzerland,Genf,"",1000,"","","","","","",""
Tucare,Dietikon,Switzerland,Dietikon,"",800,"","","","","","",""
Gruppo Medico Formazione,Giubiasco,Switzerland,Giubiasco,"",3000,"","","","","","",""
Zürcher Schmerzkonferenz,Zürich,Switzerland,Zürich,"",2000,"","","","","","",""
Associazione Mendrisio Medical Meeting,Bedano,Switzerland,Bedano,"",2000,"","","","","","",""
"Circolo die Qualità ""Campagna Adorno""",Lugano,Switzerland,Lugano,"",700,"","","","","","",""
Pharmactuel,Bern,Switzerland,Bern,"",2000,"","","","","","",""
Onkozentrum Hirslanden,Zürich,Switzerland,Zürich,"",800,"","","","","","",""
Staatsverein,Bern,Switzerland,Bern,"",4000,"","","","","","",""
Palliative.ch,Fribourg,Switzerland,Fribourg,"",1500,"","","","","","",""
Universitäre Psychiatrische Kliniken,Basel,Switzerland,Basel,"",2400,"","","","","","",""
IPS-Netzwerk Südostschweiz (INSO),Chur,Switzerland,Chur,"",1000,"","","","","","",""
Association Romande des Assistantes Médicales,Lausanne,Switzerland,Lausanne,"",1000,"","","","","","",""
Psychiatriezentrum,Münsingen,Switzerland,Münsterlingen,"",602,"","","","","","",""
