"name","location","country","address","uci","donations_grants","sponsorship","registration_fees","travel_accommodation","fees","related_expenses","total","type"
"DRK Kliniken Berlin","14005 Berlin","Deutschland","Deutsches Rotes Kreuz Postfach 191563",,,600,,,,,600,"hco"
"DRK-Kreisverband  Chemnitz e.V.","09120 Chemnitz","Deutschland","Altchemnitzer Str. 26",,,500,,,,,500,"hco"
"Deutsche Gesellschaft  für Epileptologie","10117 Berlin","Deutschland","e.V. Reinhardtstr. 14",,,,,,455,,455,"hco"
"Deutsche Klinik für  Diagnostik","65191 Wiesbaden","Deutschland","Aukammalle 33",,,,,,3145.06,,3145.06,"hco"
"Diakoniekrankenhaus  Friederikenstift gGm","30169 Hannover","Deutschland","Humboldtstraße 5",,,1000,,,,,1000,"hco"
"Diakoniekrankenhaus  Henriettenstiftung","30171 Hannover","Deutschland","gGmbH Marienstraße 72 - 90",,,1500,,,,,1500,"hco"
"Dietrich Bonhoeffer  Klinikum","17036  Neubrandenburg","Deutschland","Allendestraße 30",,,500,,,,,500,"hco"
"Dr Harin Veltrup, ZNS  Services","40545 Duesseldorf","Deutschland","Wodanstrasse 3",,,2486.87,,,,,2486.87,"hco"
"EKA  Erzgebirgsklinikum  Annaberg gGmbH","09456 Annaberg- Buchholz","Deutschland","Chemnitzer Straße 15",,,98.31,,,,,98.31,"hco"
"Epilepsieklinik Tabor","16321 Bernau","Deutschland","Ladeburger Straße 15",,,928.64,,,,,928.64,"hco"
"Epilepsiezentrum  Hamburg","22337 Hamburg","Deutschland","Ev. Krankenhaus  Alsterdorf gGmbH Elisabeth-Flügge-Straße  1",,100,,,,,,100,"hco"
"Epilepsiezentrum Kork","77694 Kehl, Rhein","Deutschland","Landstraße 1",,,6500,,,,,6500,"hco"
"Ev.- Luth.  Diakonissenanstalt  Dresdene.V","01099 Dresden","Deutschland","Holzhofgasse 29",,,850,,,,,850,"hco"
"Evang. Krankenhaus  Hamm gGmbH","59065 Hamm","Deutschland","Werler Str. 110",,,630.25,,,,,630.25,"hco"
"Evangelische Kliniken","45805  GELSENKIRCHEN","Deutschland","Munkelst. 27",,,700,,,,,700,"hco"
"Evangelische Kliniken  Bonn gGmbH","53113 Bonn","Deutschland","Johanniterstraße 3-5",,,750,,,,,750,"hco"
"Evangelisches  Krankenhaus  Alsterdorf","22337 Hamburg","Deutschland","Bodelschwinghstraße 24",,,1500,,,,,1500,"hco"
"Evangelisches  Krankenhaus Unna","59423 Unna","Deutschland","Holbeinstraße 10",,,500,,,,,500,"hco"
"Franziskus Hospital","33615 Bielefeld","Deutschland","Kiskerstraße 26",,,750,,,,,750,"hco"
"Franziskus-Hospital  Harderberg","49124  Georgsmarienhütte","Deutschland","Alte Rothenfelder Straße  23",,,750,,,,,750,"hco"
"Frauenärzte in der  ambulanten","01307 Dresden","Deutschland","Krebstherapy Thomas-Müntzer-Platz 5",,,1000,,,,,1000,"hco"
"Friedrich-Ebert- Krankenhaus","24534 Neumünster","Deutschland","Neumünster Friesenstraße 11",,,1500,,,,,1500,"hco"
"Förderverein der  Frauenklinik e.V.","47805 Krefeld","Deutschland","Lutherplatz 40",,,1000,,,,,1000,"hco"
"Gemeinschaftskliniku m Kemperhof Koblenz","56073 Koblenz","Deutschland","Koblenzer Str. 115 - 155",,,750,,,,,750,"hco"
"German Breast Group","63263 Neu-Isenburg","Deutschland","Martin-Behaim-Strasse  12",,,10000,,,,,10000,"hco"
"Gesellschaft für  Epilepsieforschung","33617 Bielefeld","Deutschland","Maraweg 21",,5000,,,,,,5000,"hco"
"Heilig Geist- Krankenhaus GmbH","50737 Köln- Longerich","Deutschland","Graseggerstraße 105",,,,,,804,,804,"hco"
"Heinrich-Braun- Klinikum","08060 Zwickau","Deutschland","Karl-Keil-Str. 35",,,500,,,,,500,"hco"
"If-kongress- management gmbh","82024 Taufkirchen,  Kreis München","Deutschland","Hainbuchenstr. 47",,,,,,1200,,1200,"hco"
"InVO GbR","56068 Koblenz am  Rhein","Deutschland","Neversstraße 5",,,1000,,,,,1000,"hco"
"Institut für Diagnostik  der Epilepsien (","10365 Berlin","Deutschland","Herzbergstr. 79",,,7300,,,,,7300,"hco"
"Institut für  Frauengesundheit  (IFG) GmbH","91054 Erlangen","Deutschland","an der Frauenklinik  Universitätskliniku Universitätsstraße 21-23",,,800,,,,,800,"hco"
"JOHANNITER GmbH","53113 Bonn","Deutschland","JOHANNITERstr. 3-5",,,750,,,,,750,"hco"
"Jordan Apotheke","91052 Erlangen","Deutschland","Inh. Jordan Hammad e.K. Michael-Vogel-Straße 1B",,,,,,160,,160,"hco"
"KLINIKUM VEST  GmbH","45657  Recklinghausen","Deutschland","Dorstener Straße 151",,,500,,,,,500,"hco"
"Katholisches Klinikum  Mainz","55131 Mainz","Deutschland","An der Goldgrube 11 3",,,800,,,,,800,"hco"
"Ketteler-Krankenhaus  Offenbach","63071 Offenbach am  Main","Deutschland","Lichtenplattenweg 85",,,700,,,,,700,"hco"
"Kleinwachau -  Sächsisches","01454 Radeberg","Deutschland","Wachauer Str. 30",,,1500,,,,,1500,"hco"
"Klinik Angermühle","94469 Deggendorf","Deutschland","Am Stadtpark 1",,,500,,,,,500,"hco"
"Klinik Walstedde  GmbH","48317 Drensteinfurt","Deutschland","Nordholter Weg 3",,,500,,,,,500,"hco"
"Kliniken Erlabrunn  gGmbH","08359 Breitenbrunn","Deutschland","Am Märzenberg 1a",,,126.05,,,,,126.05,"hco"
"Kliniken Schmieder  (Stiftung & Co.)","78476 Allensbach","Deutschland","Zum Tafelholz, 8",,,750,,,,,750,"hco"
"Kliniken der Stadt Köln gGmbH","51067 Köln","Deutschland","Neufelder Str. 34",,,1250,,,,,1250,"hco"
"Kliniken des  Landkreises","79539 Lörrach","Deutschland","Lörrach GmbH Spitalstraße 25,",,,600,,,,,600,"hco"
"Kliniken des Main- Taunus-Kreises  GmbH","65702 Hofheim am  Taunus","Deutschland","Postfach 12 40",,,400,,,,,400,"hco"
"Klinikum Augsburg","86156 Augsburg","Deutschland","Stenglinstr.2",,,300,,,,,300,"hco"
"Klinikum Bad Hersfeld","36251 Bad Hersfeld","Deutschland","Seilerweg 29",,,750,,,,,750,"hco"
"Klinikum Bayreuth  GmbH","95445 Bayreuth","Deutschland","Preuschwitzer Str. 101",,,500,,,,,500,"hco"
"Klinikum Coburg  GmbH","96412 Coburg","Deutschland","Ketschendorfer Straße  33",,,500,,,,,500,"hco"
"Klinikum Darmstadt  GmbH","64283 Darmstadt","Deutschland","Grafenstraße 9",,,700,,,,,700,"hco"
"Klinikum Ernst von  Bergmann","14467 Potsdam","Deutschland","Charlottenstr. 72",,,1497,,,,,1497,"hco"
"Klinikum Hanau  GmbH","63450 Hanau","Deutschland","Leimenstrasse 20",,,1000,,,,,1000,"hco"
"Klinikum Kulmbach","95326 Kulmbach","Deutschland","Albert-Schweitzer-Str. 10",,,300,,,,,300,"hco"
"Klinikum Ludwigsburg","71640 Ludwigsburg","Deutschland","Posilipostraße 4",,,250,,,,,250,"hco"
"Klinikum Neumarkt","92318 Neumarkt in  der Oberpfalz","Deutschland","Nürnberger Straße 12",,,500,,,,,500,"hco"
"Klinikum Offenbach  GmbH","63069 Offenbach","Deutschland","Starkenburging 66",,,400,,,,,400,"hco"
"Klinikum Südstadt  Rostock","18059 Rostock","Deutschland","Facharzt für  Gaynäkologie Südring 81",,,2500,,,,,2500,"hco"
"Klinikum Wolfsburg","38440 Wolfsburg","Deutschland","Sauerbruchstr. 7",,,1000,,,,,1000,"hco"
"Klinikum Worms  gGmbH","67550 Worms","Deutschland","Gabriel-von-Seidl-Straße  81",,,500,,,,,500,"hco"
"Klinikum am  Steinenberg","72764 Reutlingen","Deutschland","Steinenbergstraße 31",,,300,,,,,300,"hco"
"Klinikum der  Universität München","81377 München","Deutschland","Marchioninistraße 15",,,2800,,,,,2800,"hco"
"Klinikum rechts der  Isar","81675 Muenchen","Deutschland","Ismaninger Strasse 22",,,1000,,,,,1000,"hco"
"Knappschaftsklinikum  Saar GmbH","66346 Püttlingen","Deutschland","Krankenhaus Püttlingen In der Humes 35",,,500,,,,,500,"hco"
"Kompetenzzentrum  Gynäkologie","18435 Stralsund","Deutschland","Dr. med. Carsten  Hielscher Große Parower Straße  47 - 53",,,600,,,,,600,"hco"
"Krankenhaus Maria  Hilf","41063  Mönchengladbach","Deutschland","Viersener Straße 450",,,500,,,,,500,"hco"
"Krankenhaus Martha- Maria Halle Dölau","06120 Halle","Deutschland","Klinik für Neurologie Röntgenstraße 1",,,500,,,,,500,"hco"
"Krankenhaus  Rummelsberg","90592  Schwarzenbruck","Deutschland","Rummelsberg 71",,,500,,,,,500,"hco"
"Krankenhaus St.  Joseph-Stift GmbH","28209 Bremen","Deutschland","Schwachhauser  Heerstraße 54",,,750,,,,,750,"hco"
"Kreisklinik Ebersberg  gGmbH","85560 Ebersberg,  Oberbayern","Deutschland","Pfarrer-Guggetzer-Straße  3",,,300,,,,,300,"hco"
"Leopoldina- Krankenhaus der  Stadt Schwein","97422 Schweinfurt","Deutschland","Gustav-Adolf-Straße 8",,,,,,300,,300,"hco"
"MGN e.v nuklear  medizin Hanau","63450 Hanau","Deutschland","Nußallee 7",,,420.17,,,,,420.17,"hco"
"Mammazentrum  Hamburg","20357 Hamburg","Deutschland","Moorkamp 2-6",,,1000,,,,,1000,"hco"
"Marien-Hospital Witten","58452 Witten","Deutschland","Marienplatz 2",,,,,,1200,1053.8,2253.8,"hco"
"Marienhospital  Stuttgart","70199 Stuttgart","Deutschland","Böheimstr. 37",,,500,,,,,500,"hco"
"Martin Luther  Krankenhaus","14193 Berlin- Grunewald","Deutschland","Caspar-Theyß-Straße 27- 31",,,800,,,,,800,"hco"
"Medconcept","15366 Neuenhagen  bei Berlin","Deutschland","Friedenstraße 58",,,3000,,,,,3000,"hco"
"MediClin Müritz- Klinikum","17192 Waren  (Müritz)","Deutschland","Weinbergstr. 19",,,500,,,,,500,"hco"
"Medionko-Institut GbR","10367 Berlin -  Fennpfuhl","Deutschland","Möllendorffstr. 49",,,2000,,,,,2000,"hco"
"Medizinisches  Versorgungszentrum","78464 Konstanz","Deutschland","der Spitalstiftung  Konstanz Luisenstraße 7g",,,500,,,,,500,"hco"
"Missionsärztliche  Klinik Gemeinnützige","97074 Würzburg","Deutschland","Gesellschaft mbH Salvatorstraße 7",,,500,,,,,500,"hco"
"Neuro Centrum  Science GmbH","64711 Erbach,  Odenwald","Deutschland","Albert-Schweitzer-Str. 8",,,,,,2300.5,,2300.5,"hco"
"NeuroWissConsult  GmbH & Co. KG","53127 Bonn","Deutschland","Höhenweg 36",,,,,,2500,1601.88,4101.88,"hco"
"Neurologische Klinik  GmbH","97616 Bad  Neustadt/Saale","Deutschland","von-Guttenberg-Str. 10",,,,,,700,100.54,800.54,"hco"
"NewConceptOncology  GmbH","30159 Hannover","Deutschland","Goseriede 4",,,1000,,,,,1000,"hco"
"Noggo E.V","13353 Berlin","Deutschland","Augustenburger Platz 1",,,750,,,,,750,"hco"
"OGD Ostprignitz- Ruppiner","16816 Neuruppin","Deutschland","Gesundheitsdienste  GmbH Fehrbelliner Straße 38",,,500,,,,,500,"hco"
"ORTENAU  KLINIKUM","77654 Offenburg","Deutschland","Ebertplatz 12",,,500,,,,,500,"hco"
"Onkologische  Schwarzwald Alb","78532 Tuttlingen","Deutschland","Zeppenlinstr.21",,,,,,300,,300,"hco"
"Paracelsus-Klinik","08060 Zwickau","Deutschland","Werdauer Str. 68",,,500,,,,,500,"hco"
"Paracelsus-Klinik","49076 Osnabrück","Deutschland","Am Natruper Holz 69",,,1500,,,,,1500,"hco"
"Park-Klinik  Weißensee","13086 Berlin","Deutschland","Schönstraße 80",,,1000,,,,,1000,"hco"
"Petrus-Krankenhaus","42283 Wuppertal","Deutschland","Carnaper Str. 35",,,750,,,,,750,"hco"
"Pleißental-Klinik  GmbH","08412 Werdau,  Sachsen","Deutschland","Ronneburger Str. 106",,,300,,,,,300,"hco"
"Poliklinik GmbH  Chemnitz","09113 Chemnitz","Deutschland","Bürgerstraße 33",,,500,,,,,500,"hco"
"ProNeuro Karlsruhe","76135 Karlsruhe","Deutschland","Lorenzstrasse 19",,,500,,,,,500,"hco"
"ProNeuro Karlsruhe- Baden eG","76137 Karlsruhe","Deutschland","Nowackanlage 15-17",,,500,,,,,500,"hco"
"Proneuro Kurpfalz eG","68159 Mannheim","Deutschland","E2,15",,,400,,,,,400,"hco"
"Regensburger  Kinderzentrum St.  Martin","93059 Regensburg","Deutschland","Sozialpädiatrisches  Zentrum Wieshuberstr. 4",,,500,,,,,500,"hco"
"Regionales  Tumorzentrum Weser- Ems e.V.","26135 Oldenburg  (Oldenburg)","Deutschland","Huntestraße 14",,,500,,,,,500,"hco"
"RoMed Klinikum  Rosenheim","83022 Rosenheim","Deutschland","Pettenkoferstr. 10",,,500,,,,,500,"hco"
"Robert-Bosch- Krankenhaus","70376 Stuttgart","Deutschland","Auerbachstraße 110",,,750,,,,,750,"hco"
"Rottal-Inn-Kliniken  Eggenfelden","84307 Eggenfelden","Deutschland","Simonsöder Allee 20",,,500,,,,,500,"hco"
"Sana Kliniken  Ostholstein GmbH","23701 Eutin","Deutschland","Hospitalstraße 22",,,500,,,,,500,"hco"
"Sana Klinikum  Lichtenberg","10365 Berlin","Deutschland","Fanningerstr. 32",,,800,,,,,800,"hco"
"Sana-Krankenhaus  Rügen GmbH","18528 Rügen","Deutschland","Akademisches  Lehrkrankenhaus der Ernst-Moritz-Arndt- Universität Greifswald Calandstr. 7-8",,,500,,,,,500,"hco"
"Sankt Antonius- Hospital","52249 Eschweiler","Deutschland","Dechant-Deckers-Straße  8",,,1000,,,,,1000,"hco"
"Sankt-Johannes- Hospital","44137 Dortmund","Deutschland","Johannesstraße 9-13",,,,,,,250,250,"hco"
"Schwarzwald-Baar  Klinikum","78054 Villingen  Schwenningen","Deutschland","Villingen-Schwenningen  GmbH Akademisches  Lehrkrankenhaus der Universität Freiburg Röntgenstr. 20",,,600,,,,,600,"hco"
"St. Bernward  Krankenhaus","31134 Hildesheim","Deutschland","Treibestraße 9",,,1200,,,,,1200,"hco"
"St. Elisabeth- Krankenhaus","50935 Köln","Deutschland","Akademisches  Lehrkrankenhaus der Universität Köln Werthmannstr. 1",,,1000,,,,,1000,"hco"
"St. Elisabeth- Krankenhaus Leipzig","04277 Leipzig","Deutschland","Biedermannstraße 84",,,800,,,,,800,"hco"
"St. Franziskus- Hospital Münster","48145 Münster","Deutschland","Hohenzollernring 72",,,750,,,,,750,"hco"
"St. Georg Klinikum  Eisenach  gemeinnützig","99817 Eisenach","Deutschland","Mühlhäuser Str. 94-95",,,500,,,,,500,"hco"
"St. Vincentius-Kliniken","76042 Karlsruhe","Deutschland","gemeinnützige  Aktiengesellschaft Steinhäuserstr 18",,,750,,,750,,1500,"hco"
"Stauferklinikum","73557 Mutlangen","Deutschland","Schwäbisch Gmünd Wetzgauer Straße 85",,,300,,,,,300,"hco"
"Städtisches  Krankenhaus Dresden- Neustadt","01129 Dresden","Deutschland","Industriestr. 40",,,400,,,,,400,"hco"
"Sächsische  Krebsgesellschaft e.V.","08056 Zwickau","Deutschland","Schlobigplatz 23",,,1525,,,,,1525,"hco"
"Sächsische  Landesärztekammer","01099 Dresden","Deutschland","Schützenhöhe 16",,,,,,300,,300,"hco"
"Sächsisches  Krankenhaus für  Psychiatrie","08228 Rodewisch","Deutschland","Bahnhofstr. 1",,,500,,,,,500,"hco"
"Theresienkrankenhau s und","68165 Mannheim","Deutschland","St. Hedwig-Klink GmbH  Mannheim Akademisches  Lehrkrankenhaus der Universität  Heidelberg Bassemannstraße 1",,,500,,,,,500,"hco"
"UKGM","35385 Gießen","Deutschland","Universitätsklinikum  Gießen und Marburg Klinikstr. 33",,,500,,,,,500,"hco"
"Uniklinik Schleswig- Holstein","23538 Lübeck","Deutschland","Ratzeburger Alleee 160",,,1000,,,,,1000,"hco"
"Universität des  Saarlandes","66041 Saarbrücken","Deutschland","Postfach 15 11 50",,,2800,,,,,2800,"hco"
"Universitätsklikikum  Essen","45147 Essen","Deutschland","Hufelandstrasse 55",,,2200,,,,,2200,"hco"
"Universitätsklinikum","60528 Frankfurt am  Main","Deutschland","Schleisenweg 2-16",,,500,,,,,500,"hco"
"Universitätsklinikum  Bonn","53105 Bonn","Deutschland","Sigmund-Freud-Str. 25",,,500,,,,,500,"hco"
"Universitätsklinikum  Düsseldorf","40225 Düsseldorf","Deutschland","Moorenstraße 5",,,,,,2090.8,,2090.8,"hco"
"Universitätsklinikum  Freiburg","79106 Freiburg im  Breisgau","Deutschland","Hugstetter Str. 49",,,5300,,,,,5300,"hco"
"Universitätsklinikum  Gießen und Markurg","35033 Marburg","Deutschland","Postfach",,600,,,,,,600,"hco"
"Universitätsklinikum  Greifswald","17475 Greifswald","Deutschland","Fleischmannstr. 8",,,2300,,,,,2300,"hco"
"Universitätsklinikum  Halle (Saale)","06120 Halle","Deutschland","Ernst-Grube-Straße 40,",,,500,,,,,500,"hco"
"Universitätsklinikum  Heidelberg","69120 Heidelberg","Deutschland","Im Neuenheimer Feld  672",,,500,,,1200,,1700,"hco"
"Universitätsklinikum  Jena","07747 Jena","Deutschland","Erlanger Allee 101",,,400,,,,,400,"hco"
"Universitätsklinikum  Leipzig","04103 Leipzig","Deutschland","Liebigstraße 18",,,,,,900,,900,"hco"
"Universitätsklinikum  Magdeburg","39120 Magdeburg","Deutschland","Leipziger Str. 44",,,500,,,,,500,"hco"
"Universitätsklinikum  Münster","48149 Münster,  Westfalen","Deutschland","Domagstr. 5",,,6750,,,,,6750,"hco"
"Universitätsklinikum  Tübingen","72076 Tübingen","Deutschland","Geissweg 3",,,1750,,,,,1750,"hco"
"Universitätsklinikum  Ulm","89081 Ulm","Deutschland","Albert-Einstein-Allee 29",,,300,,,,,300,"hco"
"Universitätsklinikum  Würzburg","97080 Würzburg","Deutschland","Josef-Schneider-Str. 2",,,300,,,,,300,"hco"
"Universitätsmedizin  Göttingen","37075 Göttingen","Deutschland","Robert-Koch-Straße 40",,,1500,,,,,1500,"hco"
"Universitätsmedizin  der Johannes","55131 Mainz","Deutschland","Gutenberg-Universität  Mainz Langenbeckstraße 1",,,1250,,,,,1250,"hco"
"Verein Internistische  Onkologie e. V.","39130 Magdeburg","Deutschland","Hämatologie / Onkologie Birkenallee 34",,,500,,,,,500,"hco"
"Westdeutsche  Studiengruppe GmbH","41061  Mönchengladbach","Deutschland","Womens's Healthcare  Study Group Ludwig-Weber-Straße  15b",,,500,,,,,500,"hco"
"Wilhelmstift gGmbH","22149 Hamburg","Deutschland","Liliencronstr. 130",,,900,,,,,900,"hco"
"X-Med GmbH","50677 Köln","Deutschland","Sachsenring 69",,,1000,,,,,1000,"hco"
"Zentrum  Endokrinologie","44137 Dortmund","Deutschland","Diabetologie,  Rheumatologie Silberstraße 22",,,1000,,,,,1000,"hco"
"medicultus","34119 Kassel","Deutschland","Kasseler Institut für  Frauengesundheit und Weiterbildung GmbH Elfbuchenstr. 2",,,1800,,,,,1800,"hco"
"Ärztekammer  Schleswig-Holstein","23795 Bad Segeberg","Deutschland","Emarchstrasse 4",,,,,,,100,100,"hco"
"Ärztekammer  Westfalen-Lippe","48022 Münster","Deutschland","Postfach 40 67",,,,,,200,,200,"hco"
"BAUERSACHS  Martin","44137 DORTMUND","Deutschland","Gemeinschaftspraxis  Dres. Bauersachs/Klemt Wißstr. 9",,,,,,300,5.2,305.2,"hcp"
"BOCKISCH Andreas","45147 ESSEN","Deutschland","Universitätsklinikum  Essen (AöR) Hufelandstraße 55",,,,,,1250,711.06,1961.06,"hcp"
"BONCZEK Martina","33617 BIELEFELD","Deutschland","Epilepsiezentrum Bethel  Maraweg 21",,,,,,1037.8,530.6,1568.4,"hcp"
"CREMER Birgit","50674 KöLN","Deutschland","Praxis Dr. Cremer Hohenstaufenring 13",,,,,,300,,300,"hcp"
"FROTZ Markus","53474 BAD  NEUENAHR- AHRWEILER","Deutschland","Praxis Breuer/Frotz Bergstr. 2",,,,,,600,163.8,763.8,"hcp"
"FüRATSCH Nora","10365 BERLIN","Deutschland","Evang. Krankenhaus  Königin Elisabeth  Herzberge gGmbH Herzbergstr. 79",,,,,,721,,721,"hcp"
"GRONEICK Martin","53757 SANKT  AUGUSTIN","Deutschland","Praxis Dr. Groneick Am Lindenhof 2",,,,,,300,40,340,"hcp"
"GöRMER Kathrin","13051 BERLIN","Deutschland","Praxis Dr. med. Görmer Zingster Str. 1a",,,,,,735.8,,735.8,"hcp"
"HAHN Kirsten","13187 BERLIN","Deutschland","Praxis Dr. med. Hahn Florastr. 44",,,,,,300,3,303,"hcp"
"HESSE Tobias","27356  ROTENBURG  (WüMME)","Deutschland","AGAPLESION  DIAKONIEKLINIKUM  ROTENBURG  gemeinnützige GmbH Elise-Averdieck-Str. 17",,,,,,210.21,53.75,263.96,"hcp"
"HäUßER Oliver","15755 TEUPITZ","Deutschland","Praxis Dr. med. O.  Häußer Kreisgarten 1",,,,,,300,42.6,342.6,"hcp"
"KALTOFEN Jens","01307 DRESDEN","Deutschland","Neurologische  Gemeinschaftspraxis  Dr.Kaltofen/Dr.Lehmann Pfotenhauerstr. 55",,,,,,1200,839.5,2039.5,"hcp"
"KIESLINGER  Christian","38440  WOLFSBURG","Deutschland","Gemeinschaftspraxis  Dres. Kieslinger Porschestr. 72",,,,,,300,23.92,323.92,"hcp"
"KLIMACZEWSKI Jörg","06120 HALLE  (SAALE)","Deutschland","Praxis Dr. Klimaczewski An Der Petruskirche 16e",,,,,,300,65.26,365.26,"hcp"
"KORINTH Stefan  Alexander","65185 WIESBADEN","Deutschland","Praxis Rheinstr. 31",,,,,,300,20.8,320.8,"hcp"
"KROHN Matthias","21073 HAMBURG","Deutschland","Praxis Krohn/Behling- Haß/Brinkhus Harburger Rathausstr. 29",,,,,,300,,300,"hcp"
"KUTHE Martin","58313 HERDECKE ,  RUHR","Deutschland","Gemeinschaftskrankenha us Herdecke  gemeinnützige GmbH Gerhard-Kienle-Weg 4",,,,,,2334,7.8,2341.8,"hcp"
"KöHLER Uwe","04129 LEIPZIG","Deutschland","Klinikum St. Georg  gGmbH  Klinik für  Gynäkologie und  Geburtshilfe Delitzscher Str. 141",,,,,,900,,900,"hcp"
"MICHELS Marco","46446 EMMERICH  AM RHEIN","Deutschland","St. Willibrord-Spital  Emmerich-Ress gGmbH Willibrordstr. 9",,,,,,300,43.5,343.5,"hcp"
"MüLLER Axel","39108  MAGDEBURG","Deutschland","Praxis Dr. Müller Olvenstedter Str. 14",,,,,,300,79.04,379.04,"hcp"
"NOACHTAR Soheyl","80539 MüNCHEN","Deutschland","Geschwister-Scholl-Platz  1",,,,,,1000,,1000,"hcp"
"OBAID Amr","49076 OSNABRüCK","Deutschland","Paracelsus Klinik  Osnabrück Am Natruper Holz 69",,,,,61.7,,,61.7,"hcp"
"RADEMACHER  Michael","53127 BONN","Deutschland","Universitätsklinikum  Bonn  Epileptologie Sigmund-Freud-Str. 25",,,,,,1300,844.25,2144.25,"hcp"
"SCHUSTER Susanne","01744  DIPPOLDISWALDE","Deutschland","Gemeinschaftspraxis  Schuster Weisseritzstr. 28",,,,,,300,26.08,326.08,"hcp"
"SIPURZYNSKI- SWIGON Wieslawa  Maria","47226 DUISBURG","Deutschland","Dres. Klunk & Partner  Praxis Friedrich-Alfred-Str. 60",,,,,,300,71.76,371.76,"hcp"
"STAACK Anke Maren","77694 KEHL ,  RHEIN","Deutschland","Diakonie Kork  Epilepsieklinik für  Erwachsene Landstr. 1",,,,,,3149.76,1425.98,4575.74,"hcp"
"STEINHOFF  Bernhard","77694 KEHL ,  RHEIN","Deutschland","Diakonie Kork  Epilepsieklinik für  Erwachsene Ambulanz Landstr. 1",,,,520,280.95,9345,3885,14030.95,"hcp"
"STIENKER-FISSE  Helmut","42853 REMSCHEID","Deutschland","Dr. Stienker-Fisse Steinweg 2",,,,,,300,28.8,328.8,"hcp"
"SURGES Rainer","53127 BONN","Deutschland","Universitätsklinikum  Bonn  Epileptologie Sigmund-Freud-Str. 25",,,,,105,929.3,157.55,1191.85,"hcp"
"TIEMANN Ingo","58507  LüDENSCHEID","Deutschland","Praxis Dr. Tiemann Knapper Str. 2",,,,,77.46,,76.96,154.42,"hcp"
"WELT Anja","45147 ESSEN","Deutschland","Universitätsklinikum  Essen (AöR) Hufelandstr. 55",,,,,,491,,491,"hcp"
"WILLENBORG Klaus- Dieter","47055 DUISBURG","Deutschland","Klinikum Duisburg GmbH  Wedau Kliniken Zu Den Rehwiesen 9",,,,,,300,49.4,349.4,"hcp"
