name,location,address,type,year,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Stiftung meineimpfungen,Gümligen,Mattenstrasse 9,hco,2017,50000.0,126000.0,0.0,0.0,21000.0,0.0,197000.0
ES MO Head office,Viganello-Lugano,Via Luigi Taddei 4,hco,2017,195980.0,0.0,0.0,0.0,0.0,0.0,195980.0
Schweizerische Gesellschaft für Pneumologie,Bern,Südbahnhofstrasse 14,hco,2017,16991.0,171686.61,0.0,0.0,0.0,0.0,188677.61
SIOG - International Society Of Geriatric Oncology,Genève,1-5 Route Des Morillons,hco,2017,48455.5,133737.0,0.0,0.0,0.0,0.0,182192.5
Kantonsspital Winterthur,Winterthur,"Brauerstrasse 15, Postfach834",hco,2017,22361.0,128560.64,3143.87,1359.48,22666.67,0.0,178091.66000000003
SAMO Swiss Academy of Multidisciplinary Oncology,Bern,Effingerstrasse 40,hco,2017,11500.0,154652.1,11500.0,0.0,0.0,0.0,177652.1
Ecancer Medicalscience,Zürich,"Bleicherweg 45,C/O Lienhard Ag",hco,2017,0.0,165828.86,0.0,0.0,0.0,0.0,165828.86
Quadrimed,Crans-Montana,. ATT. Mme Elvire Crettol,hco,2017,6740.0,152076.02,6820.0,0.0,0.0,0.0,165636.02
HFR - Hôpital cantonal de Fribourg,Friboourg,Chemin des Pensionnats 2-6,hco,2017,14180.0,102680.0,3663.25,9748.009999999998,24420.0,0.0,154691.26
Onkologiepflege Schweiz,Kleinandelfingen,Hirstigstrasse 13,hco,2017,3250.0,134481.0,12125.0,0.0,0.0,0.0,149856.0
Schweizerische Gesellschaft für Allergologie und Immunologie SGAI,Bern,Scheibenstrasse 20,hco,2017,2500.0,143799.6,0.0,0.0,3000.0,0.0,149299.6
ADR-AC GmbH,Bern,Holligenstrasse 91,hco,2017,0.0,12320.0,0.0,0.0,136685.84,0.0,149005.84
European Dermatology Forum,Zürich,Gloriastrasse 31,hco,2017,58989.06,26817.42,0.0,55500.0,0.0,0.0,141306.47999999998
"Hopital du Valais, Hopital de Sion",Sion,Avenue du Grand-Champsec 80,hco,2017,4744.0,86383.72,8986.739999999998,32712.98,4807.0,0.0,137714.44
Schweizerische Gesellschaft für Gynäkologie und Geburtshilfe,Kreuzlingen,Bernrainstrasse 19,hco,2017,0.0,134506.0,0.0,0.0,0.0,0.0,134506.0
Inselspital Bern - Swiss Experts in Viral Hepatitis,Bern,Freiburgstrasse 4 Inselspital,hco,2017,0.0,134000.0,0.0,0.0,0.0,0.0,134000.0
World Health Organization (WHO),Genève,"20, Avenue Appia",hco,2017,127548.05,0.0,0.0,0.0,0.0,0.0,127548.05
Mekelleche GmbH,Luzern,Moostrasse 2,hco,2017,0.0,0.0,0.0,0.0,122758.59,0.0,122758.59
Schweizerische Multiple Sklerose Gesellschaft,Zürich,Josefstrasse 129,hco,2017,55212.35,65350.0,263.26,1080.76,0.0,0.0,121906.37000000001
EPFL - Ecole polytechnique fédérale de Lausanne PRES,Lausanne,CE 3 316 (Centre Est) Station 1,hco,2017,115000.0,0.0,0.0,0.0,0.0,5120.8,120120.8
University Hospital Zurich Foundation,Zürich,Moussonstrasse 2,hco,2017,120000.0,0.0,0.0,0.0,0.0,0.0,120000.0
Die Herzgefässstiftung,Zürich,Seestrasse 220,hco,2017,0.0,117500.0,0.0,0.0,0.0,0.0,117500.0
Swiss Tumor Institut,Zuerich,Seefeldstrasse 214,hco,2017,15600.0,85800.0,366.0,528.08,14780.0,87.75,117161.83
Schweizerische Gesellschaft der Vertrauens- und Versicherungsärzte,Winterthur,Industriestrasse 24,hco,2017,10700.0,75720.0,200.0,0.0,28148.15,0.0,114768.15
Affidea Cimed,Fribourg,Rue de Romont 24,hco,2017,0.0,92181.02,0.0,0.0,16673.57,0.0,108854.59
ETOP,Bern,Effingerstrasse 40,hco,2017,7630.73,99582.0,0.0,0.0,0.0,0.0,107212.73
EADO European Asscociation of Dermato-Oncology,Zurich-Glattburg,Flughofstrasse 54,hco,2017,0.0,106600.81999999999,0.0,0.0,0.0,0.0,106600.81999999999
Fondation GECOR,Genève,Rue Micheli-du-Crest 24,hco,2017,0.0,60500.0,0.0,0.0,44510.0,1182.13,106192.13
Fragility Fracture Network (Ffn),Zürich,"C/O Mci Schweizag,Schaffhauserstr. 550",hco,2017,0.0,105643.07,0.0,0.0,0.0,0.0,105643.07
Fondazione Epatocentro Ticino,Lugano,Via Soldino 5,hco,2017,0.0,37760.0,66932.2,935.0,0.0,0.0,105627.2
ISPPD,Genève,Rue François-Versonnex 7,hco,2017,0.0,100250.0,0.0,0.0,0.0,0.0,100250.0
IMK c/o Swiss Federation of ClinicalNeuro-Societies (SFCNS),Basel,Münsterberg 1,hco,2017,18000.0,80858.0,0.0,192.0,0.0,0.0,99050.0
SGPP - Schweizerische Gesellschaft für Psychiatrie und Psychotherapie,Bern,Postfach 686,hco,2017,0.0,96452.0,0.0,0.0,0.0,0.0,96452.0
"Pro Medicus GmbH, Projekt ""in a nutshell""",Zürich,Bahnhofplatz 4,hco,2017,95000.0,0.0,0.0,0.0,0.0,0.0,95000.0
Society for Ophthalmo-Immunoinfectivology in Europe,Lausanne,Rue Charles-monnard 6,hco,2017,0.0,92893.75,0.0,0.0,0.0,0.0,92893.75
Association contre le VIH et autres infections transmissibles,Basel,Spitalstrasse 12,hco,2017,0.0,62400.0,0.0,0.0,30000.0,0.0,92400.0
ESRA European Society of Regional Anaesthesia,Genève,Rue Daubin 7,hco,2017,0.0,91627.1,0.0,0.0,0.0,0.0,91627.1
Kantonsspital Frauenfeld,Frauenfeld,Pfaffenholzstrasse 4,hco,2017,1000.0,56380.0,2046.75,3312.27,28095.0,0.0,90834.02
Toppharm AG,Münchenstein,Grabenackerstrasse 15,hco,2017,0.0,90500.0,0.0,0.0,0.0,0.0,90500.0
Sanacare AG,Winterthur,Zürcherstrasse 19,hco,2017,15000.0,0.0,0.0,0.0,75000.0,0.0,90000.0
PizolCare AG,Mels,Flurstrasse 12,hco,2017,5000.0,81136.0,600.0,200.0,2850.0,0.0,89846.0
Die Schweizerische Ärztegesellschaft für Manuelle Medizin (SAMM),St. Gallen,Kolumbanstrasse 2,hco,2017,6120.0,83706.0,0.0,0.0,0.0,0.0,89826.0
AGLA Arbeitsgruppe Lipide und Atherosklerose,Steinhausen,Sennweidstrasse 46,hco,2017,6480.0,71000.0,0.0,0.0,12000.0,0.0,89480.0
Klinik Hirslanden,Zürich,Witellikerstrasse 40,hco,2017,9360.0,39465.0,4032.2799999999997,9639.25,26092.5,83.5,88673.53
UKBB,Basel,Postfach,hco,2017,19940.0,57480.0,0.0,587.56,9775.0,0.0,87782.56
hawadoc,Winterthur,Garnmarkt 1,hco,2017,0.0,85550.0,860.0,200.0,750.0,0.0,87660.0
Melanoma World Society,Steinhausen,Hinterbergstrasse 56,hco,2017,0.0,86053.0,0.0,0.0,0.0,0.0,86053.0
Echo Kurs Luzern,Othmarsingen,Bahnhofstrasse 8,hco,2017,0.0,81600.0,0.0,0.0,0.0,0.0,81600.0
SGN-SSN Schweizerische Gesellschaft für Nephrologie,Worb,Postfach 567,hco,2017,0.0,81190.0,0.0,0.0,0.0,0.0,81190.0
IHAM & CC LUZERN,Luzern,Schwanenplatz 7,hco,2017,1500.0,68000.0,10000.0,0.0,0.0,0.0,79520.0
Kantonspital Baden AG,Baden,Im Ergel 1,hco,2017,6250.0,32120.0,10299.470000000001,17967.5,12801.4,0.0,79438.37
WPA – The World Psychiatric Association,Chêne-Bourg,Psychiatric Hospital,hco,2017,0.0,78316.0,0.0,0.0,0.0,0.0,78316.0
International Council of Nurses,Genève,Place Jean-marteau 3,hco,2017,0.0,67913.03,0.0,0.0,4004.0,4931.0,76849.03
JHaS,Bern,Effingerstrasse 2 c/o Polsan AG,hco,2017,11000.0,65294.0,0.0,0.0,0.0,0.0,76294.0
Mediscience GmbH,Küssnacht am Rigi,Bahnhofstrasse 17,hco,2017,25000.0,45800.0,0.0,0.0,0.0,0.0,70800.0
Prominis GmbH,Heimberg,Sonnhaldeweg 13,hco,2017,0.0,0.0,0.0,0.0,70451.1,0.0,70451.1
Schweiz. Vereinigung Morbus Bechterew,Zürich,Leutschenbachstrasse 45,hco,2017,0.0,68000.0,0.0,0.0,0.0,0.0,68000.0
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,Effingerstrasse 1,hco,2017,35500.0,31500.0,0.0,0.0,800.0,0.0,67800.0
Swiss Transplantation Society (STS),Cheseaux-sur-Lau sanne,c/o meeting.com Sàrl PO Box 100,hco,2017,35000.0,31441.92,0.0,0.0,0.0,0.0,66441.92
HNHCP Haematology Nurses & Healthcare Professionals Group,Winterthur,Postfach 98,hco,2017,2000.0,62000.0,0.0,0.0,1000.0,0.0,65000.0
Universität St. Gallen,St. Gallen,Dufourstrasse 40 A,hco,2017,0.0,50000.0,0.0,0.0,14239.2,0.0,64239.2
Gruppo Medico Formazione,Giubiasco,Casella Postale 823,hco,2017,6600.0,57600.0,0.0,0.0,0.0,0.0,64200.0
International CTEPH Association,Basel,Gartenstr. 95,hco,2017,62978.72,0.0,0.0,0.0,0.0,0.0,62978.72
Excellence in Pediatrics Institute,Morges,Rue des Vignerons 1A,hco,2017,62550.4,0.0,0.0,0.0,0.0,0.0,62550.4
Stiftung Forschung Gastro/Hep.,Zürich,Rämistrasse 100,hco,2017,5000.0,57500.0,0.0,0.0,0.0,0.0,62500.0
Fondation pour le progres en microbiologie medicale et maladies infectieuses / p.a. Fiducaire Maillard S.A.,Lausanne,Pont Charles Bessières 3,hco,2017,0.0,62400.0,0.0,0.0,0.0,0.0,62400.0
Medvis GmbH,Zofingen,Weissensteinstrasse 2,hco,2017,0.0,62100.0,0.0,0.0,0.0,0.0,62100.0
Organizers Schweiz GmbH,Magden,Obere Egg 2,hco,2017,0.0,61724.0,0.0,0.0,0.0,0.0,61724.0
Schweizerisches Tropeninstitut,Basel,Socinstrasse 57,hco,2017,26720.0,9745.7,0.0,0.0,22086.83,2365.57,60918.1
SGAD Schweizerische Gesellschaft für Angst und Depression,Zürich,Ringstrasse 70,hco,2017,0.0,60000.0,0.0,0.0,0.0,0.0,60000.0
Swiss HIV Cohort Research Foundation,Lausanne,c/o Fiduciaire Maillard SA,hco,2017,60000.0,0.0,0.0,0.0,0.0,0.0,60000.0
Stiftung Tox Info Suisse,Zürich,Freiestrasse 16,hco,2017,4000.0,0.0,0.0,0.0,42935.0,12950.0,59885.0
Forum für Medizinische Fortbildung,Baar,Oberneuhofstrasse 6,hco,2017,59000.0,0.0,0.0,0.0,0.0,0.0,59000.0
Banff Foundation,Meggen,Luzernerstrasse 36,hco,2017,58878.05,0.0,0.0,0.0,0.0,0.0,58878.05
HNE - Hopital Neuchatelois,Neuchâtel,Rue de la Maladière 45,hco,2017,21500.0,20500.0,400.0,451.18,14420.0,130.2,57401.38
Ärztekongress Arosa,Arosa,Postfach 68,hco,2017,0.0,56757.399999999994,0.0,0.0,0.0,0.0,56757.399999999994
Zurich Academy of Internal Medicine (ZAIM),Zürich,Grossmünsterplatz 8,hco,2017,7540.0,45664.0,3540.0,0.0,0.0,0.0,56744.0
SGAR - SSAR Schweizerische Gesellschaft für Anästhesiologie undReanimation,Bern,Rabbentalstrasse 83,hco,2017,5160.0,51160.0,0.0,0.0,0.0,0.0,56320.0
Translational Medicine Academy,Basel,St Alban Anlage 46,hco,2017,55333.33,0.0,0.0,0.0,0.0,0.0,55333.33
PEZZ Pädiatrisch-Endokrinologisches Zentrum Zürich AG,Zürich,Möhrlistrasse 69,hco,2017,49048.0,0.0,0.0,0.0,5900.0,0.0,54948.0
Médecins de Famille Genève,Genève,Rue du Conseil-Général 11,hco,2017,0.0,52450.0,2000.0,0.0,0.0,0.0,54450.0
AMIS Plus Stiftung,Zürich,Hirschengraben 84,hco,2017,10000.0,44000.0,0.0,0.0,0.0,0.0,54000.0
doc.coach AG,Basel,Gundeldingerstrasse 170,hco,2017,54000.0,0.0,0.0,0.0,0.0,0.0,54000.0
MEDUDEM AG,Zürich,Räffelstrasse 28,hco,2017,0.0,53946.0,0.0,0.0,0.0,0.0,53946.0
Rheumaliga Schweiz,Zürich,Josefstrasse 92,hco,2017,21150.0,32400.0,0.0,0.0,0.0,0.0,53550.0
SGH-SSH,Münsingen,Innerer Giessenweg 37,hco,2017,2000.0,47960.0,0.0,0.0,3320.0,0.0,53280.0
Kantonsspital Nidwalden,Stans,Ennetmooserstrasse 19,hco,2017,3000.0,49500.0,0.0,0.0,750.0,0.0,53250.0
Schweizerische Gesellschaft für pulmonale Hypertonie,Basel,Münsterberg 1,hco,2017,52210.09,864.72,0.0,0.0,0.0,0.0,53074.81
Aerztegesellschaft des Kantons Bern,Bern,"Postgasse 19, PF",hco,2017,0.0,52890.0,0.0,0.0,0.0,0.0,52890.0
Schweizerische Gesellschaft für Urologie - Société Suisse d'Urologie,Montreux,Avenue des Planches 15,hco,2017,0.0,52588.0,0.0,0.0,0.0,0.0,52588.0
Repronatal Stiftung,Basel,Riedbergstrasse 12,hco,2017,50000.0,0.0,0.0,0.0,2000.0,0.0,52000.0
Psychiatrische Universitätsklinik,Zürich,Lenggstrasse 31,hco,2017,0.0,51426.85,0.0,0.0,0.0,0.0,51426.85
Swiss VitreoRetinal Group (SVRG) c/o ophta u. novotny Fachverlag,Bottighofen,Mittlere Mühlestrasse 3,hco,2017,51150.0,0.0,0.0,0.0,0.0,0.0,51150.0
S. Grasso Consulting Swiss Tumor Board,Lindau,Fischeracherstrasse 17,hco,2017,0.0,43033.0,0.0,0.0,7500.0,0.0,50533.0
Université de Genève Faculté de Médecine,Genève,Rue Michel-Servet 1,hco,2017,31000.0,18820.0,0.0,0.0,500.0,0.0,50430.0
European Health Care Foundation,Zürich,Räffelstrasse 26,hco,2017,50114.0,0.0,0.0,0.0,0.0,0.0,50114.0
WSO World Stroke Organization,Genève,Rue François-versonnex 7,hco,2017,50007.0,0.0,0.0,0.0,0.0,0.0,50007.0
SAMMSU,Basel,Birsigstrasse 10 c/o Dr. med. Claude Scheidegger,hco,2017,50000.0,0.0,0.0,0.0,0.0,0.0,50000.0
SHSF - Verein,Zürich,Gloriastrasse 31,hco,2017,0.0,50000.0,0.0,0.0,0.0,0.0,50000.0
ICML - International Conference on Malignant Lymphoma,Lugano,Via Ospedale 12,hco,2017,36250.0,13572.62,0.0,0.0,0.0,0.0,49822.62
European Society for Immunodeficiencies,Genève,Rue François-Versonnex 7,hco,2017,0.0,0.0,0.0,0.0,49799.63,0.0,49799.63
Verein Lungenfibrose Schweiz,Zürich,Ringstrasse 70,hco,2017,5000.0,44650.0,0.0,0.0,0.0,0.0,49650.0
International Society of Paediatric Oncology (SIOP),Genève,Rue François-Versonnex 7,hco,2017,0.0,49263.4,0.0,0.0,0.0,0.0,49263.4
Association Excellence in Paediatrics Institute,Morges,Rue des Vignerons 1b,hco,2017,49000.0,0.0,0.0,0.0,0.0,0.0,49000.0
"Stiftung Wachstum, Pubertät und Adoleszenz",Zürich,Tödistrasse 51,hco,2017,49000.0,0.0,0.0,0.0,0.0,0.0,49000.0
Verein Forum Pharmazie,Basel,St. Johanns-Vorstadt27,hco,2017,0.0,48247.0,0.0,0.0,0.0,0.0,48247.0
Fondation fribourgeoise pour la recherche et la formation sur le cancer,Bourguillon,Rue Max von Sachsen 4,hco,2017,27000.0,21000.0,0.0,0.0,0.0,0.0,48000.0
Schweizerische Gesellschaft für Allgemeine Innere Medizin,Basel,Solothurnerstrasse 68,hco,2017,0.0,47194.0,0.0,0.0,0.0,0.0,47194.0
Paediatric Rheumatology European Society (PRES) C/o MCI Suisse SA,Satigny,Rue du Pré-Bouvier 9,hco,2017,5450.76,41415.36,0.0,0.0,0.0,0.0,46866.119999999995
Kantonsspital Münsterlingen,Münsterlingen,Spitalcampus 1,hco,2017,4500.0,8320.0,7613.740000000001,17648.18,8150.0,290.0,46521.9
Association COALAT,Lausanne,Rue du Bugnon,hco,2017,0.0,46000.0,0.0,0.0,0.0,0.0,46000.0
KHM,Steinhausen,Sennweidstrasse 46,hco,2017,0.0,45011.8,0.0,0.0,0.0,0.0,45011.8
SWISSDIAB,St. Gallen,Prof. Michael Brändle - Präsident SWISSDIAB - Departement Innere Medizin - Rorschacher Strasse 95,hco,2017,30000.0,15000.0,0.0,0.0,0.0,0.0,45000.0
Groupe Médecine & Hygiene,Chêne-Bourg,Chemin de la Mousse 46,hco,2017,33629.64,11000.0,0.0,0.0,0.0,0.0,44629.64
PreS Congress - Paediatric Rheumatology European Society,Satigny,c/o: MCI Geneva,hco,2017,0.0,44521.0,0.0,0.0,0.0,0.0,44521.0
"FOROME, Formation Romande en Oncology Medicale",Lausanne,Rue du Bugnong 28,hco,2017,0.0,39500.0,0.0,0.0,5000.0,0.0,44500.0
BBS Congress GmbH,Bern,Rabbentalstr. 83,hco,2017,0.0,44322.0,0.0,0.0,0.0,0.0,44322.0
Vereinigung Zürcher Internisten,Adliswil,Felsenhofstrasse 36,hco,2017,3800.0,35168.0,3800.0,0.0,0.0,0.0,42868.0
Spital Wil,Wil SG,Fürstenlandstrasse 32,hco,2017,0.0,36285.85,4748.0,613.0,750.0,0.0,42596.85
Société Vaudoise de Médecine,Lausanne,Chemin de Mornex 38,hco,2017,12500.0,29720.0,0.0,0.0,0.0,0.0,42220.0
Strategiekommission der Urology Arena,Baden,Im Ergel 1,hco,2017,0.0,42206.1,0.0,0.0,0.0,0.0,42206.1
Groupement Romand de la Société Suisse de Gynécologie et d’Obstétrique GRSSGO (Journée d'Automne),Cheseaux,c/o Meetig.Com Sàrl - Congress Organisation - Rue des Pâquis 1,hco,2017,0.0,41920.6,0.0,0.0,0.0,0.0,41920.6
"Gastroenterologie St. Anna, Endoskopiezentrum",Luzern,St. Anna-Strasse 32,hco,2017,0.0,35677.82,678.0,1831.0,3630.0,0.0,41816.82
Verein PostADA/PostENDO CRINE,Bern,"c/o Prof. Peter Diem, Optingenstr. 44",hco,2017,0.0,41468.3,0.0,0.0,0.0,0.0,41468.3
pharmaSuisse,Liebefeld,Stationsstrasse 12,hco,2017,0.0,40980.0,0.0,0.0,0.0,0.0,40980.0
RCC Net,Zürich,Bahnhofplatz 4,hco,2017,0.0,40500.0,0.0,0.0,0.0,0.0,40500.0
Réseau REMED,Genève,Rue du Conseil-Général 11,hco,2017,0.0,38000.0,2000.0,0.0,0.0,0.0,40000.0
