name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,group,main_address
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2,,WCHM01983403,,,,,2500.0,697.1,3197.1,hcp,celgene,2017,chemin des pensionnats 2,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2,,,,,,,1000.0,,1000.0,hcp,abbvie,2017,chemin des pensionnats 2,fribourg,jean dudler,1,1.0
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2,,,,,,,1300.0,,1300.0,hcp,bristol,2016,chemin des pensionnats 2,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,"HFR Fribourg - Hôpital cantonal - Service de rhumatologie, Chemin des Pensionnats 2-6",,7601000411181,,,,,1000.0,,1000.0,hcp,msd,2017,hfr fribourg hopital cantonal  service de rhumatologie chemin des pensionnats 2-6,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2,,,0.0,0.0,844.0,6031.0,4900.0,176.0,11951.0,hcp,pfizer,2015,chemin des pensionnats 2,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,"HFR Fribourg -Hôpital cantonal Rheumatologische Klinik, Chemin des Pensionnats 2-6",,,,,,,1250.0,,1250.0,hcp,novartis,2016,hfr fribourg hopital cantonal rheumatologische klinik chemin des pensionnats 2-6,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2-6,1708.0,,0.0,0.0,0.0,0.0,3000.0,0.0,3000.0,hcp,roche,2015,chemin des pensionnats 2-6,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2-6,,,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,hcp,menarini,2015,chemin des pensionnats 2-6,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2-6,,,,,208.0,419.0,10000.0,103.0,10730.0,hcp,pfizer,2016,chemin des pensionnats 2-6,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2,,,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,hcp,bristol,2015,chemin des pensionnats 2,fribourg,jean dudler,1,
Jean Dudler,Fribourg,CH,Chemin des Pensionnats 2-6,,,,,,,2200.0,,2200.0,hcp,menarini,2017,chemin des pensionnats 2-6,fribourg,jean dudler,1,
lean Dudler,Fribourg,CH,HFR Fribourg - Hôpital cantonal - Service de rhumatologie Chemin des Pensionnats 2-6,,,,,,,6500.0,900.18,7400.18,hcp,msd,2016,hfr fribourg hopital cantonal  service de rhumatologie chemin des pensionnats 2-6,fribourg,lean dudler,1,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,0.0,0.0,4200.0,0.0,4200.0,hcp,janssen,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,"Universitätspital Zürich, Rämistrasse 100",,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hcp,vifor,2015,universitaetspital zuerich raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,7601000763983,,,,,500.0,,500.0,hcp,ucb,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Kapfstrasse 16,,,,,,,1500.0,,1500.0,hcp,ferring,2017,kapfstrasse 16,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,WCHM06171168,,,,,2800.0,933.15,3733.15,hcp,celgene,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,,,700.0,,700.0,hcp,merck,2016,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,"UniversitätsSpital Zürich, Rämistrasse 100",,,0.0,0.0,0.0,0.0,2588.0,0.0,2588.0,hcp,vifor,2015,universitaetsspital zuerich raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,"UniversitätsSpital Zürich, Rämistrasse 100",,,,,362.14,1157.41,2274.67,130.0,3924.22,hcp,vifor,2017,universitaetsspital zuerich raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Kapfstrasse 16,,,,,156.8,7804.95,9317.65,451.0,17730.4,hcp,takeda,2016,kapfstrasse 16,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Kapfstrasse 16,8032.0,,0.0,0.0,250.0,7800.5,0.0,0.0,8050.5,hcp,takeda,2017,kapfstrasse 16,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,8600.0,369.0,8969.0,hcp,abbvie,2015,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,0.0,0.0,0.0,1646.0,726.0,2372.0,hcp,pfizer,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,"Universitätsspital Zürich - Klinik für Gastroenterologie/Hepatologie, Rämistrasse 100",,7601000763983,,,,,3750.0,,3750.0,hcp,msd,2017,universitaetsspital zuerich klinik fuer gastroenterologie hepatologie raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Universitätsspital Zürich Klinik für Gastroenterologie/Hepatologie Rämistrasse 100,,,,,,,2500.0,,2500.0,hcp,astrazeneca,2016,universitaetsspital zuerich klinik fuer gastroenterologie hepatologie raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Universitätspital Zürich -Klinik für Gastroenterologi e/Hepatologie Rämistrasse 100,,,,,,176.0,13725.0,,13901.0,hcp,msd,2016,universitaetspital zuerich klinik fuer gastroenterologi e hepatologie raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,"Universitätsspital Zürich, Rämistrasse 100",,,,,,,5836.17,758.19,6594.360000000002,hcp,vifor,2016,universitaetsspital zuerich raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,,,1500.0,,1500.0,hcp,bristol,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,,,10800.0,298.0,11098.0,hcp,abbvie,2016,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,,,5600.0,,5600.0,hcp,abbvie,2017,raemistrasse 100,zuerich,gerhard rogler,2,1.0
Gerhard Rogler,Zürich,CH,Rämistrasse 100,8091.0,,,,0.0,0.0,0.0,60.0,60.0,hcp,roche,2017,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,,,,,3745.0,,3745.0,hcp,ucb,2016,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,5950.0,135.0,6085.0,hcp,merck,2015,raemistrasse 100,zuerich,gerhard rogler,2,
Gerhard Rogler,Zürich,CH,Universitätsspital  Zürich - Klinik für Gastroenterologi e/Hepatologie Rämistrasse 100,,,0.0,0.0,0.0,0.0,12325.0,0.0,12325.0,hcp,msd,2015,universitaetsspital zuerich klinik fuer gastroenterologi e hepatologie raemistrasse 100,zuerich,gerhard rogler,2,
Rogler Gerhard,Zürich,CH,Kapfstrasse 16,,,0.0,0.0,0.0,0.0,6128.6,847.55,6976.15,hcp,takeda,2015,kapfstrasse 16,zuerich,rogler gerhard,2,
"Rogler, Gerhard",Zürich,CH,Rämistrasse 100,,,,,,,2500.0,,2500.0,hcp,shire,2016,raemistrasse 100,zuerich,"rogler, gerhard",2,
"Distier, Oliver",Zürich,CH,Gloriastrasse 25,,,0.0,0.0,522.37,1053.5,0.0,0.0,1575.87,hcp,actelion,2015,gloriastrasse 25,zuerich,"distier, oliver",3,
"Distler, Oliver",Zürich,CH,Gloriastrasse 25,,,,,,,1440.0,88.0,1528.0,hcp,eli,2016,gloriastrasse 25,zuerich,"distler, oliver",3,
Oliver Distier,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,1852.0,0.0,1852.0,hcp,mepha,2015,gloriastrasse 25,zuerich,oliver distier,3,
Oliver Distler,Zürich,CH,Universitätsspital  Zürich - Rheumaklinik Gloriastrasse 25,,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hcp,msd,2015,universitaetsspital zuerich rheumaklinik gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,,,,1000.0,,1000.0,hcp,actelion,2017,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,7601000713360,,,,,3074.21,,3074.21,hcp,ucb,2017,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Universitätspital Zürich - Rheumaklinik Gloriastrasse 25,,,,,,,1500.0,,1500.0,hcp,msd,2016,universitaetspital zuerich rheumaklinik gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,8091.0,40541300,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,hcp,bayer,2017,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,,,,1400.0,,1400.0,hcp,abbvie,2017,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,1328.39,2802.0,0.0,4130.39,hcp,bayer,2016,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,0.0,0.0,0.0,2600.0,0.0,2600.0,hcp,pfizer,2017,gloriastrasse 25,zuerich,oliver distler,3,1.0
Oliver Distler,Zürich,CH,Gladbachstrasse 103,,,,,,,2900.0,235.0,3135.0,hcp,mepha,2016,gladbachstrasse 103,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,,300.0,2834.0,,,3134.0,hcp,pfizer,2016,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,8091.0,,0.0,0.0,0.0,0.0,1366.4,276.65,1643.05,hcp,boehringer,2015,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gladbachstrasse 103,,,,,0.0,,2700.0,207.0,2907.0,hcp,mepha,2017,gladbachstrasse 103,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gladbachstrasse 103,,,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,hcp,glaxosmithkline,2015,gladbachstrasse 103,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,"Universitätsspital Zürich - Rheumaklinik, Gloriastrasse 25",,,,,,,1500.0,,1500.0,hcp,msd,2017,universitaetsspital zuerich rheumaklinik gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Rämistrasse 100,,,,,,,3508.65,7828.15,11336.8,hcp,csl,2017,raemistrasse 100,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,,0.0,0.0,1500.0,0.0,1500.0,hcp,roche,2016,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,8091.0,,,,0.0,0.0,10487.5,6659.9,17147.4,hcp,roche,2017,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,300.0,0.0,300.0,hcp,eli,2015,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,2362.0,0.0,0.0,2362.0,hcp,pfizer,2015,gloriastrasse 25,zuerich,oliver distler,3,
Oliver Distler,Zürich,CH,Gloriastrasse 25,,,,,,,1050.0,,1050.0,hcp,abbvie,2016,gloriastrasse 25,zuerich,oliver distler,3,
Rolf A. Stahel,Zürich,CH,Rämistrasse 100,,,,,,,24500.0,,24500.0,hcp,merck,2017,raemistrasse 100,zuerich,rolf a. stahel,4,
Rolf A. Stahel,Zürich,CH,Rämistrasse 100,,,,0.0,0.0,0.0,2992.0,0.0,2992.0,hcp,pfizer,2017,raemistrasse 100,zuerich,rolf a. stahel,4,1.0
Rolf A. Stahel,Zürich,CH,Universitätspital Zürich -Klinik für Onkologie Rämistrasse 100,,,,,,255.0,26675.0,,26930.0,hcp,msd,2016,universitaetspital zuerich klinik fuer onkologie raemistrasse 100,zuerich,rolf a. stahel,4,
Rolf A. Stahel,Zürich,CH,Rämistrasse 100,,,,,,,19250.0,,19250.0,hcp,merck,2016,raemistrasse 100,zuerich,rolf a. stahel,4,
Rolf A. Stahel,Zürich,CH,Rämistrasse 100,8091.0,40757706,0.0,0.0,0.0,0.0,600.69,0.0,600.69,hcp,bayer,2017,raemistrasse 100,zuerich,rolf a. stahel,4,
Rolf Stahel,Zürich,CH,"Universitätsspital Zürich - Klinik für Onkologie, Rämistrasse 100",,7601000226327,,,,102.0,18650.0,2530.62,21282.62,hcp,msd,2017,universitaetsspital zuerich klinik fuer onkologie raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Universitätsspital  Zürich - Klinik für Onkologie Rämistrasse 100,,,0.0,0.0,0.0,695.43,29997.9,12256.25,42949.58,hcp,msd,2015,universitaetsspital zuerich klinik fuer onkologie raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,620.0,0.0,620.0,hcp,amgen,2015,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,,,,,,4471.0,1500.0,,5971.0,hcp,bristol,2016,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,8091.0,,,,0.0,0.0,17250.0,10354.96,27604.96,hcp,roche,2017,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Universitätsspital Zürich Klinik für Onkologie Rämistrasse 100,,,,,,,1200.0,88.0,1288.0,hcp,astrazeneca,2016,universitaetsspital zuerich klinik fuer onkologie raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,8091.0,,0.0,0.0,0.0,0.0,3635.26,0.0,3635.26,hcp,boehringer,2015,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,8091.0,,,,,,3789.35,796.2,4585.55,hcp,boehringer,2017,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,8091.0,,,,0.0,0.0,1500.0,,1500.0,hcp,boehringer,2016,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,,,,,,,1550.0,,1550.0,hcp,amgen,2016,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,8091.0,,0.0,0.0,0.0,0.0,3375.0,6827.0,10202.0,hcp,roche,2015,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Rämistrasse 100,,,,,,,1658.0,490.0,2148.0,hcp,abbvie,2016,raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Bern,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,2625.0,0.0,2625.0,hcp,eli,2015,raemistrasse 100,bern,rolf stahel,4,
Rolf Stahel,Zürich,CH,"Universitätsspital Zürich Medizin Onkologie, Rämistrasse 100",,,,,,,2125.0,,2125.0,hcp,novartis,2016,universitaetsspital zuerich medizin onkologie raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,"Klinik für Onkologie, Rämistrasse 100",8091.0,,0.0,0.0,0.0,0.0,3045.0,0.0,3045.0,hcp,astrazeneca,2015,klinik fuer onkologie raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Zürich,CH,Universitätsspital Zürich Rämistrasse 100,,,0.0,0.0,0.0,13274.29,4000.0,90.0,17364.29,hcp,astrazeneca,2017,universitaetsspital zuerich raemistrasse 100,zuerich,rolf stahel,4,
Rolf Stahel,Bern,CH,Rämistrasse 100,,,0.0,0.0,0.0,8010.0,9930.0,957.0,18897.0,hcp,bristol,2015,raemistrasse 100,bern,rolf stahel,4,
"Stahel, Rolf",Zürich,CH,Rämistrasse 100,,,,,,,6900.0,8225.0,15125.0,hcp,eli,2016,raemistrasse 100,zuerich,"stahel, rolf",4,
Gröflin Urs Beat,Binningen,CH,Hauptstrasse 3,,,0.0,0.0,0.0,0.0,444.0,0.0,444.0,hcp,mepha,2015,hauptstrasse 3,binningen,gröflin urs beat,5,
Gröflin Urs Beat,Binningen,CH,Hauptstrasse 3,,,0.0,0.0,0.0,473.0,0.0,0.0,473.0,hcp,pfizer,2015,hauptstrasse 3,binningen,gröflin urs beat,5,
Hem Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,4102.0,,0.0,0.0,0.0,0.0,600.0,0.0,600.0,hcp,boehringer,2015,hauptstrasse 3,binningen,hem urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,214.0,118.0,,,332.0,hcp,menarini,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Praxis Dr. Gröflin Urs Beat Hauotstrasse 3,,,0.0,0.0,294.8,597.49,600.0,0.0,1492.29,hcp,takeda,2015,praxis doktor groeflin urs beat hauotstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,,535.0,1600.0,,2135.0,hcp,novo,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,,,1900.0,,1900.0,hcp,astrazeneca,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,4102.0,,0.0,0.0,0.0,0.0,500.0,0.0,500.0,hcp,takeda,2017,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Arztpraxis FMH Allgemeine Innere Medizin Hauptstrasse 3,,,0.0,0.0,0.0,0.0,750.0,0.0,750.0,hcp,sanofi,2015,arztpraxis fmh allgemeine innere medizin hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binnigen,CH,Hauptstrasse 3,,,0.0,0.0,0.0,0.0,3050.0,0.0,3050.0,hcp,novo,2015,hauptstrasse 3,binnigen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,0.0,0.0,0.0,104.65,0.0,0.0,104.65,hcp,bayer,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,FMH Allgemeine Innere Medizin,,7601000136077,,,,,750.0,,750.0,hcp,msd,2017,fmh allgemeine innere medizin,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,4102.0,40537114,0.0,0.0,0.0,405.0,0.0,0.0,405.0,hcp,bayer,2017,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,"Praxis Dr. Gröflin Urs Beat, Hauptstrasse 3",,,,,,,400.0,,400.0,hcp,vifor,2017,praxis doktor groeflin urs beat hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,,227.0,1600.0,,1827.0,hcp,novo,2017,hauptstrasse 3,binningen,urs beat gröflin,5,1.0
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,WCHM02909756,,,,,500.0,,500.0,hcp,celgene,2017,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Arztpraxis FMH Allgemeine Innere Medizin Hauptstrasse 3,,,0.0,0.0,0.0,0.0,750.0,0.0,750.0,hcp,genzyme,2015,arztpraxis fmh allgemeine innere medizin hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,4102.0,,0.0,0.0,0.0,0.0,500.0,0.0,500.0,hcp,astrazeneca,2015,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,0.0,0.0,0.0,0.0,1850.0,0.0,1850.0,hcp,astrazeneca,2017,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,,292.0,,,292.0,hcp,pfizer,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,4102.0,,,,0.0,0.0,200.0,,200.0,hcp,boehringer,2016,hauptstrasse 3,binningen,urs beat gröflin,5,
Urs Beat Gröflin,Binningen,CH,Hauptstrasse 3,,,,,58.6,653.5,,,712.1,hcp,menarini,2017,hauptstrasse 3,binningen,urs beat gröflin,5,
Adrian Ciurea,Zürich,CH,"Universitätsspital Zürich - Rheumaklinik, Gloriastrasse 25",,7601000346315,,,,,2400.0,,2400.0,hcp,msd,2017,universitaetsspital zuerich rheumaklinik gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,750.0,0.0,750.0,hcp,abbvie,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,2000.0,0.0,2000.0,hcp,novartis,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Universitätsspital Zürich - Rheumaklinik Gloriastrasse 25,,,,,598.25,943.3,7000.0,,8541.55,hcp,msd,2016,universitaetsspital zuerich rheumaklinik gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,300.0,0.0,300.0,hcp,eli,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gladbachstrasse 36,,,,,,,5950.0,,5950.0,hcp,abbvie,2017,gladbachstrasse 36,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,,,0.0,,3200.0,,3200.0,hcp,mepha,2017,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gladbachstrasse 36,,,,0.0,0.0,0.0,1400.0,0.0,1400.0,hcp,pfizer,2017,gladbachstrasse 36,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,,,,,1200.0,,1200.0,hcp,eli,2017,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,1288.0,0.0,1288.0,hcp,bristol,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,"Universitätsspital Zürich Rheumatologische Klinik, Gloriastrasse 25",,,,,,,2250.0,,2250.0,hcp,novartis,2016,universitaetsspital zuerich rheumatologische klinik gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gladbachstrasse 36,,,,,,,1400.0,,1400.0,hcp,pfizer,2016,gladbachstrasse 36,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,,,,,750.0,,750.0,hcp,celgene,2016,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,,,,,3000.0,,3000.0,hcp,abbvie,2016,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,926.0,0.0,926.0,hcp,mepha,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,715.0,8589.0,1000.0,88.0,10391.0,hcp,celgene,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,Gloriastrasse 25,,,0.0,0.0,0.0,0.0,1080.0,0.0,1080.0,hcp,pfizer,2015,gloriastrasse 25,zuerich,adrian ciurea,6,
Adrian Ciurea,Zürich,CH,"Universitätsspital Zürich Rheumatologische Klinik, Gloriastrasse 25",,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hcp,novartis,2017,universitaetsspital zuerich rheumatologische klinik gloriastrasse 25,zuerich,adrian ciurea,6,
